concept,Right angle,Angle bisector theorem,Arc length,Skew lines,Rigid transformation,Perpendicular,Star polygon,Self-similarity,Hendecagon,Exterior angle theorem,Circle,Right triangle,Symmetry,Dodecagon,Arc (geometry),Convex polygon,Scaling (geometry),Collinearity,Altitude (triangle),Slope,Parallelogram,Pentagon,Bisection,Nonagon,Rectangle,Inverse trigonometric functions,Diameter,Face (geometry),Cross section (geometry),Chord (geometry),Cone,Diagonal,Edge (geometry),Distance,Coordinate system,Trigonometric functions,Pythagorean triple,Similarity (geometry),Rhombus,Midpoint,Octagon,Reflection (mathematics),Concentric,Secant line,Sine,Prism (geometry),Parallel (geometry),Line segment,Special right triangles,Cylinder (geometry),Vertex (geometry),Trapezoid,Heptagon,Polygon,Reflection symmetry,Isosceles triangle,Line (geometry),Quadrilateral,Rotational symmetry,Tangent,Triangle inequality,Cartesian coordinate system,Internal and external angle,Circumference,Rotation (mathematics),Decagon,Scale factor,Congruence (geometry),Point (geometry),Geometry,Radius,Space (mathematics),Angle,Triangle,Two-dimensional space,Translation (geometry),Sphere,Grade (slope),Tessellation,Kite (geometry),Pythagorean theorem,Transversal (geometry),Plane (geometry),Square,Pyramid (geometry),Hexagon,Polyhedron,Equilateral triangle,Acute and obtuse triangles
Face (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028490924769221614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02091904011121692,0.0,0.0,0.0,0.0,0.0,0.17449260140685294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05362159902083744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07197491415982277,0.0,0.0,0.0,0.0,0.1128156582333901,0.0,0.0,0.5222753709759352,0.0,0.0
Cross section (geometry),0.0,0.0,0.0,0.0,0.0,0.13072402552373205,0.0,0.0,0.0,0.0,0.052664344059733616,0.0,0.05576946976102955,0.0,0.0,0.0,0.0,0.0,0.0,0.051259464426644766,0.0,0.0,0.0,0.0,0.01755478135324454,0.0,0.0,0.0,0.0,0.0,0.09302345858459975,0.023858309356290765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061421862454211384,0.0,0.035221766503743056,0.0,0.0,0.0,0.013136922528175509,0.0,0.0,0.0,0.0,0.0,0.04496468526471566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061227499591168986,0.07870549106880345,0.0,0.07882153516905305,0.009857120829723204,0.0365116520743055,0.0,0.05403236361123145,0.0,0.0,0.0,0.0,0.0,0.0,0.012268369453276463,0.0,0.022439343941425396,0.0365116520743055,0.0,0.0
Chord (geometry),0.0,0.0,0.05297346293076722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2750249078674978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365190145191869,0.0,0.0,0.04007681275563756,0.0,0.0,0.0,0.0,0.0,0.09547549134983002,0.0,0.0,0.0,0.03853289666910169,0.0,0.0,0.0,0.11236987085433686,0.22771367466021816,0.0,0.0,0.04009482687983243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712912190943418,0.0,0.0,0.11576912977954668,0.009651764145770635,0.0,0.0,0.0,0.0,0.0,0.0,0.021971857609312365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cone,0.02010926498379603,0.0,0.018292994393358467,0.0,0.0,0.00631452127401378,0.0,0.0,0.0,0.0,0.05342210440591683,0.0,0.009428651362476219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2267050329897218,0.0,0.0,0.011909518170330386,0.017332336892462618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047180962807297,0.0,0.0,0.027691391226359094,0.0,0.011909518170330386,0.0,0.0,0.0,0.0044419809987356045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012809972436186546,0.0,0.024691333057444007,0.0,0.0,0.0,0.0,0.0,0.03253300851863758,0.14636956432579634,0.0,0.035535847989884836,0.0,0.0,0.0,0.009134967948661433,0.0,0.0,0.0,0.007587404066525134,0.0,0.0,0.004148297584920819,0.0,0.0,0.0,0.0,0.0
Diagonal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005093053849398107,0.0,0.0,0.0,0.0,0.020137759038333043,0.0,0.0,0.0,0.0,0.0,0.007595924887102825,0.0,0.0,0.005093053849398107,0.0,0.0,0.0,0.0,0.0,0.0,0.685263663177907,0.0,0.0,0.0,0.0,0.0,0.0,0.00525339635806021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011879948705135535,0.0,0.0,0.0,0.0,0.022787774661308473,0.07622658750916653,0.0,0.0,0.0,0.00987354216812597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010150590761146182,0.0,0.0,0.03430196437912494,0.008579345907351677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014237367019851697,0.0,0.026040720129555397,0.052964433564578965,0.0,0.0
Edge (geometry),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033980016355929274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11663949637769436,0.0,0.0,0.0,0.0,0.0,0.16839146149752243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03737262962058367,0.0,0.0,0.018710162388613606,0.014038929666575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017473132251636176,0.0,0.0,0.6760187702242624,0.0,0.0
Distance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007174562813934725,0.0040577752532292444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3819183518685971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033165994182741215,0.0,0.0,0.007461076728227645,0.0,0.0,0.0,0.0,0.0,0.012511706438195403,0.016083296001016358,0.0,0.01342250780052715,0.010071406065151969,0.0,0.0,0.0,0.0,0.0,0.0,0.018341724612991193,0.0,0.0,0.02005611701926935,0.0,0.0,0.0,0.0,0.0
Coordinate system,0.013061625386671251,0.0,0.07129138936477084,0.0,0.0,0.008202976234466497,0.0,0.0,0.0,0.0,0.015421957450513894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12376994584492887,1.3284345313559431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020430385763907422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065836143534007355,0.0,0.11648694561130381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457841432184844,0.0,0.0,0.05193381522820785,0.008659526710224122,0.0,0.0,0.03560076294011044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009856534254644798,0.0,0.0,0.0
Trigonometric functions,0.013536018560521298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04594847129021149,0.0022597779860598697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03485712418036367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008016576395525055,0.0058334015207077575,0.3495373920603947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5928274648781272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07505001543779823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002986190744501843,0.04030559651586424,0.0,0.15697509122650397,0.03253088545015188,0.0,0.0,0.0,0.0,0.0,0.0,0.010214519760261439,0.0,0.0,0.011169266136639105,0.0,0.0,0.0,0.0,0.0
Pythagorean triple,0.024519191515330243,0.0,0.0,0.0,0.0,0.002199795631799286,0.0,0.0,0.0,0.0,0.07030711930447311,0.028068821300533116,0.0032846680185067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002067856450131562,0.0,0.006569336037013505,0.0,0.0,0.0,0.010957650509965383,0.0,0.0,0.0,0.0,0.0,0.7638039307986402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005478825254982692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017655306662001972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181938734231885,0.018542145765582767,0.0,0.12224910613312197,0.07082798350580558,0.0,0.0,0.0,0.0,0.0,0.0,0.015859385943563814,0.0,0.0,0.06936702126965338,0.0,0.0,0.0,0.0,0.0
Similarity (geometry),0.0,0.017235233381179164,0.0,0.0,0.0,0.004876213650488418,0.0,0.07533386846808957,0.0,0.0,0.013751245393374889,0.010369870091585846,0.021843042323069904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009167496928916594,0.0,0.0,0.0,0.0,0.0,0.0,0.0062296696652536995,0.0,0.07357435669670773,0.0,0.0,0.0,0.007281014107689969,0.0,0.010275439111760452,0.0,0.0,0.017235233381179164,0.0,0.0,0.0,0.0,0.010691953834621983,0.0,0.0,0.0,0.0,0.0,0.03087176794121245,0.0,0.006836332398392543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01883346711702239,0.006041327711499914,0.0,0.0502454242676736,0.020550878223520905,0.0,0.20924198271266214,0.11067356220483664,0.0,0.0,0.007054225249244106,0.0,0.0,0.0,0.005859162029149965,0.0,0.0,0.019220445476799793,0.0,0.0,0.0,0.012849242883965955,0.0
Rhombus,0.010391032835493115,0.0,0.0,0.0,0.0,0.019577363355120787,0.005030268229750893,0.0,0.005195516417746558,0.0,0.021470345967351128,0.0,0.024360270248776846,0.005195516417746558,0.0,0.0,0.0,0.0,0.0,0.0,0.056488406679352676,0.013723492546959008,0.0,0.005549829353822114,0.03373911509155177,0.0,0.004872054049755369,0.0,0.0,0.0,0.04063292335944413,0.11671946138616597,0.0,0.006153988943033173,0.0,0.0,0.0,0.0,0.180334059369249,0.01375151702689131,0.014616162149266107,0.0,0.0,0.0,0.01625316934377765,0.0,0.0,0.0035772336249664622,0.0,0.0,0.0,0.014752844732574863,0.004574497515653002,0.011476493658443289,0.0,0.0,0.0,0.047569184572086455,0.0,0.01571256659807908,0.0,0.0,0.0,0.00637935928435821,0.0,0.05030268229750893,0.0,0.0,0.0,0.003056497589787512,0.041254551080673926,0.0,0.08033545560910302,0.010333487263873394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01929189694697377,0.0,0.011761886601267585,0.05103487427486568,0.0,0.0
Midpoint,0.0,0.0,0.0,0.0,0.0,0.03695656661422801,0.0,0.0,0.0,0.0,0.056452481088591654,0.004912043727593295,0.00689780283886418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012627740772919005,0.0,0.008712752766715388,0.0,0.0,0.0,0.00689780283886418,0.0,0.0,0.0,0.0,0.03541075388670524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4769966998196168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04558148740023056,0.0,0.0,0.0,0.0,0.0,0.055244216315853856,0.0,0.0064765254300560935,0.0,0.04630171616736968,0.0,0.007415228798040829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216367855698116,0.0,0.0,0.0942401337152801,0.06827353164166176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Octagon,0.025227327010357833,0.0,0.0,0.0,0.0,0.006337317379696139,0.004884989724920542,0.0,0.005045465402071567,0.0,0.01787165466286989,0.0,0.08989555324295918,0.005045465402071567,0.0,0.0,0.0,0.0,0.0,0.0,0.011548836326616659,0.013327146191812177,0.0,0.005389545473567324,0.0029786091104783154,0.0,0.014194034722572501,0.0,0.0,0.0,0.0,0.0688187334861961,0.0,0.0,0.0,0.0,0.0,0.0,0.003072383429623661,0.033385903251207244,0.4684031458448926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010745077345837467,0.004442382063937393,0.031206119218554096,0.0,0.004442382063937393,0.0,0.011548836326616659,0.006677180650241449,0.010172516040633628,0.0,0.0,0.0,0.0,0.0,0.0586198766990465,0.0,0.0,0.0,0.00296822329116549,0.06009462585217303,0.0,0.049038187343442154,0.013380062931321027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04579600727324139,0.0,0.011422193125418702,0.006195117860983244,0.004174844258328288,0.0
Reflection (mathematics),0.0,0.0,0.0,0.0,0.0,0.09752427300976836,0.0,0.0,0.0,0.0,0.1375124539337489,0.0,0.07281014107689968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839358917417693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24289458630423266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09135531685031563,0.20550878223520902,0.0,0.06860392875824987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concentric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2780143090399706,0.0,0.014245462384610807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014245462384610807,0.0,0.0,0.0,0.0,0.0,0.0,0.035987457079911384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876748828520853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020133761700790724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035747732680558295,0.10052060000635224,0.0,0.0268450156010543,0.020142812130303937,0.0,0.0,0.09661221537008233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secant line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449440585694902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0752873383766345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742192251260212,0.0,0.0,0.0,0.06014224031974865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13208376296510227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070657627876416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sine,0.009075285171258598,0.0,0.0577892322881097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04553983864039736,0.012120627379775664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016124250250090167,0.023466183390119844,0.1413533248555925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9581718258429959,0.0,0.0,0.006248544448805055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013722988360010624,0.0,0.017343371772369446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002669473544327405,0.018015380260878712,0.0,0.1463401986823707,0.02857924967838578,0.0,0.0,0.0,0.0,0.0,0.0,0.0034241856014512783,0.0,0.0,0.01684909181407774,0.0,0.0,0.0,0.0,0.0
Prism (geometry),0.0,0.0,0.0,0.0,0.0,0.025318801646766788,0.013010982248105676,0.0,0.0,0.0,0.0,0.0,0.1512210622366378,0.013438403042056,0.0,0.0,0.0,0.0,0.0,0.0,0.038449851712413635,0.09465691013158906,0.0,0.0,0.031733643215480514,0.0,0.0,0.0,0.0,0.0,0.0,0.010782120574477558,0.0,0.04775258727911318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03701060942753763,0.0,0.0,0.0,0.009539700079477496,0.0,0.08905317675349743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013010982248105676,0.0,0.0,0.0,0.015811497147170017,0.0,0.0,0.04155814915163214,0.008909320749942126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207667053799922,0.0,0.01014085735814417,0.2970082466813697,0.0,0.0
Parallel (geometry),0.0,0.0,0.0,0.09631703216086016,0.0,0.07314320475732627,0.0,0.0,0.0,0.0,0.0491115906906246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08604267243043942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2956112545849864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19576139325067637,0.0,0.0,0.03675210469191958,0.0,0.0,0.0,0.09069718177599564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Line segment,0.0,0.0,0.0,0.0,0.0,0.03989629350399615,0.0,0.0,0.0,0.0,0.050004528703181415,0.0,0.009928655601395412,0.0,0.01825147597009321,0.0,0.0,0.0,0.0,0.0,0.006058764512259118,0.0,0.0,0.0,0.006250566087897677,0.0,0.04964327800697706,0.0,0.0,0.0,0.0,0.033980016355929274,0.0,0.06270541763923954,0.01825147597009321,0.0,0.0,0.0,0.0064473500758011676,0.09808373697589522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32075861503865943,0.0,0.0,0.0,0.007516127335345906,0.0,0.018710162388613606,0.0,0.0,0.009322271452353467,0.024235058049036473,0.0,0.0,0.0,0.0,0.0,0.013000360965851202,0.0,0.0,0.0,0.0,0.0,0.02802947221543775,0.014011962425127889,0.0,0.05145294656868741,0.024568126916507074,0.0,0.0,0.028858194201453163,0.0,0.0,0.0,0.007989766403386315,0.0,0.0,0.008736566125818088,0.0,0.0,0.026000721931702404,0.0,0.0
Special right triangles,0.02047756654027581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018133510408846008,0.06837276983463196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013522415733084152,0.0,0.0,0.003022251734807668,0.0,0.0,0.0,0.0,0.0,0.0,0.004107474504562879,0.0,0.0,0.0,0.02518034936698814,0.09232794767895651,0.0,0.0,0.006775014798962935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007049639890959549,0.02109302899119443,0.0,0.0,0.0,0.0,0.00452333596208241,0.0,0.013522415733084152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014869693997835057,0.012417670626608169,0.0,0.0,0.006023427484636196,0.0,0.0,0.24878347791453254,0.1323670511419973,0.0,0.0,0.0,0.0,0.0,0.0,0.015452735021933972,0.0,0.0,0.019009231790241554,0.0,0.01158955126645048,0.0,0.008472028275142388,0.0
Cylinder (geometry),0.0,0.0,0.0,0.0,0.0,0.07021747656703323,0.0,0.0,0.0,0.0,0.055004981573499555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010663425541576049,0.0,0.0,0.0,0.03300298894409973,0.0,0.05242330157536777,0.0,0.0,0.0,0.20403145249555546,0.0,0.0,0.022072307009012318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05132137840618552,0.0,0.022072307009012318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00939262314418505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08770110417630302,0.19728843094580067,0.0,0.032929885803959946,0.0,0.0,0.0,0.23702196837460196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022880635299898113,0.0,0.0
Vertex (geometry),0.024519191515330243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019077876983683937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05901792314450873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06752812948182305,0.0,0.0,0.0,0.0,0.0,0.22747618482998644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028849047426415465,0.0,0.0,0.09748979349856561,0.0,0.0,0.0,0.02227650078708665,0.0,0.1161700368895385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27095489170931975,0.0,0.0
Trapezoid,0.016638022813974095,0.0,0.0,0.0,0.0,0.01393203900139548,0.0,0.0,0.0,0.0,0.00982231813812492,0.0,0.03120434617581415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034910024094445394,0.0,0.0,0.0,0.0163705302302082,0.0,0.0,0.0,0.0,0.0,0.0,0.08454551688558593,0.0,0.03941483394466485,0.0,0.0,0.0,0.0,0.006754366746077413,0.044037596193259074,0.0,0.0,0.0,0.0,0.026024419961167788,0.0,0.0,0.003818554940936422,0.0,0.0,0.0,0.30708748827270416,0.0,0.0,0.016593183308998168,0.0,0.0,0.08251460240505275,0.007339599365543179,0.011181694219267915,0.0,0.0,0.0,0.006809712886874438,0.0,0.0,0.0,0.0,0.0,0.013050759550045091,0.0,0.0,0.10290589313737482,0.03309176278549932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004576296542095189,0.0,0.0,0.006809712886874438,0.0,0.0
Heptagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0069037864989948475,0.0,0.007130581205988897,0.0,0.02946695441437476,0.0,0.04011987365461819,0.007130581205988897,0.0,0.0,0.0,0.0,0.0,0.0,0.008160784853246976,0.018834793342510068,0.0,0.007616857633561983,0.004209564916339252,0.0,0.0,0.0,0.0,0.0,0.0,0.04576900162227208,0.0,0.0,0.0,0.0,0.0,0.0,0.004342092908192622,0.0,0.020059936827309097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01518564502447438,0.4645915691152483,0.03780216482597443,0.0,0.018834793342510068,0.0,0.008160784853246976,0.0,0.01797057999525201,0.0,0.0,0.0,0.008755345140267134,0.0,0.07594165148894333,0.0,0.0,0.0,0.004194886998228779,0.02830988326709512,0.0,0.07875451005411338,0.035455460127320704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029419049199183355,0.0,0.016142589263984597,0.008755345140267134,0.0,0.0
Polygon,0.003850120981746072,0.0,0.0,0.0,0.0,0.0,0.022365986013272564,0.0,0.007700241963492144,0.0,0.022729331228718827,0.0,0.014441680874756963,0.015400483926984287,0.0,0.008987099074958548,0.0,0.0,0.0,0.0,0.0066095612861008565,0.03728908580941387,0.0,0.016450733842183457,0.0022729331228718824,0.0,0.0,0.0,0.0,0.0,0.0,0.0061781847919871406,0.0,0.004560394010126511,0.0,0.0,0.0,0.0,0.00234449093665497,0.0,0.014441680874756963,0.0,0.0,0.0,0.0060221798257247775,0.0,0.0,0.013254488224737996,0.0,0.0,0.0,0.00819941163855917,0.006779833783529795,0.25854042573356983,0.0,0.0,0.0,0.013219122572201713,0.0,0.015524996932537272,0.0,0.0,0.0,0.0,0.0,0.11928525873745369,0.0,0.0,0.0,0.0090600314231718,0.020381036254731474,0.0,0.08334526882200606,0.0178677286665506,0.0,0.0,0.006995925867018948,0.0,0.004560394010126511,0.0,0.0,0.0,0.0,0.014296199114975053,0.0,0.020337587208619713,0.014182211962746764,0.0,0.0
Reflection symmetry,0.0,0.0,0.0,0.0,0.0,0.06095267063110523,0.0,0.0,0.0,0.0,0.02291874232229148,0.0,0.7098988754997719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045983972935442326,0.0,0.0,0.0,0.0,0.0,0.0,0.01820253526922492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027559133562934986,0.0,0.008575491094781234,0.3774949202797084,0.0,0.0,0.011107734939141717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005709707303144727,0.0,0.0,0.008575491094781234,0.006434509430513757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01601703789733316,0.0,0.01464790507287491,0.0,0.0,0.0
Isosceles triangle,0.0,0.0,0.0,0.0,0.0,0.007329590455848979,0.0,0.0,0.0,0.0,0.02066993044515641,0.013638868805217292,0.030096885038050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025689766841558615,0.0,0.0,0.0,0.0,0.002736080458004581,0.0,0.0,0.0,0.0,0.0046820064290006925,0.0,0.0069119959318410164,0.0,0.0,0.0,0.0,0.0035534455532599332,0.011584002338936627,0.0,0.0,0.0,0.0,0.004563781371060739,0.0,0.0,0.006026779823273352,0.0,0.0,0.0,0.004142500243280415,0.0,0.007734054599051135,0.0,0.1618455311018193,0.0,0.0033392773094705784,0.0,0.0014706612438703103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012015417456304562,0.015445336451915499,0.0,0.23073262887169219,0.1392755611180932,0.0,0.0,0.0,0.0,0.0,0.0,0.0022017727875720114,0.0,0.0,0.009630285833887161,0.0,0.0,0.0,0.0144855765288969,0.0
