,topic_a,topic_b,ground_truth,estimated
585,Data-intensive computing,Systems programming,0,0.0
586,Translator (computing),Object-oriented design,0,0.0
587,Information retrieval,Modeling language,0,0.25
588,Data warehouse,Information security,0,0.32592592592592595
589,Data-intensive computing,Analysis of algorithms,0,0.14285714285714285
590,Computer graphics,Software architecture,0,-0.3125
591,Parallel processing (DSP implementation),Artificial intelligence,0,0.0
592,Cloud computing,Wireless network,0,0.2222222222222222
593,Translator (computing),Computational geometry,0,0.0
594,Computational linguistics,Theory of computation,0,0.5925925925925926
595,Information security,Software development,0,0.10687830687830685
596,Object-oriented design,Translator (computing),0,0.0
597,Data-intensive computing,Assembly language,0,0.14285714285714285
598,Parallel computing,Computer architecture,0,-0.2206896551724138
599,Software metric,Parallel processing (DSP implementation),0,0.0
600,Mobile app development,Translator (computing),0,0.0
601,Parallel processing (DSP implementation),Object-oriented programming,0,0.0
602,Software analytics,Robotics,0,0.2
603,Data-intensive computing,Software architecture,0,0.2857142857142857
604,Software project management,Object-oriented analysis and design,0,-0.5
605,Software project management,Test automation,0,-0.5
606,Social network analysis,Computer graphics,0,0.4
607,Data structure,Object-oriented programming,0,0.28571428571428575
608,Compiler,Data mining,0,-0.4827586206896552
609,Parallel processing (DSP implementation),Data-intensive computing,0,0.0
610,Computer-aided software engineering,Robotics,0,0.0
611,Software development,Cryptography,0,-0.08571428571428574
612,Information retrieval,Object-oriented design,0,0.0
613,Machine learning,Translator (computing),0,-0.3333333333333333
614,Object-oriented design,Wireless network,0,0.0
615,Analysis of algorithms,Object-oriented analysis and design,0,-0.375
616,Wireless network,Object-oriented design,0,0.0
617,Database,Graphical model,0,-0.40625
618,Data warehouse,Data structure,0,0.45714285714285713
619,Parallel computing,Information security,0,-0.22962962962962963
620,Data mining,Combinatorial optimization,0,-0.7155172413793104
621,Mobile app development,Computational geometry,0,0.0
622,Parallel processing (DSP implementation),Robotics,0,0.0
623,Assembly language,Cryptography,0,0.2857142857142857
624,Discrete mathematics,Software engineering,0,-0.28484848484848485
625,Game theory,Parallel processing (DSP implementation),0,0.0
626,Test automation,Computer security,0,0.6666666666666666
627,Software analytics,Artificial intelligence,0,0.8
628,Computer security,Information retrieval,0,-0.23275862068965514
629,Knowledge management,Assembly language,0,0.0
630,Data mining,Software architecture,0,-0.1400862068965517
631,Combinatorial optimization,Data integration,0,0.0
632,Assembly language,Internet protocol suite,0,0.0
633,Internet protocol suite,Computer security,0,0.9655172413793104
634,Distributed object,Programming language,0,0.4
635,Computer network,Network service,0,-0.24523809523809526
636,Software quality management,Parallel processing (DSP implementation),0,0.0
637,Systems programming,Software engineering,0,0.0
638,Data warehouse,Translator (computing),0,0.0
639,Computational geometry,Software analytics,0,-0.8
640,Distributed computing,Software project management,0,-0.7
641,Cryptography,Modeling language,0,0.22499999999999998
642,Computer graphics,Software quality management,0,0.0
643,Software testing,Broadband networks,0,0.0
644,Graphical model,Combinatorial optimization,0,-0.25
645,Network service,Computer architecture,0,0.051724137931034475
646,Distributed computing,Wireless network,0,-0.4
647,Cryptography,Information management,0,0.0
648,Assembly language,Data warehouse,0,-0.2
649,Data warehouse,Computer security,0,0.3310344827586207
650,Test automation,Social network analysis,0,0.0
651,Software engineering,Network security,0,0.05454545454545451
652,Microarchitecture,Natural language processing,0,0.3333333333333333
653,Software analytics,Parallel processing (DSP implementation),0,0.0
654,Graphical model,Data integration,0,-0.08333333333333331
655,Data structure,Social network analysis,0,-0.2
656,Object-oriented design,Broadband networks,0,0.0
657,Information retrieval,Distributed computing,0,0.25
658,Computational geometry,Object-oriented programming,0,-0.18472906403940886
659,Computational linguistics,Graphical model,0,-0.1388888888888889
660,Microarchitecture,Computer graphics,0,0.6666666666666666
661,Distributed object,Wireless network,0,0.2
662,Information security,Parallel computing,0,0.22962962962962963
663,Robotics,Mobile app development,0,0.0
664,Knowledge management,Wireless network,0,0.0
665,Parallel computing,Information management,0,0.0
666,Test automation,Cryptography,0,0.6666666666666666
667,Information security,Mobile app development,0,0.0
668,Information management,Software metric,0,0.0
669,Computer graphics,Systems programming,0,-1.0
670,Programming language,Software development,0,-0.3238095238095238
671,Data-intensive computing,Theory of computation,0,0.2857142857142857
