,topic_a,topic_b,ground_truth,estimated
569,Robotics,Data mining,0,-0.03299671796212829
570,Computer-aided software engineering,Cloud computing,0,0.5908540886358427
571,Combinatorial optimization,Distributed computing,0,0.16466676255033064
572,Broadband networks,Object-oriented analysis and design,0,0.0
573,Software quality management,Object-oriented analysis and design,0,0.0
574,Programming language,Computer-aided software engineering,0,-1.0
575,Software analytics,Internet protocol suite,0,0.0
576,Computational geometry,Computer security,0,-0.2347402307334594
577,Parallel processing (DSP implementation),Compiler,0,0.0
578,Systems programming,Robotics,0,0.0
579,Compiler,Data structure,0,0.0
580,Cloud computing,Broadband networks,0,0.0
581,Programming language,Data mining,0,-0.7115419723760379
582,Internet protocol suite,Machine learning,0,0.9951796437852322
583,Computer architecture,Parallel processing (DSP implementation),0,0.0
584,Distributed computing,Data warehouse,0,-0.04724203796475314
585,Data-intensive computing,Systems programming,0,0.0
586,Translator (computing),Object-oriented design,0,0.0
587,Information retrieval,Modeling language,0,-0.5307327808241327
588,Data warehouse,Information security,0,0.10376456970360748
589,Data-intensive computing,Analysis of algorithms,0,0.09676456865989941
590,Computer graphics,Software architecture,0,-0.10012804118420907
591,Parallel processing (DSP implementation),Artificial intelligence,0,0.0
592,Cloud computing,Wireless network,0,0.003381326790488001
593,Translator (computing),Computational geometry,0,0.0
594,Computational linguistics,Theory of computation,0,0.5643698146340622
595,Information security,Software development,0,0.34261756086160156
596,Object-oriented design,Translator (computing),0,0.0
597,Data-intensive computing,Assembly language,0,0.08724405277133357
598,Parallel computing,Computer architecture,0,-0.4629241624219729
599,Software metric,Parallel processing (DSP implementation),0,0.0
600,Mobile app development,Translator (computing),0,0.0
601,Parallel processing (DSP implementation),Object-oriented programming,0,0.0
602,Software analytics,Robotics,0,0.6075156556351129
603,Data-intensive computing,Software architecture,0,0.16271306763413723
604,Software project management,Object-oriented analysis and design,0,-0.438055932673962
605,Software project management,Test automation,0,-0.8405183614175029
606,Social network analysis,Computer graphics,0,0.0075030007330115795
607,Data structure,Object-oriented programming,0,0.3081562327157549
608,Compiler,Data mining,0,0.0
609,Parallel processing (DSP implementation),Data-intensive computing,0,0.0
610,Computer-aided software engineering,Robotics,0,0.0
611,Software development,Cryptography,0,0.4948710929829807
612,Information retrieval,Object-oriented design,0,0.0
613,Machine learning,Translator (computing),0,-0.09768532039723238
614,Object-oriented design,Wireless network,0,0.0
615,Analysis of algorithms,Object-oriented analysis and design,0,-0.39223297292262094
616,Wireless network,Object-oriented design,0,0.0
617,Database,Graphical model,0,-0.10319398827857365
618,Data warehouse,Data structure,0,0.8913453115099401
619,Parallel computing,Information security,0,-0.48682421321626035
620,Data mining,Combinatorial optimization,0,-0.24798605885331382
621,Mobile app development,Computational geometry,0,0.0
622,Parallel processing (DSP implementation),Robotics,0,0.0
623,Assembly language,Cryptography,0,0.07589981157578883
624,Discrete mathematics,Software engineering,0,-0.7955340773470378
625,Game theory,Parallel processing (DSP implementation),0,0.0
626,Test automation,Computer security,0,0.9651045747200447
627,Software analytics,Artificial intelligence,0,0.8864297991803107
628,Computer security,Information retrieval,0,0.6175794076330765
629,Knowledge management,Assembly language,0,0.0
630,Data mining,Software architecture,0,-0.047470166034718396
631,Combinatorial optimization,Data integration,0,0.0
632,Assembly language,Internet protocol suite,0,0.0
633,Internet protocol suite,Computer security,0,0.9552779399708761
634,Distributed object,Programming language,0,0.028924663287026264
635,Computer network,Network service,0,-0.19167846327089355
636,Software quality management,Parallel processing (DSP implementation),0,0.0
637,Systems programming,Software engineering,0,0.0
638,Data warehouse,Translator (computing),0,0.0
639,Computational geometry,Software analytics,0,-0.8864297991803107
640,Distributed computing,Software project management,0,-0.9256909705909497
641,Cryptography,Modeling language,0,-0.49429694374006583
642,Computer graphics,Software quality management,0,0.0
643,Software testing,Broadband networks,0,0.0
644,Graphical model,Combinatorial optimization,0,-0.073906021167796
645,Network service,Computer architecture,0,0.17307257936979914
646,Distributed computing,Wireless network,0,0.06977723913130315
647,Cryptography,Information management,0,0.0
648,Assembly language,Data warehouse,0,-0.01293027843990742
649,Data warehouse,Computer security,0,0.11607158183633086
650,Test automation,Social network analysis,0,0.0
651,Software engineering,Network security,0,0.5683791521115564
652,Microarchitecture,Natural language processing,0,0.8678267871231324
653,Software analytics,Parallel processing (DSP implementation),0,0.0
654,Graphical model,Data integration,0,0.016334138629222093
655,Data structure,Social network analysis,0,-0.0167672128791532
656,Object-oriented design,Broadband networks,0,0.0
657,Information retrieval,Distributed computing,0,-0.08320633790038032
658,Computational geometry,Object-oriented programming,0,-0.012132002140578635
659,Computational linguistics,Graphical model,0,0.011741501653556988
660,Microarchitecture,Computer graphics,0,0.8678267871231324
661,Distributed object,Wireless network,0,0.0
662,Information security,Parallel computing,0,0.48682421321626035
663,Robotics,Mobile app development,0,0.0
664,Knowledge management,Wireless network,0,0.0
665,Parallel computing,Information management,0,0.0
666,Test automation,Cryptography,0,0.9651045747200447
667,Information security,Mobile app development,0,0.0
668,Information management,Software metric,0,0.0
669,Computer graphics,Systems programming,0,0.0
670,Programming language,Software development,0,-0.6838246079300884
671,Data-intensive computing,Theory of computation,0,0.18400862143123298
