,Unnamed: 0,topic_a,topic_b,relation,tfidf_score
581,581,Sonic boom,Sound,1,1.0072730066877251
582,582,Coulomb's law,Electromagnetic spectrum,0,0.0
583,583,Energy,Physics,1,0.15089964022572375
584,584,Gravitational field,Distance,1,0.0
585,585,Physics,Projectile motion,0,0.0
586,586,Power (physics),Velocity,0,0.2173457251201596
587,587,Gravity of Earth,Kilogram,0,0.0
588,588,Hooke's law,Wave,0,0.0
589,589,Acceleration,Newton's law of universal gravitation,0,0.0
590,590,Kinetic energy,Force,0,0.0
591,591,Magnet,Electrical resistance and conductance,0,0.0
592,592,Energy,Projectile motion,0,0.0
593,593,Motion,Magnetism,0,0.0
594,594,Torque,Distance,0,0.17312717978294995
595,595,Strength of materials,Force,1,1.406528013194581
596,596,Electric potential energy,Energy,1,0.0
597,597,Displacement (vector),Velocity,0,0.0
598,598,Magnet,Field (physics),0,1.9557143813175608
599,599,Voltage,Voltmeter,0,0.0
600,600,Diffraction,Optical microscope,0,0.010102834547867671
601,601,Energy,Electric potential energy,0,0.0
602,602,Amplitude,Power (physics),0,0.0
603,603,Laser,Power (physics),0,0.03616496809474674
604,604,Distance,Electric potential energy,0,0.0
605,605,Le Sage's theory of gravitation,Laser,0,0.0
606,606,Torque,Length,0,0.2995296125450925
607,607,Projectile motion,Euclidean vector,1,0.0
608,608,Electroscope,Capacitance,0,0.0
609,609,Dispersion (optics),Phase velocity,1,0.0
610,610,Gravity of Earth,Physics,1,0.649591024556166
611,611,Photoelectric effect,Electric field,0,0.0
612,612,Energy level,Potential energy,0,0.4626866703870828
613,613,Physics,Non-inertial reference frame,0,0.0
614,614,Wave,Interference (wave propagation),0,0.0
615,615,Interference (wave propagation),Frequency,1,0.0
616,616,Light,Hertz,0,0.0
617,617,Elasticity (physics),Hooke's law,0,0.0
618,618,Reflection (physics),Wavelength,0,0.0
619,619,Joule,Power (physics),0,0.0
620,620,Specular reflection,Wavelength,0,0.0
621,621,Electromagnetic radiation,Metre,0,0.12484246975092507
622,622,Magnetism,Electron,0,0.0
623,623,Motion graphs and derivatives,Physics,1,0.324795512278083
624,624,Collision,Planet,0,0.06311089906734793
625,625,Gravitational acceleration,Inertial frame of reference,0,0.0
626,626,Friction,Velocity,0,0.0
627,627,Le Sage's theory of gravitation,Force,1,0.0
628,628,Electron,Reflection (physics),0,0.4078141236157535
629,629,Temperature,Magnetism,0,0.0
630,630,Electron,Kilogram,0,0.12221974098238846
631,631,Potential energy,Electric potential energy,0,0.0
632,632,Free fall,Metre,0,0.9547917362071058
633,633,Electromotive force,Voltmeter,0,0.0
634,634,Friction,Coulomb,0,0.0
635,635,Intensity (physics),Force,1,0.0
636,636,Deformation (engineering),Fatigue (material),0,0.0
637,637,Wave,Electron,0,0.0
638,638,Work (physics),Planet,0,0.0
639,639,Newton's law of universal gravitation,Velocity,0,0.07765602709532263
640,640,Relative velocity,Velocity,1,0.0
641,641,Energy,Wavelength,0,0.0
642,642,Free fall,Planet,0,0.0
643,643,Telescope,Planet,0,0.3140214585742533
644,644,Hooke's law,Length,1,0.0
645,645,Position (vector),Potential energy,0,0.0
646,646,Electromagnetic spectrum,Magnetic field,1,0.0
647,647,Potential energy,Energy,1,0.0
648,648,Electrostatics,Euclidean vector,1,0.0
649,649,Speed,Work (physics),0,0.0
650,650,Motion graphs and derivatives,Displacement (vector),1,0.3587287200563112
651,651,Electrostatics,Electric potential energy,1,0.0
652,652,Displacement (vector),Electrostatics,0,0.0
653,653,Force,Mechanical energy,0,0.0
654,654,Voltage,Electric field,0,0.0
655,655,Electrostatics,Coulomb's law,1,0.0
656,656,Gravitational acceleration,Euclidean vector,1,0.0
657,657,Crest (physics),Frequency,0,0.0
658,658,Dielectric,Frequency,0,0.0
659,659,Electric potential,Electroscope,0,0.0
660,660,Shock wave,Magnetic field,0,0.0
661,661,Hooke's law,Dielectric,0,0.0
662,662,Physics,Motion,0,0.0
663,663,Newton's law of universal gravitation,Free fall,0,0.001274309595401857
664,664,Mass,Elastic collision,0,0.0
665,665,Electron,Electromagnetic spectrum,0,0.0
666,666,Acceleration,Motion,1,0.6923876383314209
667,667,Gravity,Gravitational field,0,0.0
668,668,Light,Reflection (physics),0,0.0
669,669,Magnetism,Magnetic field,0,0.0
670,670,Energy level,Emission spectrum,0,0.0
671,671,Physics,Lever,0,0.0
672,672,Resonance (particle physics),Scattering,0,0.0
673,673,Energy,Tension (physics),0,0.0586787319156541
674,674,Kinetic energy,Elastic collision,0,0.0
675,675,Wavelength,Scattering,0,0.0
676,676,Capacitance,Length,0,0.1473372886186898
677,677,Energy level,Absorption spectroscopy,0,0.0
678,678,Acceleration,Photoelectric effect,0,0.0
679,679,Strength of materials,Hardness,0,0.0
680,680,Wave,Force,0,0.0
681,681,Electron,Contact force,0,0.0
682,682,Friction,Electron,0,0.0
683,683,Electromagnetic radiation,Electric field,1,0.1086427244241419
684,684,Distance,Electric potential,0,0.0
685,685,Gravity of Earth,Euclidean vector,1,0.0
686,686,Magnetism,Le Sage's theory of gravitation,0,0.0
687,687,Snell's law,Wave,1,0.02251214338276157
688,688,Ray (optics),Snell's law,0,0.0
689,689,Light,Mirror image,0,0.0
690,690,Displacement (vector),Physics,1,0.20835348243398447
691,691,Velocity,Gravity of Earth,0,0.0
692,692,Refracting telescope,Wave,1,0.14083248205256754
693,693,Position (vector),Euclidean vector,1,0.0
694,694,Hooke's law,Torque,0,0.0
695,695,Crest (physics),Physics,1,0.1823777237503506
696,696,Field (physics),Electromotive force,0,0.0
697,697,Angle of incidence,Total internal reflection,0,0.0
698,698,Gravitational acceleration,Energy,0,0.0
699,699,Inertial frame of reference,Physics,1,0.324795512278083
700,700,Pigment,Color,1,2.3325389381590544
701,701,Magnetism,Capacitance,0,0.0
702,702,Wavelength,Snell's law,0,0.0
703,703,Euclidean vector,Position (vector),0,0.8457252929821916
704,704,Rarefaction,Wave,1,1.7657839828247943
705,705,Distance,Acceleration,0,0.0
706,706,Electric potential energy,Force,1,0.10353223033271744
707,707,Electric potential energy,Electric potential,0,0.0
708,708,Electron,Electromotive force,0,0.0
709,709,Hardness,Kilogram,0,0.0
710,710,Electrical conductor,Electrical resistance and conductance,0,0.0
711,711,Elastic collision,Collision,1,0.0
712,712,Physics,Reflection (physics),0,0.0
713,713,Newton's law of universal gravitation,Electric field,0,0.0
714,714,Emission spectrum,Wavelength,1,0.16901235394102376
715,715,Snell's law,Ray (optics),1,0.5789575799360166
716,716,Sound intensity,Distance,0,0.17312717978294995
717,717,Friction,Force,1,0.0
718,718,Friction,Hardness,0,0.0
719,719,Transmission medium,Wave,1,0.0
720,720,Deformation (engineering),Plasticity (physics),0,0.0
721,721,Tangential and normal components,Euclidean vector,0,0.0
722,722,Magnetic field,Mass,0,0.0
723,723,Force,Tension (physics),0,0.0
724,724,Electron,Field line,0,0.0
725,725,Light,Photoelectric effect,0,0.0
726,726,Speed,Magnetism,0,0.0
727,727,Energy,Elastic collision,0,0.0
728,728,Friction,Temperature,0,0.0
729,729,Torque,Gravity,0,0.2492079170424312
730,730,Capacitor,Insulator (electricity),0,0.0
731,731,Power (physics),Physics,1,0.30617318306668595
732,732,Electric current,Electromagnetic radiation,0,0.0
733,733,Scalar (mathematics),Distance,0,0.052628713713940574
734,734,Fracture,Hardness,0,0.0
735,735,Electromotive force,Force,1,0.0
736,736,Magnetic field,Wave,0,0.0
737,737,Wave,Motion,0,0.11560475085796665
738,738,Velocity,Work (physics),0,0.0
739,739,Friction,Torque,0,0.0
740,740,Speed,Distance,1,0.1640152229522684
741,741,Amplitude,Standing wave,0,0.0
742,742,Electromagnetic spectrum,Wave,1,0.23875144599085985
743,743,Physics,Electromagnetic radiation,0,0.0
744,744,Speed,Physics,1,0.14398241348711888
745,745,Coulomb's law,Coulomb,0,0.3220240948302596
746,746,Dielectric,Electromagnetic spectrum,0,0.0
747,747,Electrostatics,Energy,1,0.0
748,748,Hooke's law,Deformation (engineering),1,0.0
749,749,Wave,Magnet,0,0.0
750,750,Energy,Creep (deformation),0,0.0
751,751,Electromotive force,Magnet,1,0.0049383615372084145
752,752,Electrostatics,Work (physics),1,0.0
753,753,Speed,Magnet,0,0.0
754,754,Electric field,Coulomb's law,1,0.0
755,755,Frequency,Hooke's law,0,0.0
756,756,Physics,Electrical conductor,0,0.0
757,757,Wave,Photoelectric effect,0,0.0
758,758,Electroscope,Coulomb's law,0,0.0
759,759,Energy,Mass,0,0.2339790825176145
760,760,Ray (optics),Diffraction,0,0.0
761,761,Frequency,Metre,0,0.4761619839859002
762,762,Speed,Equations of motion,0,0.0
763,763,Creep (deformation),Deformation (engineering),1,0.8080302629045554
764,764,Wavelength,Speed,0,0.18437711339020774
765,765,Motion,Mechanical energy,0,0.0
766,766,Speed,Projectile motion,0,0.0
767,767,Wavelength,Absorption spectroscopy,0,0.0
768,768,Mass,Wavelength,0,0.0
769,769,Motion,Projectile motion,0,0.0
770,770,Shock wave,Physics,1,0.19344737504750048
771,771,Energy,Dispersion (optics),0,0.0
772,772,Physics,Friction,0,0.0
773,773,Specular reflection,Physics,1,0.9483979744362168
774,774,Electromagnetic spectrum,Force,1,0.06495293797483953
775,775,Speed,Elastic collision,0,0.0
776,776,Projectile motion,Position (vector),1,0.0
777,777,Electromotive force,Electric potential,0,0.0
778,778,Mechanical energy,Displacement (vector),1,0.1793643600281556
779,779,Ohm,Velocity,0,0.0
780,780,Sonic boom,Speed,0,0.5620169841894285
781,781,Gravity,Gravitational constant,0,0.0
782,782,Distance,Gravitational constant,0,0.0
783,783,Wave,Absorption spectroscopy,0,0.0
784,784,Electromagnetic spectrum,Electromagnetic radiation,1,0.3925268232178167
785,785,Force,Gravity of Earth,0,0.0
786,786,Mass,Kilogram,0,2.9444389791664403
787,787,Acceleration,Free fall,0,0.0
788,788,Electromotive force,Energy,1,0.0
789,789,Electron,Emission spectrum,0,0.0
790,790,Electron,Capacitance,0,0.0
791,791,Distance,Length,0,0.027625747702766226
792,792,Force,Lever,0,0.0
793,793,Displacement (vector),Acceleration,0,0.0
794,794,Emission spectrum,Field (physics),1,0.4567969577704658
795,795,Scalar (mathematics),Euclidean vector,0,1.7563794024176709
796,796,Energy,Magnet,0,0.2873813790819361
797,797,Magnetic field,Electromagnetic spectrum,0,0.0
798,798,Electrostatics,Force,1,0.0
799,799,Interference (wave propagation),Geometrical optics,0,0.005008598868965475
800,800,Amplitude,Frequency,0,0.0
801,801,Specular reflection,Ray (optics),1,1.7000901540665465
802,802,Equations of motion,Displacement (vector),1,0.13452327002111672
803,803,Relative velocity,Physics,1,0.0
804,804,Voltage,Ohm,0,0.0
805,805,Free fall,Normal force,0,0.0
806,806,Plane mirror,Reflection (physics),0,0.0
807,807,Physics,Transverse wave,0,0.0
808,808,Work (physics),Resultant force,0,0.0
809,809,Electroscope,Voltage,0,0.0
810,810,Physics,Dielectric,0,0.0
811,811,Free fall,Euclidean vector,1,0.0
812,812,Emission spectrum,Collision,0,0.0
813,813,Electromotive force,Electrical resistance and conductance,0,0.0
814,814,Electron,Joule,0,0.02524020651654846
815,815,Free fall,Motion,1,0.8204566799900344
816,816,Wave,Refracting telescope,0,0.0
817,817,Displacement (vector),Equations of motion,0,0.0
818,818,Acceleration,Physics,1,0.24917873974284374
819,819,Motion,Distance,0,0.0
820,820,Field line,Coulomb's law,0,0.0
821,821,Photoelectric effect,Electroscope,0,0.0
822,822,Plasticity (physics),Elasticity (physics),0,1.5389851858954815
823,823,Refraction,Ray (optics),0,0.42974170881848656
824,824,Force,Motion,0,0.4545124647954706
825,825,Scattering,Physics,1,1.227176906916956
826,826,Refraction,Wave,1,0.018203958585822626
827,827,Reflection (physics),Physics,1,0.7582830244581625
828,828,Creep (deformation),Temperature,0,0.0
829,829,Hooke's law,Elasticity (physics),1,0.0
830,830,Speed,Sound intensity,0,0.0
831,831,Scattering,Collision,0,0.0
832,832,Equations of motion,Gravitational field,0,0.0
833,833,Work (physics),Kinetic energy,0,0.0
834,834,Physics,Le Sage's theory of gravitation,0,0.0
835,835,Refraction,Reflection (physics),0,0.04641838760013392
836,836,Kinetic energy,Velocity,0,0.983572465353896
837,837,Energy,Field (physics),0,0.5620358959934161
838,838,Electron,Motion,0,0.20424018693581444
839,839,Speed,Field (physics),0,0.0
840,840,Field (physics),Magnetic field,0,0.0
841,841,Speed,Refractive index,0,0.0
842,842,Ohm,Kilogram,0,0.0
843,843,Physics,Crest (physics),0,0.0
844,844,Frame of reference,Motion,1,0.9025023479890378
845,845,Dielectric,Temperature,0,0.0
846,846,Hooke's law,Temperature,0,0.0
847,847,Euclidean vector,Projectile motion,0,0.0
848,848,Acceleration,Relative velocity,0,0.0
849,849,Euclidean vector,Motion graphs and derivatives,0,0.0
850,850,Physics,Relative velocity,0,0.0
851,851,Electromagnetic radiation,Temperature,0,0.01789184244110284
852,852,Position (vector),Physical quantity,0,0.0
853,853,Fracture,Magnet,0,0.7681617487666111
854,854,Motion,Speed,0,0.0
855,855,Elasticity (physics),Force,1,1.9793580831228528
856,856,Absorption spectroscopy,Frequency,1,0.06955998741377356
857,857,Gravity,Acceleration,0,0.0
858,858,Mass,Gravitational acceleration,0,0.0
859,859,Equations of motion,Velocity,1,0.3073663954230925
860,860,Electric current,Magnetic field,0,0.0
861,861,Force,Magnetism,0,0.0
862,862,Electric potential energy,Displacement (vector),1,0.09539659706154624
863,863,Force,Gravity,0,0.2518068046073334
864,864,Electromagnetic spectrum,Electric current,1,0.00424830884200149
865,865,Relative velocity,Distance,1,0.0
866,866,Wave,Emission spectrum,0,0.0
867,867,Electrical conductor,Physics,1,0.5813503187512578
868,868,Joule,Potential energy,0,0.0
869,869,Wave,Velocity,0,0.0
870,870,Emission spectrum,Electron,1,0.6637612537814735
871,871,Force,Normal force,0,0.0
872,872,Electric current,Series and parallel circuits,0,0.0
873,873,Ray (optics),Wavelength,0,0.0
874,874,Lever,Power (physics),0,0.0
875,875,Transverse wave,Wave,1,0.0
876,876,Frame of reference,Inertial frame of reference,0,0.0
877,877,Refraction,Refracting telescope,0,0.0
878,878,Euclidean vector,Work (physics),0,0.0
879,879,Intensity (physics),Refractive index,0,0.0
880,880,Electrical polarity,Force,0,0.0
881,881,Electron,Scattering,0,0.0
882,882,Displacement (vector),Motion,1,0.15352614937211806
883,883,Force,Electric current,0,0.0
884,884,Refracting telescope,Virtual image,0,0.3056235027923445
885,885,Distance,Displacement (vector),0,0.0
886,886,Electromagnetic radiation,Physics,1,0.7572210034155039
887,887,Joule,Kilogram,0,0.0
888,888,Ray (optics),Total internal reflection,0,0.0
889,889,Wave,Snell's law,0,0.0
890,890,Inelastic collision,Kinetic energy,1,0.0
891,891,Wave,Transmission medium,0,0.0
892,892,Geometrical optics,Real image,0,0.0
893,893,Acceleration,Projectile motion,0,0.0
894,894,Speed,Dispersion (optics),0,0.0
895,895,Light,Dispersion (optics),0,0.0
896,896,Velocity,Planet,0,0.0
897,897,Work (physics),Power (physics),0,0.0
898,898,Mass,Projectile motion,0,0.0
899,899,Electrical conductor,Insulator (electricity),0,0.0
900,900,Electric potential energy,Electrostatics,0,0.15192613776961336
901,901,Friction,Potential energy,0,0.0
902,902,Hardness,Force,1,0.0
903,903,Electric field,Absorption spectroscopy,0,0.0
904,904,Physics,Refraction,0,0.0
905,905,Relative velocity,Elastic collision,0,0.0
906,906,Geometrical optics,Virtual image,0,0.0
907,907,Physics,Creep (deformation),0,0.0
908,908,Geometrical optics,Refractive index,0,0.0
909,909,Magnetic field,Planet,0,0.0
910,910,Electromagnetic radiation,Le Sage's theory of gravitation,0,0.0
911,911,Newton's law of universal gravitation,Energy,0,0.0
912,912,Relative velocity,Speed,1,0.0
913,913,Snell's law,Electromagnetic radiation,0,0.0
914,914,Reflection (physics),Wave,1,0.26870625825594696
915,915,Acceleration,Tension (physics),0,0.0
916,916,Force,Strength of materials,0,0.0
917,917,Joule,Electrostatics,0,0.0
918,918,Capacitance,Planet,0,0.0
919,919,Magnetic field,Metre,0,0.0
920,920,Snell's law,Reflection (physics),0,0.057403854899156524
921,921,Voltage,Hertz,0,0.0
922,922,Potential energy,Velocity,0,0.0
923,923,Hooke's law,Physics,1,0.0
924,924,Light,Transverse wave,0,0.0
925,925,Electrical resistance and conductance,Length,0,0.02719939746101947
926,926,Interference (wave propagation),Laser,0,0.0
927,927,Energy,Electron,0,0.0
928,928,Wave,Hertz,0,0.0
929,929,Euclidean vector,Field (physics),0,0.7039295575983708
930,930,Projectile motion,Free fall,0,0.0
931,931,Photoelectric effect,Amplitude,0,0.010376746421126534
932,932,Electrostatics,Position (vector),1,0.4638417814846705
933,933,Shock wave,Rarefaction,0,0.0
934,934,Emission spectrum,Energy,1,0.8127540625551378
935,935,Magnet,Temperature,0,0.0
936,936,Elasticity (physics),Temperature,0,0.0
937,937,Wave,Crest (physics),0,0.0
938,938,Capacitance,Potential energy,0,0.08346550345412003
939,939,Rarefaction,Mass,0,0.0
940,940,Collision,Velocity,0,0.04579714418442105
941,941,Light,Optical microscope,0,0.0
942,942,Force,Power (physics),0,0.0
943,943,Potential energy,Gravitational field,0,0.0
944,944,Speed,Position (vector),0,0.6429490531443559
945,945,Physics,Plasticity (physics),0,0.0
946,946,Gravity of Earth,Velocity,1,0.0
947,947,Hooke's law,Kilogram,0,0.0
948,948,Ray (optics),Specular reflection,0,0.0
949,949,Inertial frame of reference,Force,0,0.0
950,950,Torque,Velocity,0,0.1488407185993684
951,951,Friction,Work (physics),0,0.0
952,952,Motion graphs and derivatives,Distance,1,0.08514156351944165
953,953,Diffraction,Refractive index,0,0.0
954,954,Motion,Doppler effect,0,0.0
955,955,Free fall,Velocity,1,0.0
956,956,Refractive index,Electromagnetic radiation,0,0.0
957,957,Ohm,Metre,0,0.0
958,958,Electric potential energy,Voltage,0,0.11809180795619888
959,959,Magnetic field,Electric field,0,0.0
960,960,Distance,Le Sage's theory of gravitation,0,0.0
961,961,Dielectric,Specular reflection,0,0.0
962,962,Magnetic field,Mechanical energy,0,0.0
963,963,Mechanical energy,Physics,1,0.18953516086097968
964,964,Physics,Sound intensity,0,0.0
965,965,Mass,Field (physics),0,0.0
966,966,Frequency,Wavelength,0,0.8450617697051188
967,967,Position (vector),Mass,0,0.0
968,968,Projectile motion,Physics,1,0.0
969,969,Torque,Power (physics),0,0.0
970,970,Electromagnetic radiation,Coulomb's law,1,0.0
971,971,Interference (wave propagation),Kilogram,0,0.012417573651006106
972,972,Wave,Rarefaction,0,0.0
973,973,Amplitude,Electric field,0,0.0
974,974,Angle of incidence,Specular reflection,0,0.0
975,975,Electromagnetic radiation,Electric current,1,0.01082297715905154
976,976,Position (vector),Displacement (vector),0,0.0
977,977,Energy,Photoelectric effect,0,0.0
978,978,Gravitational acceleration,Speed,1,0.0
979,979,Position (vector),Distance,0,0.0
980,980,Hooke's law,Creep (deformation),0,0.0
981,981,Absorption spectroscopy,Length,0,0.5098761096994935
982,982,Kinetic energy,Inelastic collision,0,0.0
983,983,Velocity,Gravitational acceleration,0,0.0
984,984,Inertial frame of reference,Elastic collision,0,0.0
985,985,Physics,Frame of reference,0,0.0
986,986,Magnet,Field line,0,0.0
987,987,Hooke's law,Amplitude,0,0.0
988,988,Coulomb's law,Electric potential,0,0.0
989,989,Physics,Elasticity (physics),0,0.0
990,990,Ohm's law,Series and parallel circuits,0,0.0
991,991,Mass,Mechanical energy,0,0.0
992,992,Field line,Mass,0,0.014977575429187354
993,993,Telescope,Electromagnetic spectrum,0,0.0
994,994,Newton's laws of motion,Motion,1,0.4901502811363275
995,995,Refractive index,Optical microscope,0,0.0
996,996,Inertial frame of reference,Distance,1,0.0
997,997,Mass,Free fall,0,0.0
998,998,Electric current,Electromagnetic spectrum,0,0.0
999,999,Displacement (vector),Motion graphs and derivatives,0,0.0
1000,1000,Collision,Inelastic collision,0,0.0
1001,1001,Motion,Relative velocity,0,0.0
1002,1002,Electromagnetic radiation,Voltage,0,0.0014218610236777375
1003,1003,Photoelectric effect,Physics,1,2.7879553030928905
1004,1004,Wave,Wavelength,0,0.0
1005,1005,Magnet,Magnetism,0,0.0
1006,1006,Temperature,Force,0,0.0
1007,1007,Acceleration,Potential energy,0,0.0
1008,1008,Electrical resistance and conductance,Temperature,0,1.4922559252384104
1009,1009,Light,Electromagnetic spectrum,0,0.0
1010,1010,Shock wave,Temperature,0,0.07750891177224045
1011,1011,Physics,Potential energy,0,0.0
1012,1012,Refractive index,Transverse wave,0,0.0
1013,1013,Refractive index,Real image,0,0.0
1014,1014,Frequency,Absorption spectroscopy,0,0.0
1015,1015,Field (physics),Gravitational field,0,0.0
1016,1016,Wave,Gravitational field,0,0.0
1017,1017,Dielectric,Insulator (electricity),1,0.0
1018,1018,Speed,Energy,0,0.0
1019,1019,Potential energy,Physics,1,0.2132270559686021
1020,1020,Electric field,Electromagnetic radiation,0,0.0
1021,1021,Contact force,Friction,0,0.0
1022,1022,Electric potential,Displacement (vector),1,0.09944372542173302
1023,1023,Electromagnetic spectrum,Field (physics),1,0.3873786613798888
1024,1024,Sonic boom,Shock wave,0,0.0
1025,1025,Physics,Photoelectric effect,0,0.0
1026,1026,Specular reflection,Distance,0,0.02235892485614277
1027,1027,Le Sage's theory of gravitation,Motion,1,0.5308837341111987
1028,1028,Capacitance,Electric charge,1,0.5284466181478535
1029,1029,Energy,Distance,0,0.022804520017207053
1030,1030,Energy,Gravitational field,0,0.10393103313503957
1031,1031,Energy,Refraction,0,0.0
1032,1032,Refractive index,Dispersion (optics),0,0.0
1033,1033,Electric field,Energy,1,0.0
1034,1034,Non-inertial reference frame,Force,0,0.0
1035,1035,Electromagnetic spectrum,Energy,1,0.11188621289100127
1036,1036,Electric potential,Electric field,1,0.3917722486809966
1037,1037,Euclidean vector,Scalar (mathematics),0,0.0
1038,1038,Voltage,Energy,0,0.0
1039,1039,Coulomb's law,Electromagnetic radiation,0,0.0
1040,1040,Electric field,Distance,0,0.04616364824477023
1041,1041,Speed,Temperature,0,0.0
1042,1042,Distance,Potential energy,0,0.0
1043,1043,Speed,Relative velocity,0,0.0
1044,1044,Emission spectrum,Force,1,0.4473529347381952
1045,1045,Electromagnetic radiation,Energy level,0,0.0
1046,1046,Electric potential,Euclidean vector,1,0.10939965243678364
1047,1047,Tension (physics),Potential energy,0,0.0
1048,1048,Le Sage's theory of gravitation,Planet,0,0.0
1049,1049,Voltage,Ohm's law,0,0.0
1050,1050,Lever,Work (physics),0,0.0
1051,1051,Work (physics),Mechanical energy,0,0.0
1052,1052,Work (physics),Length,0,0.2584057283001069
1053,1053,Amplitude,Geometrical optics,0,0.0
1054,1054,Hooke's law,Tension (physics),0,0.0
1055,1055,Field line,Gravitational field,0,0.0
1056,1056,Magnetism,Voltage,0,0.0
1057,1057,Photoelectric effect,Electromagnetic spectrum,0,0.0
1058,1058,Light,Total internal reflection,0,0.0
1059,1059,Electromagnetic radiation,Frequency,0,0.07567367390273934
1060,1060,Electrostatics,Coulomb,0,0.0
1061,1061,Electrical conductor,Capacitance,0,0.0
1062,1062,Wavelength,Standing wave,0,0.0
1063,1063,Force,Coulomb,0,0.07744262858931662
1064,1064,Gravitational field,Force,1,0.0
1065,1065,Wave,Specular reflection,0,0.0
1066,1066,Gravitational acceleration,Acceleration,1,0.0
1067,1067,Speed,Doppler effect,0,0.0
1068,1068,Direction (geometry),Distance,0,0.06140016599959735
1069,1069,Physics,Electrostatics,0,0.0
1070,1070,Physics,Magnetism,0,0.0
1071,1071,Wavelength,Emission spectrum,0,0.0
1072,1072,Magnetic field,Equations of motion,0,0.0
1073,1073,Frequency,Emission spectrum,0,0.0
1074,1074,Elasticity (physics),Potential energy,0,0.02920249707454096
1075,1075,Electric potential,Potential energy,1,0.3110679613080975
1076,1076,Le Sage's theory of gravitation,Temperature,0,0.0
1077,1077,Laser,Physics,0,1.7978901032484933
1078,1078,Physics,Normal force,0,0.0
1079,1079,Electron,Velocity,0,0.09067412598602073
1080,1080,Direction (geometry),Euclidean vector,0,2.0491093028206167
1081,1081,Electric current,Insulator (electricity),0,0.0
1082,1082,Physics,Equations of motion,0,0.0
1083,1083,Acceleration,Normal force,0,0.0
1084,1084,Strength of materials,Physics,1,0.29798322606985306
1085,1085,Motion,Electric potential,0,0.0
1086,1086,Work (physics),Kilogram,0,0.23964843271336425
1087,1087,Collision,Elastic collision,0,0.0
1088,1088,Potential energy,Kinetic energy,0,0.0
1089,1089,Physics,Newton's laws of motion,0,0.0
1090,1090,Mechanical energy,Velocity,1,0.4098218605641233
1091,1091,Capacitance,Force,0,0.0
1092,1092,Speed,Mechanical energy,0,0.0
1093,1093,Electromotive force,Field (physics),1,0.11823661553793588
1094,1094,Scattering,Energy,0,0.3925911032652857
1095,1095,Field line,Velocity,0,0.06653747265811756
1096,1096,Physics,Strength of materials,0,0.0
1097,1097,Interference (wave propagation),Length,0,0.12023776745392728
1098,1098,Fatigue (material),Strength of materials,0,0.0
1099,1099,Lever,Distance,0,0.2709816727037478
1100,1100,Electromagnetic radiation,Field (physics),1,0.4333639691934934
1101,1101,Voltage,Electron,0,0.0
1102,1102,Distance,Work (physics),0,0.0
1103,1103,Refraction,Refractive index,0,0.0
1104,1104,Wavelength,Amplitude,0,0.0
1105,1105,Elasticity (physics),Fatigue (material),0,0.0
1106,1106,Coulomb's law,Force,0,0.3507723185281006
1107,1107,Potential energy,Elastic collision,0,0.0
1108,1108,Elastic collision,Speed,1,0.0
1109,1109,Newton's law of universal gravitation,Coulomb's law,0,0.0
1110,1110,Joule,Voltage,0,0.0
1111,1111,Relative velocity,Motion,1,0.0
1112,1112,Electromagnetic spectrum,Length,0,0.06479120823999347
1113,1113,Electric potential,Mass,0,0.17507618752554066
1114,1114,Free fall,Force,1,0.0
1115,1115,Pigment,Subtractive color,0,0.0
1116,1116,Gravitational field,Gravity,1,0.0
1117,1117,Strength of materials,Fracture,1,0.3738350697312539
1118,1118,Collision,Distance,0,0.2361529591794213
1119,1119,Wave,Speed,0,0.40562964945845703
1120,1120,Electric potential energy,Coulomb's law,1,0.0
1121,1121,Electric potential,Electron,0,0.0
1122,1122,Mass,Planet,0,0.0
1123,1123,Electric potential energy,Euclidean vector,1,0.10494734100040293
1124,1124,Refractive index,Length,0,0.042997068327945864
1125,1125,Electric potential,Electric potential energy,1,0.26246868729008066
1126,1126,Gravity of Earth,Mass,1,0.0
1127,1127,Dielectric,Dispersion (optics),0,0.0
1128,1128,Acceleration,Distance,1,0.13282083909032896
1129,1129,Crest (physics),Wave,1,1.1771893218831961
1130,1130,Wave,Sonic boom,0,0.0
1131,1131,Diffraction,Electron,0,0.0
1132,1132,Displacement (vector),Euclidean vector,1,0.0
1133,1133,Field line,Capacitance,0,0.0
1134,1134,Displacement (vector),Electric potential energy,0,0.0
1135,1135,Stiffness,Physics,1,0.0
1136,1136,Geometrical optics,Diffraction,0,0.0
1137,1137,Mass,Coulomb,0,0.0
1138,1138,Collision,Physics,1,0.7612915704318668
1139,1139,Magnetism,Energy,0,0.0
1140,1140,Refractive index,Energy,0,0.0
1141,1141,Shock wave,Speed,1,0.5620169841894285
1142,1142,Position (vector),Motion graphs and derivatives,0,0.0
1143,1143,Gravity,Normal force,0,0.0
1144,1144,Equations of motion,Speed,1,0.0
1145,1145,Newton's laws of motion,Kilogram,0,0.3917012314004644
1146,1146,Dispersion (optics),Wave,1,0.2972977028900555
1147,1147,Physics,Inelastic collision,0,0.0
1148,1148,Newton's laws of motion,Force,1,1.078408886666934
1149,1149,Physics,Gravitational constant,0,0.0
1150,1150,Plasticity (physics),Fatigue (material),0,0.0
1151,1151,Friction,Mechanical energy,0,0.0
1152,1152,Motion,Gravity,0,0.0
1153,1153,Normal force,Contact force,1,0.0
1154,1154,Electrostatics,Displacement (vector),1,0.02860304714416625
