,topic_a,topic_b
1233,Computational linguistics,Artificial intelligence
1234,Computational linguistics,Data structure
1235,Computational linguistics,Analysis of algorithms
1236,Computational linguistics,Object-oriented design
1260,Software engineering,Operating system
1261,Software engineering,Data integration
1262,Software engineering,Theory of computation
1263,Software architecture,Software engineering
1264,Data-intensive computing,Software engineering
1265,Software engineering,Network security
1266,Software engineering,Computer security
1267,Computer-aided software engineering,Software engineering
1268,Software engineering,Computer graphics
1269,Software engineering,Computer architecture
1270,Software engineering,Computer vision
1271,Software project management,Software engineering
1272,Modeling language,Software engineering
1273,Software engineering,Algorithm
1274,Software engineering,Microarchitecture
1275,Software engineering,Programming language
1276,Object-oriented analysis and design,Software engineering
1277,Software engineering,Machine learning
1278,Software analytics,Software engineering
1279,Software engineering,Internet protocol suite
1280,Software engineering,Knowledge management
1281,Software engineering,Data warehouse
1282,Software engineering,Parallel computing
1283,Software engineering,Information management
1284,Software engineering,Discrete mathematics
1285,Combinatorial optimization,Software engineering
1286,Software engineering,Artificial intelligence
1287,Data structure,Software engineering
1288,Software engineering,Analysis of algorithms
1289,Object-oriented design,Software engineering
1290,Test automation,Software engineering
1318,Data integration,Operating system
1319,Operating system,Theory of computation
1320,Software architecture,Operating system
1321,Data-intensive computing,Operating system
1322,Network security,Operating system
1323,Computer-aided software engineering,Operating system
1324,Operating system,Computer graphics
1325,Operating system,Computer vision
1326,Software project management,Operating system
1327,Modeling language,Operating system
1328,Operating system,Algorithm
1329,Microarchitecture,Operating system
1330,Operating system,Programming language
1331,Object-oriented analysis and design,Operating system
1332,Software analytics,Operating system
1333,Internet protocol suite,Operating system
1334,Knowledge management,Operating system
1335,Data warehouse,Operating system
1336,Operating system,Information management
1337,Operating system,Discrete mathematics
1338,Parallel processing (DSP implementation),Operating system
1339,Combinatorial optimization,Operating system
1340,Data structure,Operating system
1341,Mobile app development,Operating system
1342,Analysis of algorithms,Operating system
1343,Operating system,Object-oriented design
1344,Test automation,Operating system
1365,Data integration,Theory of computation
1366,Data-intensive computing,Data integration
1367,Data integration,Network security
1368,Data integration,Computer security
1369,Data integration,Computer graphics
1370,Data integration,Computer architecture
1371,Data integration,Computer vision
1372,Data integration,Modeling language
1373,Data integration,Algorithm
1374,Data integration,Programming language
1375,Data integration,Machine learning
1376,Software analytics,Data integration
1377,Data integration,Knowledge management
1378,Data integration,Data warehouse
1379,Data integration,Parallel computing
1380,Information management,Data integration
1381,Data integration,Discrete mathematics
1382,Data integration,Artificial intelligence
1383,Data integration,Data structure
1384,Data integration,Analysis of algorithms
1411,Software architecture,Theory of computation
1412,Data-intensive computing,Theory of computation
1413,Network security,Theory of computation
1414,Computer security,Theory of computation
1415,Computer-aided software engineering,Theory of computation
1416,Computer graphics,Theory of computation
1417,Computer architecture,Theory of computation
1418,Computer vision,Theory of computation
1419,Software project management,Theory of computation
1420,Modeling language,Theory of computation
1421,Theory of computation,Algorithm
1422,Microarchitecture,Theory of computation
1423,Theory of computation,Programming language
1424,Object-oriented analysis and design,Theory of computation
1425,Machine learning,Theory of computation
1426,Software analytics,Theory of computation
1427,Internet protocol suite,Theory of computation
1428,Knowledge management,Theory of computation
1429,Data warehouse,Theory of computation
1430,Parallel computing,Theory of computation
1431,Discrete mathematics,Theory of computation
1432,Combinatorial optimization,Theory of computation
1433,Artificial intelligence,Theory of computation
1434,Theory of computation,Data structure
1435,Theory of computation,Analysis of algorithms
1436,Test automation,Theory of computation
1461,Data-intensive computing,Software architecture
1462,Software architecture,Network security
1463,Software architecture,Computer security
1464,Computer-aided software engineering,Software architecture
1465,Software architecture,Computer graphics
1466,Software architecture,Computer architecture
1467,Software architecture,Computer vision
1468,Software project management,Software architecture
1469,Modeling language,Software architecture
1470,Software architecture,Algorithm
1471,Microarchitecture,Software architecture
1472,Software architecture,Programming language
1473,Object-oriented analysis and design,Software architecture
1474,Software architecture,Machine learning
1475,Software analytics,Software architecture
1476,Software architecture,Knowledge management
1477,Software architecture,Data warehouse
1478,Software architecture,Parallel computing
1479,Software architecture,Information management
1480,Software architecture,Discrete mathematics
1481,Combinatorial optimization,Software architecture
1482,Software architecture,Artificial intelligence
1483,Software architecture,Data structure
1484,Software architecture,Analysis of algorithms
1485,Object-oriented design,Software architecture
1486,Test automation,Software architecture
1505,Data-intensive computing,Computer security
1506,Data-intensive computing,Computer graphics
1507,Data-intensive computing,Computer architecture
1508,Data-intensive computing,Software project management
1509,Data-intensive computing,Modeling language
1510,Data-intensive computing,Algorithm
1511,Data-intensive computing,Programming language
1512,Data-intensive computing,Machine learning
1513,Data-intensive computing,Knowledge management
1514,Data-intensive computing,Data warehouse
1515,Data-intensive computing,Parallel computing
1516,Data-intensive computing,Artificial intelligence
1517,Data-intensive computing,Data structure
1518,Data-intensive computing,Analysis of algorithms
1549,Network security,Computer security
1550,Computer-aided software engineering,Network security
1551,Network security,Computer graphics
1552,Network security,Computer architecture
1553,Network security,Computer vision
1554,Software project management,Network security
1555,Network security,Modeling language
1556,Network security,Algorithm
1557,Microarchitecture,Network security
1558,Network security,Programming language
1559,Object-oriented analysis and design,Network security
1560,Network security,Machine learning
1561,Software analytics,Network security
1562,Internet protocol suite,Network security
1563,Knowledge management,Network security
1564,Data warehouse,Network security
1565,Network security,Parallel computing
1566,Network security,Discrete mathematics
1567,Combinatorial optimization,Network security
1568,Network security,Artificial intelligence
1569,Data structure,Network security
1570,Network security,Analysis of algorithms
1571,Test automation,Network security
1603,Computer-aided software engineering,Computer security
1604,Computer security,Computer graphics
1605,Computer architecture,Computer security
1606,Computer security,Computer vision
1607,Software project management,Computer security
1608,Computer security,Modeling language
1609,Computer security,Algorithm
1610,Microarchitecture,Computer security
1611,Computer security,Programming language
1612,Object-oriented analysis and design,Computer security
1613,Software analytics,Computer security
1614,Internet protocol suite,Computer security
1615,Knowledge management,Computer security
1616,Data warehouse,Computer security
1617,Computer security,Parallel computing
1618,Computer security,Information management
1619,Discrete mathematics,Computer security
1620,Combinatorial optimization,Computer security
1621,Computer security,Data structure
1622,Analysis of algorithms,Computer security
1623,Computer security,Object-oriented design
1624,Test automation,Computer security
1648,Computer-aided software engineering,Computer graphics
1649,Computer-aided software engineering,Computer architecture
1650,Computer-aided software engineering,Computer vision
1651,Software project management,Computer-aided software engineering
1652,Computer-aided software engineering,Modeling language
1653,Computer-aided software engineering,Algorithm
1654,Computer-aided software engineering,Programming language
1655,Object-oriented analysis and design,Computer-aided software engineering
1656,Computer-aided software engineering,Machine learning
1657,Software analytics,Computer-aided software engineering
1658,Computer-aided software engineering,Knowledge management
1659,Computer-aided software engineering,Data warehouse
1660,Computer-aided software engineering,Parallel computing
1661,Computer-aided software engineering,Information management
1662,Computer-aided software engineering,Discrete mathematics
1663,Computer-aided software engineering,Artificial intelligence
1664,Computer-aided software engineering,Data structure
1665,Computer-aided software engineering,Analysis of algorithms
1666,Computer-aided software engineering,Object-oriented design
1667,Test automation,Computer-aided software engineering
1702,Computer architecture,Computer graphics
1703,Computer vision,Computer graphics
1704,Software project management,Computer graphics
1705,Modeling language,Computer graphics
1706,Computer graphics,Algorithm
1707,Microarchitecture,Computer graphics
1708,Computer graphics,Programming language
1709,Object-oriented analysis and design,Computer graphics
1710,Machine learning,Computer graphics
1711,Software analytics,Computer graphics
1712,Internet protocol suite,Computer graphics
1713,Knowledge management,Computer graphics
1714,Data warehouse,Computer graphics
1715,Parallel computing,Computer graphics
1716,Discrete mathematics,Computer graphics
1717,Parallel processing (DSP implementation),Computer graphics
1718,Combinatorial optimization,Computer graphics
1719,Computer graphics,Artificial intelligence
1720,Computer graphics,Data structure
1721,Mobile app development,Computer graphics
1722,Analysis of algorithms,Computer graphics
1723,Test automation,Computer graphics
1759,Computer architecture,Computer vision
1760,Software project management,Computer architecture
1761,Modeling language,Computer architecture
1762,Computer architecture,Algorithm
1763,Microarchitecture,Computer architecture
1764,Computer architecture,Programming language
1765,Object-oriented analysis and design,Computer architecture
1766,Computer architecture,Machine learning
1767,Software analytics,Computer architecture
1768,Internet protocol suite,Computer architecture
1769,Knowledge management,Computer architecture
1770,Data warehouse,Computer architecture
1771,Computer architecture,Parallel computing
1772,Computer architecture,Information management
1773,Computer architecture,Discrete mathematics
1774,Parallel processing (DSP implementation),Computer architecture
1775,Combinatorial optimization,Computer architecture
1776,Computer architecture,Artificial intelligence
1777,Data structure,Computer architecture
1778,Mobile app development,Computer architecture
1779,Computer architecture,Object-oriented design
1780,Test automation,Computer architecture
1816,Software project management,Computer vision
1817,Modeling language,Computer vision
1818,Computer vision,Algorithm
1819,Microarchitecture,Computer vision
1820,Computer vision,Programming language
1821,Object-oriented analysis and design,Computer vision
1822,Computer vision,Machine learning
1823,Software analytics,Computer vision
1824,Internet protocol suite,Computer vision
1825,Knowledge management,Computer vision
1826,Data warehouse,Computer vision
1827,Computer vision,Parallel computing
1828,Discrete mathematics,Computer vision
1829,Combinatorial optimization,Computer vision
1830,Computer vision,Artificial intelligence
1831,Computer vision,Data structure
1832,Computer vision,Analysis of algorithms
1833,Test automation,Computer vision
1863,Software project management,Modeling language
1864,Software project management,Algorithm
1865,Software project management,Programming language
1866,Object-oriented analysis and design,Software project management
1867,Software project management,Machine learning
1868,Software analytics,Software project management
1869,Software project management,Parallel computing
1870,Software project management,Discrete mathematics
1871,Combinatorial optimization,Software project management
1872,Software project management,Artificial intelligence
1873,Software project management,Data structure
1874,Software project management,Analysis of algorithms
1875,Test automation,Software project management
1914,Modeling language,Algorithm
1915,Microarchitecture,Modeling language
1916,Modeling language,Programming language
1917,Object-oriented analysis and design,Modeling language
1918,Machine learning,Modeling language
1919,Software analytics,Modeling language
1920,Internet protocol suite,Modeling language
1921,Data warehouse,Modeling language
1922,Modeling language,Parallel computing
1923,Discrete mathematics,Modeling language
1924,Combinatorial optimization,Modeling language
1925,Modeling language,Artificial intelligence
1926,Modeling language,Data structure
1927,Analysis of algorithms,Modeling language
1928,Object-oriented design,Modeling language
1929,Test automation,Modeling language
1970,Microarchitecture,Algorithm
1971,Algorithm,Programming language
1972,Object-oriented analysis and design,Algorithm
1973,Machine learning,Algorithm
1974,Software analytics,Algorithm
1975,Internet protocol suite,Algorithm
1976,Knowledge management,Algorithm
1977,Data warehouse,Algorithm
1978,Parallel computing,Algorithm
1979,Discrete mathematics,Algorithm
1980,Parallel processing (DSP implementation),Algorithm
1981,Combinatorial optimization,Algorithm
1982,Artificial intelligence,Algorithm
1983,Data structure,Algorithm
1984,Mobile app development,Algorithm
1985,Analysis of algorithms,Algorithm
1986,Object-oriented design,Algorithm
1987,Test automation,Algorithm
2017,Microarchitecture,Programming language
2018,Microarchitecture,Machine learning
2019,Microarchitecture,Parallel computing
2020,Microarchitecture,Discrete mathematics
2021,Microarchitecture,Artificial intelligence
2022,Microarchitecture,Data structure
2023,Microarchitecture,Analysis of algorithms
2066,Object-oriented analysis and design,Programming language
2067,Machine learning,Programming language
2068,Software analytics,Programming language
2069,Internet protocol suite,Programming language
2070,Knowledge management,Programming language
2071,Data warehouse,Programming language
2072,Parallel computing,Programming language
2073,Programming language,Information management
2074,Discrete mathematics,Programming language
2075,Combinatorial optimization,Programming language
2076,Artificial intelligence,Programming language
2077,Data structure,Programming language
2078,Analysis of algorithms,Programming language
2079,Programming language,Object-oriented design
2080,Test automation,Programming language
2113,Object-oriented analysis and design,Machine learning
2114,Object-oriented analysis and design,Knowledge management
2115,Object-oriented analysis and design,Parallel computing
2116,Object-oriented analysis and design,Discrete mathematics
2117,Object-oriented analysis and design,Artificial intelligence
2118,Object-oriented analysis and design,Data structure
2119,Object-oriented analysis and design,Analysis of algorithms
2120,Object-oriented design,Object-oriented analysis and design
2121,Object-oriented analysis and design,Test automation
2164,Software analytics,Machine learning
2165,Internet protocol suite,Machine learning
2166,Knowledge management,Machine learning
2167,Data warehouse,Machine learning
2168,Machine learning,Information management
2169,Discrete mathematics,Machine learning
2170,Combinatorial optimization,Machine learning
2171,Data structure,Machine learning
2172,Analysis of algorithms,Machine learning
2173,Machine learning,Object-oriented design
2174,Test automation,Machine learning
2209,Software analytics,Data warehouse
2210,Software analytics,Parallel computing
2211,Software analytics,Discrete mathematics
2212,Software analytics,Artificial intelligence
2213,Software analytics,Data structure
2214,Software analytics,Analysis of algorithms
2215,Software analytics,Object-oriented design
2245,Internet protocol suite,Parallel computing
2246,Internet protocol suite,Discrete mathematics
2247,Internet protocol suite,Combinatorial optimization
2248,Internet protocol suite,Artificial intelligence
2249,Internet protocol suite,Analysis of algorithms
2283,Knowledge management,Data warehouse
2284,Knowledge management,Parallel computing
2285,Information management,Knowledge management
2286,Knowledge management,Discrete mathematics
2287,Knowledge management,Combinatorial optimization
2288,Knowledge management,Artificial intelligence
2289,Knowledge management,Data structure
2290,Knowledge management,Analysis of algorithms
2328,Data warehouse,Parallel computing
2329,Information management,Data warehouse
2330,Data warehouse,Discrete mathematics
2331,Data warehouse,Artificial intelligence
2332,Data warehouse,Data structure
2333,Data warehouse,Analysis of algorithms
2379,Discrete mathematics,Parallel computing
2380,Combinatorial optimization,Parallel computing
2381,Artificial intelligence,Parallel computing
2382,Data structure,Parallel computing
2383,Analysis of algorithms,Parallel computing
2384,Object-oriented design,Parallel computing
2385,Test automation,Parallel computing
2408,Artificial intelligence,Information management
2409,Information management,Data structure
2410,Analysis of algorithms,Information management
2456,Combinatorial optimization,Discrete mathematics
2457,Discrete mathematics,Artificial intelligence
2458,Discrete mathematics,Data structure
2459,Discrete mathematics,Analysis of algorithms
2460,Discrete mathematics,Object-oriented design
2461,Test automation,Discrete mathematics
2513,Combinatorial optimization,Artificial intelligence
2514,Combinatorial optimization,Data structure
2515,Combinatorial optimization,Analysis of algorithms
2564,Data structure,Artificial intelligence
2565,Analysis of algorithms,Artificial intelligence
2566,Object-oriented design,Artificial intelligence
2567,Test automation,Artificial intelligence
2616,Data structure,Analysis of algorithms
2617,Object-oriented design,Data structure
2618,Test automation,Data structure
2681,Analysis of algorithms,Object-oriented design
2682,Test automation,Analysis of algorithms
2715,Test automation,Object-oriented design
