,topic_a,topic_b
929,Software architecture,Computational geometry
930,Software architecture,Algorithm
931,Software architecture,Object-oriented programming
932,Software architecture,Machine learning
933,Software project management,Software architecture
934,Software architecture,Compiler
935,Distributed object,Software architecture
936,Software architecture,Information security
937,Software architecture,Distributed computing
938,Software architecture,Cryptography
939,Software architecture,Artificial intelligence
940,Software architecture,Natural language processing
941,Software architecture,Computer vision
942,Object-oriented design,Software architecture
943,Combinatorial optimization,Software architecture
944,Software architecture,Social network analysis
945,Computational linguistics,Software architecture
946,Software architecture,Network service
947,Software architecture,Operating system
948,Software architecture,Information management
949,Computer-aided software engineering,Software architecture
950,Software architecture,Data warehouse
951,Software architecture,Computer architecture
952,Software architecture,Software development
953,Software architecture,Programming language
954,Software architecture,Theory of computation
955,Software architecture,Computer network
956,Software metric,Software architecture
957,Software architecture,Analysis of algorithms
958,Software architecture,Data mining
959,Software analytics,Software architecture
960,Software architecture,Discrete mathematics
961,Test automation,Software architecture
962,Software architecture,Computer security
963,Software architecture,Software engineering
964,Software architecture,Information retrieval
965,Software architecture,Database
966,Software architecture,Robotics
967,Microarchitecture,Software architecture
968,Data-intensive computing,Compiler
969,Parallel computing,Compiler
970,Modeling language,Compiler
971,Mobile app development,Compiler
972,Compiler,Cloud computing
973,Software testing,Compiler
974,Wireless network,Compiler
975,Data structure,Compiler
976,Assembly language,Compiler
977,Network security,Compiler
978,Parallel processing (DSP implementation),Compiler
979,Knowledge management,Compiler
980,Object-oriented analysis and design,Compiler
981,Compiler,Computer graphics
982,Computational geometry,Compiler
983,Compiler,Algorithm
984,Object-oriented programming,Compiler
985,Machine learning,Compiler
986,Software project management,Compiler
987,Compiler,Graphical model
988,Data integration,Compiler
989,Software architecture,Compiler
990,Distributed object,Compiler
991,Information security,Compiler
992,Translator (computing),Compiler
993,Compiler,Distributed computing
994,Cryptography,Compiler
995,Broadband networks,Compiler
996,Artificial intelligence,Compiler
997,Natural language processing,Compiler
998,Computer vision,Compiler
999,Object-oriented design,Compiler
1000,Combinatorial optimization,Compiler
1001,Social network analysis,Compiler
1002,Computational linguistics,Compiler
1003,Network service,Compiler
1004,Compiler,Operating system
1005,Game theory,Compiler
1006,Computer-aided software engineering,Compiler
1007,Data warehouse,Compiler
1008,Systems programming,Compiler
1009,Compiler,Computer architecture
1010,Software development,Compiler
1011,Programming language,Compiler
1012,Theory of computation,Compiler
1013,Compiler,Computer network
1014,Software metric,Compiler
1015,Analysis of algorithms,Compiler
1016,Internet protocol suite,Compiler
1017,Data mining,Compiler
1018,Software analytics,Compiler
1019,Discrete mathematics,Compiler
1020,Test automation,Compiler
1021,Computer security,Compiler
1022,Software engineering,Compiler
1023,Information retrieval,Compiler
1024,Compiler,Database
1025,Robotics,Compiler
1026,Microarchitecture,Compiler
1027,Distributed object,Parallel computing
1028,Distributed object,Modeling language
1029,Distributed object,Cloud computing
1030,Distributed object,Software testing
1031,Distributed object,Wireless network
1032,Distributed object,Data structure
1033,Distributed object,Assembly language
1034,Distributed object,Network security
1035,Distributed object,Object-oriented analysis and design
1036,Distributed object,Computer graphics
1037,Distributed object,Computational geometry
1038,Distributed object,Algorithm
1039,Distributed object,Object-oriented programming
1040,Distributed object,Machine learning
1041,Distributed object,Software architecture
1042,Distributed object,Compiler
1043,Distributed object,Information security
1044,Distributed object,Distributed computing
1045,Distributed object,Cryptography
1046,Distributed object,Artificial intelligence
1047,Distributed object,Natural language processing
1048,Distributed object,Computer vision
1049,Distributed object,Object-oriented design
1050,Distributed object,Combinatorial optimization
1051,Distributed object,Social network analysis
1052,Distributed object,Network service
1053,Distributed object,Operating system
1054,Distributed object,Computer architecture
1055,Distributed object,Software development
1056,Distributed object,Programming language
1057,Distributed object,Theory of computation
1058,Distributed object,Computer network
1059,Distributed object,Analysis of algorithms
1060,Distributed object,Internet protocol suite
1061,Distributed object,Data mining
1062,Distributed object,Discrete mathematics
1063,Distributed object,Computer security
1064,Distributed object,Software engineering
1065,Distributed object,Information retrieval
1066,Distributed object,Database
1067,Information security,Parallel computing
1068,Information security,Modeling language
1069,Cloud computing,Information security
1070,Software testing,Information security
1071,Wireless network,Information security
1072,Information security,Data structure
1073,Assembly language,Information security
1074,Network security,Information security
1075,Knowledge management,Information security
1076,Object-oriented analysis and design,Information security
1077,Information security,Computer graphics
1078,Information security,Computational geometry
1079,Information security,Algorithm
1080,Object-oriented programming,Information security
1081,Information security,Machine learning
1082,Software project management,Information security
1083,Graphical model,Information security
1084,Data integration,Information security
1085,Software architecture,Information security
1086,Information security,Compiler
1087,Distributed object,Information security
1088,Cryptography,Information security
1089,Broadband networks,Information security
1090,Information security,Artificial intelligence
1091,Natural language processing,Information security
1092,Information security,Computer vision
1093,Information security,Object-oriented design
1094,Combinatorial optimization,Information security
1095,Social network analysis,Information security
1096,Computational linguistics,Information security
1097,Network service,Information security
1098,Information security,Operating system
1099,Game theory,Information security
1100,Information security,Information management
1101,Computer-aided software engineering,Information security
1102,Data warehouse,Information security
1103,Information security,Software development
1104,Information security,Programming language
1105,Information security,Theory of computation
1106,Information security,Computer network
1107,Software metric,Information security
1108,Internet protocol suite,Information security
1109,Software analytics,Information security
1110,Test automation,Information security
1111,Information security,Computer security
1112,Software engineering,Information security
1113,Information retrieval,Information security
1114,Information security,Database
1115,Robotics,Information security
1116,Microarchitecture,Information security
1117,Translator (computing),Parallel computing
1118,Translator (computing),Data structure
1119,Translator (computing),Assembly language
1120,Translator (computing),Object-oriented programming
1121,Translator (computing),Machine learning
1122,Translator (computing),Compiler
1123,Translator (computing),Artificial intelligence
1124,Translator (computing),Computational linguistics
1125,Translator (computing),Operating system
1126,Translator (computing),Computer architecture
1127,Translator (computing),Programming language
1128,Translator (computing),Information retrieval
1129,Data-intensive computing,Distributed computing
1130,Distributed computing,Parallel computing
1131,Distributed computing,Modeling language
1132,Mobile app development,Distributed computing
1133,Cloud computing,Distributed computing
1134,Software testing,Distributed computing
1135,Wireless network,Distributed computing
1136,Distributed computing,Data structure
1137,Assembly language,Distributed computing
1138,Network security,Distributed computing
1139,Parallel processing (DSP implementation),Distributed computing
1140,Knowledge management,Distributed computing
1141,Object-oriented analysis and design,Distributed computing
1142,Distributed computing,Computer graphics
1143,Distributed computing,Computational geometry
1144,Distributed computing,Algorithm
1145,Distributed computing,Object-oriented programming
1146,Distributed computing,Machine learning
1147,Software project management,Distributed computing
1148,Graphical model,Distributed computing
1149,Data integration,Distributed computing
1150,Software architecture,Distributed computing
1151,Compiler,Distributed computing
1152,Distributed object,Distributed computing
1153,Broadband networks,Distributed computing
1154,Distributed computing,Artificial intelligence
1155,Natural language processing,Distributed computing
1156,Distributed computing,Computer vision
1157,Distributed computing,Object-oriented design
1158,Combinatorial optimization,Distributed computing
1159,Social network analysis,Distributed computing
1160,Computational linguistics,Distributed computing
1161,Distributed computing,Operating system
1162,Game theory,Distributed computing
1163,Computer-aided software engineering,Distributed computing
1164,Data warehouse,Distributed computing
1165,Systems programming,Distributed computing
1166,Distributed computing,Computer architecture
1167,Distributed computing,Software development
1168,Distributed computing,Programming language
1169,Distributed computing,Theory of computation
1170,Distributed computing,Computer network
1171,Software metric,Distributed computing
1172,Distributed computing,Analysis of algorithms
1173,Internet protocol suite,Distributed computing
1174,Distributed computing,Data mining
1175,Software analytics,Distributed computing
1176,Distributed computing,Discrete mathematics
1177,Test automation,Distributed computing
1178,Distributed computing,Computer security
1179,Information retrieval,Distributed computing
1180,Distributed computing,Database
1181,Robotics,Distributed computing
1182,Microarchitecture,Distributed computing
1183,Data-intensive computing,Cryptography
1184,Cryptography,Parallel computing
1185,Cryptography,Modeling language
1186,Cloud computing,Cryptography
1187,Software testing,Cryptography
1188,Wireless network,Cryptography
1189,Data structure,Cryptography
1190,Assembly language,Cryptography
1191,Network security,Cryptography
1192,Knowledge management,Cryptography
1193,Object-oriented analysis and design,Cryptography
1194,Cryptography,Computer graphics
1195,Cryptography,Computational geometry
1196,Cryptography,Algorithm
1197,Object-oriented programming,Cryptography
1198,Cryptography,Machine learning
1199,Software project management,Cryptography
1200,Graphical model,Cryptography
1201,Data integration,Cryptography
1202,Software architecture,Cryptography
1203,Cryptography,Compiler
1204,Distributed object,Cryptography
1205,Cryptography,Information security
1206,Broadband networks,Cryptography
1207,Cryptography,Artificial intelligence
1208,Natural language processing,Cryptography
1209,Computer vision,Cryptography
1210,Combinatorial optimization,Cryptography
1211,Social network analysis,Cryptography
1212,Computational linguistics,Cryptography
1213,Cryptography,Network service
1214,Cryptography,Operating system
1215,Game theory,Cryptography
1216,Computer-aided software engineering,Cryptography
1217,Data warehouse,Cryptography
1218,Cryptography,Computer architecture
1219,Cryptography,Software development
1220,Cryptography,Programming language
1221,Cryptography,Theory of computation
1222,Cryptography,Computer network
1223,Software metric,Cryptography
1224,Cryptography,Analysis of algorithms
1225,Internet protocol suite,Cryptography
1226,Cryptography,Data mining
1227,Software analytics,Cryptography
1228,Test automation,Cryptography
1229,Cryptography,Computer security
1230,Software engineering,Cryptography
1231,Information retrieval,Cryptography
1232,Cryptography,Database
1233,Robotics,Cryptography
1234,Microarchitecture,Cryptography
1235,Broadband networks,Parallel computing
1236,Broadband networks,Modeling language
1237,Broadband networks,Wireless network
1238,Broadband networks,Network security
1239,Broadband networks,Computer graphics
1240,Broadband networks,Computational geometry
1241,Broadband networks,Algorithm
1242,Broadband networks,Machine learning
1243,Broadband networks,Compiler
1244,Broadband networks,Information security
1245,Broadband networks,Distributed computing
1246,Broadband networks,Cryptography
1247,Broadband networks,Artificial intelligence
1248,Broadband networks,Natural language processing
1249,Broadband networks,Computer vision
1250,Broadband networks,Combinatorial optimization
1251,Broadband networks,Social network analysis
1252,Broadband networks,Network service
1253,Broadband networks,Operating system
1254,Broadband networks,Computer architecture
1255,Broadband networks,Software development
1256,Broadband networks,Programming language
1257,Broadband networks,Theory of computation
1258,Broadband networks,Computer network
1259,Broadband networks,Analysis of algorithms
1260,Broadband networks,Data mining
1261,Broadband networks,Discrete mathematics
1262,Broadband networks,Computer security
1263,Broadband networks,Information retrieval
1264,Broadband networks,Database
1265,Data-intensive computing,Artificial intelligence
1266,Artificial intelligence,Parallel computing
1267,Cloud computing,Artificial intelligence
1268,Software testing,Artificial intelligence
1269,Wireless network,Artificial intelligence
1270,Data structure,Artificial intelligence
1271,Assembly language,Artificial intelligence
1272,Network security,Artificial intelligence
1273,Knowledge management,Artificial intelligence
1274,Object-oriented analysis and design,Artificial intelligence
1275,Artificial intelligence,Algorithm
1276,Object-oriented programming,Artificial intelligence
1277,Software project management,Artificial intelligence
1278,Graphical model,Artificial intelligence
1279,Data integration,Artificial intelligence
1280,Software architecture,Artificial intelligence
1281,Artificial intelligence,Compiler
1282,Distributed object,Artificial intelligence
1283,Information security,Artificial intelligence
1284,Translator (computing),Artificial intelligence
1285,Distributed computing,Artificial intelligence
1286,Cryptography,Artificial intelligence
1287,Broadband networks,Artificial intelligence
1288,Natural language processing,Artificial intelligence
1289,Computer vision,Artificial intelligence
1290,Object-oriented design,Artificial intelligence
1291,Combinatorial optimization,Artificial intelligence
1292,Social network analysis,Artificial intelligence
1293,Computational linguistics,Artificial intelligence
1294,Network service,Artificial intelligence
1295,Game theory,Artificial intelligence
1296,Artificial intelligence,Information management
1297,Computer-aided software engineering,Artificial intelligence
1298,Data warehouse,Artificial intelligence
1299,Computer architecture,Artificial intelligence
1300,Artificial intelligence,Software development
1301,Artificial intelligence,Programming language
1302,Artificial intelligence,Theory of computation
1303,Artificial intelligence,Computer network
1304,Software metric,Artificial intelligence
1305,Analysis of algorithms,Artificial intelligence
1306,Internet protocol suite,Artificial intelligence
1307,Data mining,Artificial intelligence
1308,Software analytics,Artificial intelligence
1309,Discrete mathematics,Artificial intelligence
1310,Test automation,Artificial intelligence
1311,Software engineering,Artificial intelligence
1312,Information retrieval,Artificial intelligence
1313,Artificial intelligence,Database
1314,Robotics,Artificial intelligence
1315,Microarchitecture,Artificial intelligence
1316,Natural language processing,Parallel computing
1317,Natural language processing,Modeling language
1318,Cloud computing,Natural language processing
1319,Software testing,Natural language processing
1320,Wireless network,Natural language processing
1321,Data structure,Natural language processing
1322,Assembly language,Natural language processing
1323,Network security,Natural language processing
1324,Knowledge management,Natural language processing
1325,Object-oriented analysis and design,Natural language processing
1326,Natural language processing,Computer graphics
1327,Natural language processing,Computational geometry
1328,Natural language processing,Algorithm
1329,Object-oriented programming,Natural language processing
1330,Natural language processing,Machine learning
1331,Software project management,Natural language processing
1332,Graphical model,Natural language processing
1333,Data integration,Natural language processing
1334,Software architecture,Natural language processing
1335,Natural language processing,Compiler
1336,Distributed object,Natural language processing
1337,Natural language processing,Information security
1338,Natural language processing,Distributed computing
1339,Natural language processing,Cryptography
1340,Broadband networks,Natural language processing
1341,Natural language processing,Artificial intelligence
1342,Natural language processing,Computer vision
1343,Combinatorial optimization,Natural language processing
1344,Social network analysis,Natural language processing
1345,Natural language processing,Network service
1346,Natural language processing,Operating system
1347,Natural language processing,Game theory
1348,Computer-aided software engineering,Natural language processing
1349,Data warehouse,Natural language processing
1350,Natural language processing,Computer architecture
1351,Natural language processing,Software development
1352,Natural language processing,Programming language
1353,Natural language processing,Theory of computation
1354,Natural language processing,Computer network
1355,Software metric,Natural language processing
1356,Natural language processing,Analysis of algorithms
1357,Internet protocol suite,Natural language processing
1358,Natural language processing,Data mining
1359,Software analytics,Natural language processing
1360,Natural language processing,Discrete mathematics
1361,Test automation,Natural language processing
1362,Natural language processing,Computer security
1363,Natural language processing,Software engineering
1364,Natural language processing,Information retrieval
1365,Natural language processing,Database
1366,Robotics,Natural language processing
1367,Microarchitecture,Natural language processing
1368,Computer vision,Parallel computing
1369,Modeling language,Computer vision
1370,Cloud computing,Computer vision
1371,Software testing,Computer vision
1372,Wireless network,Computer vision
1373,Computer vision,Data structure
1374,Assembly language,Computer vision
1375,Network security,Computer vision
1376,Knowledge management,Computer vision
1377,Object-oriented analysis and design,Computer vision
1378,Computer vision,Computer graphics
1379,Computer vision,Computational geometry
1380,Computer vision,Algorithm
1381,Object-oriented programming,Computer vision
1382,Computer vision,Machine learning
1383,Software project management,Computer vision
1384,Graphical model,Computer vision
1385,Data integration,Computer vision
1386,Software architecture,Computer vision
1387,Computer vision,Compiler
1388,Distributed object,Computer vision
1389,Information security,Computer vision
1390,Distributed computing,Computer vision
1391,Computer vision,Cryptography
1392,Broadband networks,Computer vision
1393,Computer vision,Artificial intelligence
1394,Natural language processing,Computer vision
1395,Combinatorial optimization,Computer vision
1396,Social network analysis,Computer vision
1397,Computational linguistics,Computer vision
1398,Network service,Computer vision
1399,Operating system,Computer vision
1400,Game theory,Computer vision
1401,Computer-aided software engineering,Computer vision
1402,Data warehouse,Computer vision
1403,Computer architecture,Computer vision
1404,Software development,Computer vision
1405,Computer vision,Programming language
1406,Computer vision,Theory of computation
1407,Computer vision,Computer network
1408,Software metric,Computer vision
1409,Computer vision,Analysis of algorithms
1410,Internet protocol suite,Computer vision
1411,Data mining,Computer vision
1412,Software analytics,Computer vision
1413,Discrete mathematics,Computer vision
1414,Test automation,Computer vision
1415,Computer security,Computer vision
1416,Software engineering,Computer vision
1417,Information retrieval,Computer vision
1418,Database,Computer vision
1419,Robotics,Computer vision
1420,Microarchitecture,Computer vision
1421,Object-oriented design,Parallel computing
1422,Object-oriented design,Modeling language
1423,Cloud computing,Object-oriented design
1424,Object-oriented design,Software testing
1425,Object-oriented design,Data structure
1426,Object-oriented design,Assembly language
1427,Object-oriented design,Object-oriented analysis and design
1428,Computational geometry,Object-oriented design
1429,Object-oriented design,Algorithm
1430,Object-oriented design,Object-oriented programming
1431,Machine learning,Object-oriented design
1432,Object-oriented design,Software architecture
1433,Object-oriented design,Compiler
1434,Distributed object,Object-oriented design
1435,Information security,Object-oriented design
1436,Distributed computing,Object-oriented design
1437,Object-oriented design,Artificial intelligence
1438,Computational linguistics,Object-oriented design
1439,Network service,Object-oriented design
1440,Operating system,Object-oriented design
1441,Computer-aided software engineering,Object-oriented design
1442,Computer architecture,Object-oriented design
1443,Object-oriented design,Software development
1444,Programming language,Object-oriented design
1445,Computer network,Object-oriented design
1446,Software metric,Object-oriented design
1447,Analysis of algorithms,Object-oriented design
1448,Data mining,Object-oriented design
1449,Software analytics,Object-oriented design
1450,Discrete mathematics,Object-oriented design
1451,Test automation,Object-oriented design
1452,Computer security,Object-oriented design
1453,Object-oriented design,Software engineering
1454,Database,Object-oriented design
1455,Combinatorial optimization,Parallel computing
1456,Combinatorial optimization,Modeling language
1457,Cloud computing,Combinatorial optimization
1458,Combinatorial optimization,Software testing
1459,Wireless network,Combinatorial optimization
1460,Combinatorial optimization,Data structure
1461,Combinatorial optimization,Network security
1462,Knowledge management,Combinatorial optimization
1463,Combinatorial optimization,Computer graphics
1464,Combinatorial optimization,Computational geometry
1465,Combinatorial optimization,Algorithm
1466,Combinatorial optimization,Object-oriented programming
1467,Combinatorial optimization,Machine learning
1468,Combinatorial optimization,Software project management
1469,Combinatorial optimization,Graphical model
1470,Combinatorial optimization,Software architecture
1471,Combinatorial optimization,Compiler
1472,Distributed object,Combinatorial optimization
1473,Combinatorial optimization,Information security
1474,Combinatorial optimization,Distributed computing
1475,Combinatorial optimization,Cryptography
1476,Broadband networks,Combinatorial optimization
1477,Combinatorial optimization,Artificial intelligence
1478,Combinatorial optimization,Natural language processing
1479,Combinatorial optimization,Computer vision
1480,Social network analysis,Combinatorial optimization
1481,Combinatorial optimization,Computational linguistics
1482,Combinatorial optimization,Network service
1483,Combinatorial optimization,Operating system
1484,Combinatorial optimization,Game theory
1485,Combinatorial optimization,Computer architecture
1486,Combinatorial optimization,Software development
1487,Combinatorial optimization,Programming language
1488,Combinatorial optimization,Theory of computation
1489,Combinatorial optimization,Computer network
1490,Combinatorial optimization,Analysis of algorithms
1491,Internet protocol suite,Combinatorial optimization
1492,Combinatorial optimization,Data mining
1493,Combinatorial optimization,Discrete mathematics
1494,Combinatorial optimization,Computer security
1495,Combinatorial optimization,Software engineering
1496,Combinatorial optimization,Information retrieval
1497,Combinatorial optimization,Database
1498,Combinatorial optimization,Robotics
1499,Social network analysis,Parallel computing
1500,Social network analysis,Modeling language
1501,Cloud computing,Social network analysis
1502,Software testing,Social network analysis
1503,Wireless network,Social network analysis
1504,Social network analysis,Data structure
1505,Social network analysis,Network security
1506,Knowledge management,Social network analysis
1507,Social network analysis,Computer graphics
1508,Social network analysis,Computational geometry
1509,Social network analysis,Algorithm
1510,Social network analysis,Machine learning
1511,Social network analysis,Graphical model
1512,Social network analysis,Data integration
1513,Software architecture,Social network analysis
1514,Social network analysis,Compiler
1515,Distributed object,Social network analysis
1516,Social network analysis,Information security
1517,Social network analysis,Distributed computing
1518,Social network analysis,Cryptography
1519,Broadband networks,Social network analysis
1520,Social network analysis,Artificial intelligence
1521,Social network analysis,Natural language processing
1522,Social network analysis,Computer vision
1523,Social network analysis,Combinatorial optimization
1524,Computational linguistics,Social network analysis
1525,Social network analysis,Network service
1526,Social network analysis,Operating system
1527,Game theory,Social network analysis
1528,Information management,Social network analysis
1529,Social network analysis,Data warehouse
1530,Social network analysis,Computer architecture
1531,Social network analysis,Software development
1532,Social network analysis,Programming language
1533,Social network analysis,Theory of computation
1534,Social network analysis,Computer network
1535,Social network analysis,Analysis of algorithms
1536,Internet protocol suite,Social network analysis
1537,Social network analysis,Data mining
1538,Social network analysis,Discrete mathematics
1539,Social network analysis,Computer security
1540,Social network analysis,Software engineering
1541,Social network analysis,Information retrieval
1542,Social network analysis,Database
1543,Computational linguistics,Parallel computing
1544,Computational linguistics,Modeling language
1545,Computational linguistics,Cloud computing
1546,Computational linguistics,Wireless network
1547,Computational linguistics,Data structure
1548,Computational linguistics,Assembly language
1549,Computational linguistics,Network security
1550,Computational linguistics,Knowledge management
1551,Computational linguistics,Computer graphics
1552,Computational linguistics,Computational geometry
1553,Computational linguistics,Algorithm
1554,Computational linguistics,Object-oriented programming
1555,Computational linguistics,Machine learning
1556,Computational linguistics,Software project management
1557,Graphical model,Computational linguistics
1558,Computational linguistics,Data integration
1559,Computational linguistics,Software architecture
1560,Computational linguistics,Compiler
1561,Computational linguistics,Information security
1562,Translator (computing),Computational linguistics
1563,Computational linguistics,Distributed computing
1564,Computational linguistics,Cryptography
1565,Computational linguistics,Artificial intelligence
1566,Computational linguistics,Computer vision
1567,Computational linguistics,Object-oriented design
1568,Combinatorial optimization,Computational linguistics
1569,Computational linguistics,Social network analysis
1570,Computational linguistics,Network service
1571,Computational linguistics,Operating system
1572,Computational linguistics,Game theory
1573,Information management,Computational linguistics
1574,Computational linguistics,Computer-aided software engineering
1575,Computational linguistics,Data warehouse
1576,Computational linguistics,Computer architecture
1577,Computational linguistics,Software development
1578,Computational linguistics,Programming language
1579,Computational linguistics,Theory of computation
1580,Computational linguistics,Computer network
1581,Computational linguistics,Analysis of algorithms
1582,Computational linguistics,Internet protocol suite
1583,Computational linguistics,Data mining
1584,Software analytics,Computational linguistics
1585,Computational linguistics,Discrete mathematics
1586,Computational linguistics,Computer security
1587,Computational linguistics,Software engineering
1588,Computational linguistics,Information retrieval
1589,Computational linguistics,Database
1590,Computational linguistics,Robotics
1591,Computational linguistics,Microarchitecture
1592,Network service,Parallel computing
1593,Network service,Modeling language
1594,Cloud computing,Network service
1595,Software testing,Network service
1596,Wireless network,Network service
1597,Network service,Data structure
1598,Assembly language,Network service
1599,Network security,Network service
1600,Knowledge management,Network service
1601,Object-oriented analysis and design,Network service
1602,Network service,Computer graphics
1603,Network service,Computational geometry
1604,Network service,Algorithm
1605,Object-oriented programming,Network service
1606,Network service,Machine learning
1607,Software project management,Network service
1608,Graphical model,Network service
1609,Data integration,Network service
1610,Software architecture,Network service
1611,Network service,Compiler
1612,Distributed object,Network service
1613,Network service,Information security
1614,Cryptography,Network service
1615,Broadband networks,Network service
1616,Network service,Artificial intelligence
1617,Natural language processing,Network service
1618,Network service,Computer vision
1619,Network service,Object-oriented design
1620,Combinatorial optimization,Network service
1621,Social network analysis,Network service
1622,Computational linguistics,Network service
1623,Network service,Operating system
1624,Game theory,Network service
1625,Network service,Information management
1626,Computer-aided software engineering,Network service
1627,Data warehouse,Network service
1628,Network service,Computer architecture
1629,Network service,Software development
1630,Network service,Programming language
1631,Network service,Theory of computation
1632,Network service,Computer network
1633,Software metric,Network service
1634,Network service,Analysis of algorithms
1635,Internet protocol suite,Network service
1636,Network service,Data mining
1637,Software analytics,Network service
1638,Network service,Discrete mathematics
1639,Test automation,Network service
1640,Network service,Computer security
1641,Software engineering,Network service
1642,Information retrieval,Network service
1643,Network service,Database
1644,Robotics,Network service
1645,Microarchitecture,Network service
1646,Data-intensive computing,Operating system
1647,Mobile app development,Operating system
1648,Cloud computing,Operating system
1649,Software testing,Operating system
1650,Wireless network,Operating system
1651,Data structure,Operating system
1652,Assembly language,Operating system
1653,Network security,Operating system
1654,Parallel processing (DSP implementation),Operating system
1655,Knowledge management,Operating system
1656,Object-oriented analysis and design,Operating system
1657,Operating system,Computer graphics
1658,Operating system,Algorithm
1659,Object-oriented programming,Operating system
1660,Software project management,Operating system
1661,Graphical model,Operating system
1662,Data integration,Operating system
1663,Software architecture,Operating system
1664,Compiler,Operating system
1665,Distributed object,Operating system
1666,Information security,Operating system
1667,Translator (computing),Operating system
1668,Distributed computing,Operating system
1669,Cryptography,Operating system
1670,Broadband networks,Operating system
1671,Natural language processing,Operating system
1672,Operating system,Computer vision
1673,Operating system,Object-oriented design
1674,Combinatorial optimization,Operating system
1675,Social network analysis,Operating system
1676,Computational linguistics,Operating system
1677,Network service,Operating system
1678,Game theory,Operating system
1679,Operating system,Information management
1680,Computer-aided software engineering,Operating system
1681,Data warehouse,Operating system
1682,Systems programming,Operating system
1683,Operating system,Software development
1684,Operating system,Programming language
1685,Operating system,Theory of computation
1686,Operating system,Computer network
1687,Software metric,Operating system
1688,Analysis of algorithms,Operating system
1689,Internet protocol suite,Operating system
1690,Data mining,Operating system
1691,Software analytics,Operating system
1692,Operating system,Discrete mathematics
1693,Test automation,Operating system
1694,Software engineering,Operating system
1695,Information retrieval,Operating system
1696,Operating system,Database
1697,Robotics,Operating system
1698,Microarchitecture,Operating system
1699,Game theory,Parallel computing
1700,Game theory,Modeling language
1701,Software testing,Game theory
1702,Game theory,Data structure
1703,Game theory,Network security
1704,Game theory,Computer graphics
1705,Game theory,Computational geometry
1706,Game theory,Algorithm
1707,Object-oriented programming,Game theory
1708,Game theory,Machine learning
1709,Graphical model,Game theory
1710,Game theory,Compiler
1711,Game theory,Information security
1712,Game theory,Distributed computing
1713,Game theory,Cryptography
1714,Game theory,Artificial intelligence
1715,Natural language processing,Game theory
1716,Game theory,Computer vision
1717,Combinatorial optimization,Game theory
1718,Game theory,Social network analysis
1719,Computational linguistics,Game theory
1720,Game theory,Network service
1721,Game theory,Operating system
1722,Game theory,Computer architecture
1723,Game theory,Software development
1724,Game theory,Programming language
1725,Game theory,Theory of computation
1726,Game theory,Computer network
1727,Game theory,Analysis of algorithms
1728,Game theory,Data mining
1729,Software analytics,Game theory
1730,Game theory,Discrete mathematics
1731,Game theory,Computer security
1732,Game theory,Software engineering
1733,Game theory,Information retrieval
1734,Game theory,Database
1735,Robotics,Game theory
1736,Software testing,Information management
1737,Information management,Data structure
1738,Information management,Knowledge management
1739,Computational geometry,Information management
1740,Object-oriented programming,Information management
1741,Machine learning,Information management
1742,Information management,Data integration
1743,Software architecture,Information management
1744,Information security,Information management
1745,Artificial intelligence,Information management
1746,Information management,Social network analysis
1747,Information management,Computational linguistics
1748,Network service,Information management
1749,Operating system,Information management
1750,Computer-aided software engineering,Information management
1751,Information management,Data warehouse
1752,Computer architecture,Information management
1753,Software development,Information management
1754,Programming language,Information management
1755,Computer network,Information management
1756,Analysis of algorithms,Information management
1757,Information management,Data mining
1758,Computer security,Information management
1759,Software engineering,Information management
1760,Information management,Information retrieval
1761,Information management,Database
1762,Computer-aided software engineering,Parallel computing
1763,Computer-aided software engineering,Modeling language
1764,Computer-aided software engineering,Cloud computing
1765,Computer-aided software engineering,Software testing
1766,Computer-aided software engineering,Data structure
1767,Computer-aided software engineering,Network security
1768,Computer-aided software engineering,Knowledge management
1769,Object-oriented analysis and design,Computer-aided software engineering
1770,Computer-aided software engineering,Computer graphics
1771,Computer-aided software engineering,Computational geometry
1772,Computer-aided software engineering,Algorithm
1773,Computer-aided software engineering,Object-oriented programming
1774,Computer-aided software engineering,Machine learning
1775,Software project management,Computer-aided software engineering
1776,Computer-aided software engineering,Software architecture
1777,Computer-aided software engineering,Compiler
1778,Computer-aided software engineering,Information security
1779,Computer-aided software engineering,Distributed computing
1780,Computer-aided software engineering,Cryptography
1781,Computer-aided software engineering,Artificial intelligence
1782,Computer-aided software engineering,Natural language processing
1783,Computer-aided software engineering,Computer vision
1784,Computer-aided software engineering,Object-oriented design
1785,Computational linguistics,Computer-aided software engineering
1786,Computer-aided software engineering,Network service
1787,Computer-aided software engineering,Operating system
1788,Computer-aided software engineering,Information management
1789,Computer-aided software engineering,Data warehouse
1790,Computer-aided software engineering,Computer architecture
1791,Computer-aided software engineering,Software development
1792,Computer-aided software engineering,Programming language
1793,Computer-aided software engineering,Theory of computation
1794,Computer-aided software engineering,Computer network
1795,Software metric,Computer-aided software engineering
1796,Computer-aided software engineering,Analysis of algorithms
1797,Computer-aided software engineering,Data mining
1798,Software analytics,Computer-aided software engineering
1799,Computer-aided software engineering,Discrete mathematics
1800,Test automation,Computer-aided software engineering
1801,Computer-aided software engineering,Computer security
1802,Computer-aided software engineering,Software engineering
1803,Computer-aided software engineering,Information retrieval
1804,Computer-aided software engineering,Database
1805,Data-intensive computing,Data warehouse
1806,Data warehouse,Parallel computing
1807,Data warehouse,Modeling language
1808,Data warehouse,Cloud computing
