,topic_a,topic_b
1110,C*-algebra,Algebra
1111,Real analysis,Algebra
1112,Algebra,Orthogonal polynomials
1113,Discrete mathematics,Algebra
1114,Functional analysis,Algebra
1115,Probability theory,Algebra
1116,Partial differential equation,Algebra
1117,Differential geometry,Algebra
1118,Metric (mathematics),Algebra
1119,Commutative algebra,Algebra
1120,Wavelet,Algebra
1121,Topology,Algebra
1122,Numerical linear algebra,Algebra
1123,Numerical analysis,Algebra
1124,Computability theory,Algebra
1125,Number theory,Algebra
1126,Topological space,Algebra
1127,Vector calculus,Algebra
1151,Ergodic theory,Analytic number theory
1152,Analytic number theory,Mathematical statistics
1153,Matrix (mathematics),Analytic number theory
1154,Mathematical model,Analytic number theory
1155,Mathematical analysis,Analytic number theory
1156,Analytic number theory,Algebraic geometry
1157,C*-algebra,Analytic number theory
1158,Analytic number theory,Real analysis
1159,Analytic number theory,Discrete mathematics
1160,Analytic number theory,Probability theory
1161,Partial differential equation,Analytic number theory
1162,Analytic number theory,Differential geometry
1163,Metric (mathematics),Analytic number theory
1164,Commutative algebra,Analytic number theory
1165,Wavelet,Analytic number theory
1166,Analytic number theory,Topology
1167,Numerical linear algebra,Analytic number theory
1168,Analytic number theory,Numerical analysis
1169,Computability theory,Analytic number theory
1170,Analytic number theory,Number theory
1171,Topological space,Analytic number theory
1172,Vector calculus,Analytic number theory
1196,Ergodic theory,Mathematical statistics
1197,Ergodic theory,Matrix (mathematics)
1198,Ergodic theory,Mathematical model
1199,Ergodic theory,Mathematical analysis
1200,Ergodic theory,Algebraic geometry
1201,C*-algebra,Ergodic theory
1202,Ergodic theory,Real analysis
1203,Ergodic theory,Discrete mathematics
1204,Ergodic theory,Functional analysis
1205,Ergodic theory,Probability theory
1206,Partial differential equation,Ergodic theory
1207,Ergodic theory,Differential geometry
1208,Metric (mathematics),Ergodic theory
1209,Ergodic theory,Commutative algebra
1210,Ergodic theory,Topology
1211,Numerical linear algebra,Ergodic theory
1212,Ergodic theory,Numerical analysis
1213,Ergodic theory,Computability theory
1214,Ergodic theory,Number theory
1241,Matrix (mathematics),Mathematical statistics
1242,Mathematical statistics,Fourier series
1243,Mathematical model,Mathematical statistics
1244,Mathematical statistics,Mathematical analysis
1245,Mathematical statistics,Algebraic geometry
1246,C*-algebra,Mathematical statistics
1247,Mathematical statistics,Real analysis
1248,Mathematical statistics,Orthogonal polynomials
1249,Mathematical statistics,Discrete mathematics
1250,Mathematical statistics,Functional analysis
1251,Mathematical statistics,Probability theory
1252,Partial differential equation,Mathematical statistics
1253,Mathematical statistics,Differential geometry
1254,Metric (mathematics),Mathematical statistics
1255,Commutative algebra,Mathematical statistics
1256,Wavelet,Mathematical statistics
1257,Mathematical statistics,Topology
1258,Numerical linear algebra,Mathematical statistics
1259,Mathematical statistics,Numerical analysis
1260,Computability theory,Mathematical statistics
1261,Mathematical statistics,Number theory
1262,Topological space,Mathematical statistics
1263,Vector calculus,Mathematical statistics
1291,Matrix (mathematics),Fourier series
1292,Mathematical model,Matrix (mathematics)
1293,Matrix (mathematics),Mathematical analysis
1294,Matrix (mathematics),Algebraic geometry
1295,C*-algebra,Matrix (mathematics)
1296,Matrix (mathematics),Real analysis
1297,Matrix (mathematics),Discrete mathematics
1298,Matrix (mathematics),Functional analysis
1299,Matrix (mathematics),Probability theory
1300,Matrix (mathematics),Partial differential equation
1301,Matrix (mathematics),Differential geometry
1302,Commutative algebra,Matrix (mathematics)
1303,Matrix (mathematics),Wavelet
1304,Matrix (mathematics),Topology
1305,Numerical linear algebra,Matrix (mathematics)
1306,Matrix (mathematics),Numerical analysis
1307,Matrix (mathematics),Computability theory
1308,Matrix (mathematics),Number theory
1309,Matrix (mathematics),Topological space
1310,Vector calculus,Matrix (mathematics)
1335,Mathematical model,Fourier series
1336,Fourier series,Mathematical analysis
1337,Algebraic geometry,Fourier series
1338,C*-algebra,Fourier series
1339,Real analysis,Fourier series
1340,Orthogonal polynomials,Fourier series
1341,Discrete mathematics,Fourier series
1342,Functional analysis,Fourier series
1343,Fourier series,Probability theory
1344,Fourier series,Partial differential equation
1345,Fourier series,Differential geometry
1346,Metric (mathematics),Fourier series
1347,Topology,Fourier series
1348,Fourier series,Numerical analysis
1349,Computability theory,Fourier series
1350,Fourier series,Number theory
1351,Topological space,Fourier series
1352,Vector calculus,Fourier series
1380,Mathematical model,Mathematical analysis
1381,Mathematical model,Algebraic geometry
1382,Mathematical model,Real analysis
1383,Mathematical model,Discrete mathematics
1384,Mathematical model,Functional analysis
1385,Mathematical model,Probability theory
1386,Mathematical model,Partial differential equation
1387,Mathematical model,Differential geometry
1388,Mathematical model,Metric (mathematics)
1389,Mathematical model,Topology
1390,Numerical linear algebra,Mathematical model
1391,Mathematical model,Numerical analysis
1392,Mathematical model,Computability theory
1393,Mathematical model,Number theory
1394,Mathematical model,Topological space
1395,Vector calculus,Mathematical model
1427,Algebraic geometry,Mathematical analysis
1428,C*-algebra,Mathematical analysis
1429,Mathematical analysis,Real analysis
1430,Mathematical analysis,Orthogonal polynomials
1431,Discrete mathematics,Mathematical analysis
1432,Functional analysis,Mathematical analysis
1433,Probability theory,Mathematical analysis
1434,Partial differential equation,Mathematical analysis
1435,Metric (mathematics),Mathematical analysis
1436,Commutative algebra,Mathematical analysis
1437,Wavelet,Mathematical analysis
1438,Topology,Mathematical analysis
1439,Numerical linear algebra,Mathematical analysis
1440,Numerical analysis,Mathematical analysis
1441,Computability theory,Mathematical analysis
1442,Number theory,Mathematical analysis
1443,Topological space,Mathematical analysis
1444,Vector calculus,Mathematical analysis
1475,C*-algebra,Algebraic geometry
1476,Algebraic geometry,Real analysis
1477,Algebraic geometry,Orthogonal polynomials
1478,Discrete mathematics,Algebraic geometry
1479,Functional analysis,Algebraic geometry
1480,Probability theory,Algebraic geometry
1481,Partial differential equation,Algebraic geometry
1482,Metric (mathematics),Algebraic geometry
1483,Commutative algebra,Algebraic geometry
1484,Wavelet,Algebraic geometry
1485,Topology,Algebraic geometry
1486,Numerical linear algebra,Algebraic geometry
1487,Numerical analysis,Algebraic geometry
1488,Computability theory,Algebraic geometry
1489,Number theory,Algebraic geometry
1490,Topological space,Algebraic geometry
1491,Vector calculus,Algebraic geometry
1520,C*-algebra,Real analysis
1521,C*-algebra,Discrete mathematics
1522,C*-algebra,Functional analysis
1523,C*-algebra,Probability theory
1524,C*-algebra,Partial differential equation
1525,C*-algebra,Differential geometry
1526,Metric (mathematics),C*-algebra
1527,C*-algebra,Commutative algebra
1528,C*-algebra,Topology
1529,Numerical linear algebra,C*-algebra
1530,C*-algebra,Numerical analysis
1531,C*-algebra,Number theory
1532,C*-algebra,Topological space
1565,Discrete mathematics,Real analysis
1566,Functional analysis,Real analysis
1567,Probability theory,Real analysis
1568,Partial differential equation,Real analysis
1569,Differential geometry,Real analysis
1570,Metric (mathematics),Real analysis
1571,Commutative algebra,Real analysis
1572,Wavelet,Real analysis
1573,Topology,Real analysis
1574,Numerical linear algebra,Real analysis
1575,Numerical analysis,Real analysis
1576,Computability theory,Real analysis
1577,Number theory,Real analysis
1578,Topological space,Real analysis
1579,Vector calculus,Real analysis
1596,Discrete mathematics,Orthogonal polynomials
1597,Functional analysis,Orthogonal polynomials
1598,Probability theory,Orthogonal polynomials
1599,Orthogonal polynomials,Partial differential equation
1600,Differential geometry,Orthogonal polynomials
1601,Topology,Orthogonal polynomials
1602,Numerical analysis,Orthogonal polynomials
1603,Computability theory,Orthogonal polynomials
1604,Number theory,Orthogonal polynomials
1639,Partial differential equation,Discrete mathematics
1640,Discrete mathematics,Differential geometry
1641,Metric (mathematics),Discrete mathematics
1642,Commutative algebra,Discrete mathematics
1643,Wavelet,Discrete mathematics
1644,Discrete mathematics,Topology
1645,Numerical linear algebra,Discrete mathematics
1646,Computability theory,Discrete mathematics
1647,Discrete mathematics,Number theory
1648,Topological space,Discrete mathematics
1649,Vector calculus,Discrete mathematics
1685,Probability theory,Functional analysis
1686,Partial differential equation,Functional analysis
1687,Functional analysis,Differential geometry
1688,Metric (mathematics),Functional analysis
1689,Commutative algebra,Functional analysis
1690,Wavelet,Functional analysis
1691,Functional analysis,Topology
1692,Numerical linear algebra,Functional analysis
1693,Numerical analysis,Functional analysis
1694,Computability theory,Functional analysis
1695,Functional analysis,Number theory
1696,Topological space,Functional analysis
1697,Vector calculus,Functional analysis
1732,Partial differential equation,Probability theory
1733,Probability theory,Differential geometry
1734,Metric (mathematics),Probability theory
1735,Commutative algebra,Probability theory
1736,Wavelet,Probability theory
1737,Probability theory,Topology
1738,Numerical linear algebra,Probability theory
1739,Probability theory,Numerical analysis
1740,Computability theory,Probability theory
1741,Probability theory,Number theory
1742,Topological space,Probability theory
1743,Vector calculus,Probability theory
1783,Partial differential equation,Differential geometry
1784,Partial differential equation,Metric (mathematics)
1785,Wavelet,Partial differential equation
1786,Partial differential equation,Topology
1787,Numerical linear algebra,Partial differential equation
1788,Partial differential equation,Numerical analysis
1789,Computability theory,Partial differential equation
1790,Partial differential equation,Number theory
1791,Partial differential equation,Topological space
1792,Vector calculus,Partial differential equation
1830,Metric (mathematics),Differential geometry
1831,Commutative algebra,Differential geometry
1832,Wavelet,Differential geometry
1833,Topology,Differential geometry
1834,Numerical linear algebra,Differential geometry
1835,Numerical analysis,Differential geometry
1836,Computability theory,Differential geometry
1837,Number theory,Differential geometry
1838,Topological space,Differential geometry
1839,Vector calculus,Differential geometry
1877,Commutative algebra,Metric (mathematics)
1878,Metric (mathematics),Topology
1879,Numerical linear algebra,Metric (mathematics)
1880,Metric (mathematics),Numerical analysis
1881,Computability theory,Metric (mathematics)
1882,Metric (mathematics),Number theory
1883,Metric (mathematics),Topological space
1916,Commutative algebra,Topology
1917,Numerical linear algebra,Commutative algebra
1918,Commutative algebra,Numerical analysis
1919,Commutative algebra,Number theory
1920,Commutative algebra,Topological space
1947,Wavelet,Topology
1948,Wavelet,Numerical analysis
1949,Computability theory,Wavelet
1950,Wavelet,Number theory
1995,Numerical linear algebra,Topology
1996,Numerical analysis,Topology
1997,Computability theory,Topology
1998,Topological space,Topology
1999,Vector calculus,Topology
2038,Numerical linear algebra,Numerical analysis
2039,Computability theory,Numerical linear algebra
2040,Numerical linear algebra,Number theory
2041,Numerical linear algebra,Topological space
2086,Computability theory,Numerical analysis
2087,Topological space,Numerical analysis
2088,Vector calculus,Numerical analysis
2133,Computability theory,Number theory
2134,Computability theory,Topological space
2180,Topological space,Number theory
2181,Vector calculus,Number theory
