,topic_a,topic_b
944,System programming,Parallel computing
945,Parallel computing,Data mining
946,Cryptography,Parallel computing
947,Object-oriented programming,Parallel computing
948,Parallel computing,Algorithm
949,Parallel computing,Database
950,Wireless network,Parallel computing
951,Mobile application development,Parallel computing
952,Analysis of algorithms,Algorithm design
953,Analysis of algorithms,Computer network
954,Broadband networks,Analysis of algorithms
955,Analysis of algorithms,Programming language
956,Analysis of algorithms,Information management
957,Data integration,Analysis of algorithms
958,Game theory,Analysis of algorithms
959,Analysis of algorithms,Modeling language
960,Discrete mathematics,Analysis of algorithms
961,Microarchitecture,Analysis of algorithms
962,Analysis of algorithms,Translator (computing)
963,Distributed object,Analysis of algorithms
964,Assembly language,Analysis of algorithms
965,Analysis of algorithms,Operating system
966,Software architecture,Analysis of algorithms
967,Software project management,Analysis of algorithms
968,Analysis of algorithms,Software development
969,Internet protocol suite,Analysis of algorithms
970,Cloud computing,Analysis of algorithms
971,Object-oriented analysis and design,Analysis of algorithms
972,Computational linguistics,Analysis of algorithms
973,Analysis of algorithms,Object-oriented design
974,Software engineering,Analysis of algorithms
975,Social network analysis,Analysis of algorithms
976,Software metric,Analysis of algorithms
977,Software testing,Analysis of algorithms
978,Network security,Analysis of algorithms
979,Analysis of algorithms,Computer graphics
980,Theory of computation,Analysis of algorithms
981,Analysis of algorithms,Compiler construction
982,Computer-aided software engineering,Analysis of algorithms
983,Combinatorial optimization,Analysis of algorithms
984,Robotics,Analysis of algorithms
985,Analysis of algorithms,Computational geometry
986,Test automation,Analysis of algorithms
987,Distributed computing,Analysis of algorithms
988,Network service,Analysis of algorithms
989,Data-intensive computing,Analysis of algorithms
990,Knowledge management,Analysis of algorithms
991,Natural language processing,Analysis of algorithms
992,Analysis of algorithms,Machine learning
993,Data structure,Analysis of algorithms
994,Information retrieval,Analysis of algorithms
995,Data warehouse,Analysis of algorithms
996,Graphical model,Analysis of algorithms
997,Software analytics,Analysis of algorithms
998,System programming,Analysis of algorithms
999,Data mining,Analysis of algorithms
1000,Cryptography,Analysis of algorithms
1001,Object-oriented programming,Analysis of algorithms
1002,Analysis of algorithms,Artificial intelligence
1003,Analysis of algorithms,Algorithm
1004,Analysis of algorithms,Database
1005,Computer vision,Analysis of algorithms
1006,Wireless network,Analysis of algorithms
1007,Mobile application development,Analysis of algorithms
1008,Computational linguistics,Algorithm design
1009,Computational linguistics,Computer network
1010,Computational linguistics,Programming language
1011,Information management,Computational linguistics
1012,Computational linguistics,Data integration
1013,Computational linguistics,Game theory
1014,Computational linguistics,Modeling language
1015,Computational linguistics,Discrete mathematics
1016,Computational linguistics,Microarchitecture
1017,Translator (computing),Computational linguistics
1018,Computational linguistics,Assembly language
1019,Computational linguistics,Operating system
1020,Computational linguistics,Software architecture
1021,Computational linguistics,Software project management
1022,Computational linguistics,Software development
1023,Computational linguistics,Internet protocol suite
1024,Computational linguistics,Cloud computing
1025,Computational linguistics,Parallel computing
1026,Computational linguistics,Analysis of algorithms
1027,Computational linguistics,Object-oriented design
1028,Computational linguistics,Software engineering
1029,Computational linguistics,Social network analysis
1030,Computational linguistics,Network security
1031,Computational linguistics,Computer graphics
1032,Computational linguistics,Theory of computation
1033,Computational linguistics,Compiler construction
1034,Computational linguistics,Computer-aided software engineering
1035,Combinatorial optimization,Computational linguistics
1036,Computational linguistics,Robotics
1037,Computational linguistics,Computer architecture
1038,Computational linguistics,Computational geometry
1039,Computational linguistics,Distributed computing
1040,Computational linguistics,Network service
1041,Computational linguistics,Knowledge management
1042,Natural language processing,Computational linguistics
1043,Computational linguistics,Machine learning
1044,Computational linguistics,Data structure
1045,Computational linguistics,Computer security
1046,Computational linguistics,Information retrieval
1047,Computational linguistics,Data warehouse
1048,Graphical model,Computational linguistics
1049,Software analytics,Computational linguistics
1050,Computational linguistics,Information security
1051,Computational linguistics,System programming
1052,Computational linguistics,Data mining
1053,Computational linguistics,Cryptography
1054,Computational linguistics,Object-oriented programming
1055,Computational linguistics,Artificial intelligence
1056,Computational linguistics,Algorithm
1057,Computational linguistics,Database
1058,Computational linguistics,Computer vision
1059,Computational linguistics,Wireless network
1060,Computer network,Object-oriented design
1061,Programming language,Object-oriented design
1062,Object-oriented design,Modeling language
1063,Discrete mathematics,Object-oriented design
1064,Distributed object,Object-oriented design
1065,Object-oriented design,Assembly language
1066,Operating system,Object-oriented design
1067,Object-oriented design,Software architecture
1068,Object-oriented design,Software development
1069,Cloud computing,Object-oriented design
1070,Object-oriented design,Object-oriented analysis and design
1071,Object-oriented design,Parallel computing
1072,Analysis of algorithms,Object-oriented design
1073,Computational linguistics,Object-oriented design
1074,Object-oriented design,Software engineering
1075,Software metric,Object-oriented design
1076,Object-oriented design,Software testing
1077,Compiler construction,Object-oriented design
1078,Computer-aided software engineering,Object-oriented design
1079,Computer architecture,Object-oriented design
1080,Computational geometry,Object-oriented design
1081,Test automation,Object-oriented design
1082,Distributed computing,Object-oriented design
1083,Network service,Object-oriented design
1084,Machine learning,Object-oriented design
1085,Object-oriented design,Data structure
1086,Computer security,Object-oriented design
1087,Software analytics,Object-oriented design
1088,Information security,Object-oriented design
1089,Data mining,Object-oriented design
1090,Object-oriented design,Object-oriented programming
1091,Object-oriented design,Artificial intelligence
1092,Object-oriented design,Algorithm
1093,Database,Object-oriented design
1094,Mobile application development,Object-oriented design
1095,Software engineering,Algorithm design
1096,Software engineering,Computer network
1097,Software engineering,Programming language
1098,Software engineering,Information management
1099,Software engineering,Data integration
1100,Game theory,Software engineering
1101,Modeling language,Software engineering
1102,Software engineering,Discrete mathematics
1103,Software engineering,Microarchitecture
1104,Software engineering,Translator (computing)
1105,Distributed object,Software engineering
1106,Assembly language,Software engineering
1107,Software engineering,Operating system
1108,Software architecture,Software engineering
1109,Software project management,Software engineering
1110,Software engineering,Software development
1111,Software engineering,Internet protocol suite
1112,Cloud computing,Software engineering
1113,Object-oriented analysis and design,Software engineering
1114,Software engineering,Parallel computing
1115,Software engineering,Analysis of algorithms
1116,Computational linguistics,Software engineering
1117,Object-oriented design,Software engineering
1118,Social network analysis,Software engineering
1119,Software metric,Software engineering
1120,Software testing,Software engineering
1121,Software engineering,Network security
1122,Software engineering,Computer graphics
1123,Software engineering,Theory of computation
1124,Software engineering,Compiler construction
1125,Computer-aided software engineering,Software engineering
1126,Combinatorial optimization,Software engineering
1127,Robotics,Software engineering
1128,Software engineering,Computer architecture
1129,Software engineering,Computational geometry
1130,Test automation,Software engineering
1131,Software engineering,Distributed computing
1132,Software engineering,Network service
1133,Data-intensive computing,Software engineering
1134,Software engineering,Knowledge management
1135,Natural language processing,Software engineering
1136,Software engineering,Machine learning
1137,Data structure,Software engineering
1138,Software engineering,Computer security
1139,Software engineering,Information retrieval
1140,Software engineering,Data warehouse
1141,Graphical model,Software engineering
1142,Software analytics,Software engineering
1143,Software engineering,Information security
1144,Software engineering,System programming
1145,Software engineering,Data mining
1146,Software engineering,Cryptography
1147,Object-oriented programming,Software engineering
1148,Software engineering,Artificial intelligence
1149,Software engineering,Algorithm
1150,Software engineering,Database
1151,Software engineering,Computer vision
1152,Software engineering,Wireless network
1153,Mobile application development,Software engineering
1154,Social network analysis,Algorithm design
1155,Social network analysis,Computer network
1156,Broadband networks,Social network analysis
1157,Social network analysis,Programming language
1158,Information management,Social network analysis
1159,Social network analysis,Data integration
1160,Game theory,Social network analysis
1161,Social network analysis,Modeling language
1162,Social network analysis,Discrete mathematics
1163,Distributed object,Social network analysis
1164,Social network analysis,Operating system
1165,Software architecture,Social network analysis
1166,Social network analysis,Software development
1167,Internet protocol suite,Social network analysis
1168,Cloud computing,Social network analysis
1169,Social network analysis,Parallel computing
1170,Social network analysis,Analysis of algorithms
1171,Computational linguistics,Social network analysis
1172,Social network analysis,Software engineering
1173,Software testing,Social network analysis
1174,Social network analysis,Network security
1175,Social network analysis,Computer graphics
1176,Social network analysis,Theory of computation
1177,Social network analysis,Compiler construction
1178,Social network analysis,Combinatorial optimization
1179,Social network analysis,Computer architecture
1180,Social network analysis,Computational geometry
1181,Social network analysis,Distributed computing
1182,Social network analysis,Network service
1183,Knowledge management,Social network analysis
1184,Social network analysis,Natural language processing
1185,Social network analysis,Machine learning
1186,Social network analysis,Data structure
1187,Social network analysis,Computer security
1188,Social network analysis,Information retrieval
1189,Social network analysis,Data warehouse
1190,Social network analysis,Graphical model
1191,Social network analysis,Information security
1192,Social network analysis,Data mining
1193,Social network analysis,Cryptography
1194,Social network analysis,Artificial intelligence
1195,Social network analysis,Algorithm
1196,Social network analysis,Database
1197,Social network analysis,Computer vision
1198,Wireless network,Social network analysis
1199,Software metric,Algorithm design
1200,Software metric,Computer network
1201,Software metric,Programming language
1202,Software metric,Modeling language
1203,Software metric,Discrete mathematics
1204,Software metric,Operating system
1205,Software metric,Software architecture
1206,Software metric,Software project management
1207,Software metric,Software development
1208,Object-oriented analysis and design,Software metric
1209,Software metric,Parallel computing
1210,Software metric,Analysis of algorithms
1211,Software metric,Object-oriented design
1212,Software metric,Software engineering
1213,Software metric,Software testing
1214,Software metric,Network security
1215,Software metric,Computer graphics
1216,Software metric,Theory of computation
1217,Software metric,Compiler construction
1218,Software metric,Computer-aided software engineering
1219,Software metric,Robotics
1220,Software metric,Computer architecture
1221,Software metric,Computational geometry
1222,Software metric,Test automation
1223,Software metric,Distributed computing
1224,Software metric,Network service
1225,Software metric,Natural language processing
1226,Software metric,Machine learning
1227,Software metric,Data structure
1228,Software metric,Computer security
1229,Software metric,Information retrieval
1230,Software metric,Information security
1231,Software metric,Data mining
1232,Software metric,Cryptography
1233,Software metric,Object-oriented programming
1234,Software metric,Artificial intelligence
1235,Software metric,Algorithm
1236,Software metric,Database
1237,Software metric,Computer vision
1238,Software testing,Algorithm design
1239,Software testing,Computer network
1240,Software testing,Programming language
1241,Software testing,Information management
1242,Software testing,Data integration
1243,Software testing,Game theory
1244,Modeling language,Software testing
1245,Software testing,Discrete mathematics
1246,Software testing,Microarchitecture
1247,Software testing,Translator (computing)
1248,Distributed object,Software testing
1249,Assembly language,Software testing
1250,Software testing,Operating system
1251,Software architecture,Software testing
1252,Software project management,Software testing
1253,Software testing,Software development
1254,Software testing,Internet protocol suite
1255,Cloud computing,Software testing
1256,Object-oriented analysis and design,Software testing
1257,Software testing,Parallel computing
1258,Software testing,Analysis of algorithms
1259,Object-oriented design,Software testing
1260,Software testing,Software engineering
1261,Software testing,Social network analysis
1262,Software metric,Software testing
1263,Software testing,Network security
1264,Software testing,Computer graphics
1265,Software testing,Theory of computation
1266,Software testing,Compiler construction
1267,Computer-aided software engineering,Software testing
1268,Combinatorial optimization,Software testing
1269,Software testing,Robotics
1270,Software testing,Computer architecture
1271,Software testing,Computational geometry
1272,Test automation,Software testing
1273,Software testing,Distributed computing
1274,Software testing,Network service
1275,Data-intensive computing,Software testing
1276,Software testing,Knowledge management
1277,Software testing,Natural language processing
1278,Software testing,Machine learning
1279,Software testing,Data structure
1280,Software testing,Computer security
1281,Software testing,Information retrieval
1282,Software testing,Data warehouse
1283,Software testing,Graphical model
1284,Software analytics,Software testing
1285,Software testing,Information security
1286,Software testing,System programming
1287,Software testing,Data mining
1288,Software testing,Cryptography
1289,Object-oriented programming,Software testing
1290,Software testing,Artificial intelligence
1291,Software testing,Algorithm
1292,Software testing,Database
1293,Software testing,Computer vision
1294,Software testing,Wireless network
1295,Mobile application development,Software testing
1296,Network security,Algorithm design
1297,Network security,Computer network
1298,Broadband networks,Network security
1299,Network security,Programming language
1300,Data integration,Network security
1301,Game theory,Network security
1302,Network security,Modeling language
1303,Network security,Discrete mathematics
1304,Microarchitecture,Network security
1305,Distributed object,Network security
1306,Assembly language,Network security
1307,Network security,Operating system
1308,Software architecture,Network security
1309,Software project management,Network security
1310,Network security,Software development
1311,Internet protocol suite,Network security
1312,Cloud computing,Network security
1313,Object-oriented analysis and design,Network security
1314,Network security,Parallel computing
1315,Network security,Analysis of algorithms
1316,Computational linguistics,Network security
1317,Software engineering,Network security
1318,Social network analysis,Network security
1319,Software metric,Network security
1320,Software testing,Network security
1321,Network security,Computer graphics
1322,Network security,Theory of computation
1323,Network security,Compiler construction
1324,Computer-aided software engineering,Network security
1325,Combinatorial optimization,Network security
1326,Robotics,Network security
1327,Network security,Computer architecture
1328,Network security,Computational geometry
1329,Test automation,Network security
1330,Network security,Distributed computing
1331,Network security,Network service
1332,Knowledge management,Network security
1333,Network security,Natural language processing
1334,Network security,Machine learning
1335,Data structure,Network security
1336,Network security,Computer security
1337,Network security,Information retrieval
1338,Data warehouse,Network security
1339,Graphical model,Network security
1340,Software analytics,Network security
1341,Network security,Information security
1342,System programming,Network security
1343,Network security,Data mining
1344,Network security,Cryptography
1345,Object-oriented programming,Network security
1346,Network security,Artificial intelligence
1347,Network security,Algorithm
1348,Network security,Database
1349,Network security,Computer vision
1350,Wireless network,Network security
1351,Mobile application development,Network security
1352,Algorithm design,Computer graphics
1353,Computer graphics,Computer network
1354,Broadband networks,Computer graphics
1355,Computer graphics,Programming language
1356,Data integration,Computer graphics
1357,Game theory,Computer graphics
1358,Modeling language,Computer graphics
1359,Discrete mathematics,Computer graphics
1360,Microarchitecture,Computer graphics
1361,Distributed object,Computer graphics
1362,Assembly language,Computer graphics
1363,Operating system,Computer graphics
1364,Software architecture,Computer graphics
1365,Software project management,Computer graphics
1366,Software development,Computer graphics
1367,Internet protocol suite,Computer graphics
1368,Cloud computing,Computer graphics
1369,Object-oriented analysis and design,Computer graphics
1370,Parallel computing,Computer graphics
1371,Analysis of algorithms,Computer graphics
1372,Computational linguistics,Computer graphics
1373,Software engineering,Computer graphics
1374,Social network analysis,Computer graphics
1375,Software metric,Computer graphics
1376,Software testing,Computer graphics
1377,Network security,Computer graphics
1378,Computer graphics,Theory of computation
1379,Computer-aided software engineering,Computer graphics
1380,Combinatorial optimization,Computer graphics
1381,Robotics,Computer graphics
1382,Computer architecture,Computer graphics
1383,Computer graphics,Computational geometry
1384,Test automation,Computer graphics
1385,Distributed computing,Computer graphics
1386,Network service,Computer graphics
1387,Data-intensive computing,Computer graphics
1388,Knowledge management,Computer graphics
1389,Natural language processing,Computer graphics
1390,Machine learning,Computer graphics
1391,Computer graphics,Data structure
1392,Computer security,Computer graphics
1393,Information retrieval,Computer graphics
1394,Data warehouse,Computer graphics
1395,Graphical model,Computer graphics
1396,Software analytics,Computer graphics
1397,Information security,Computer graphics
1398,System programming,Computer graphics
1399,Data mining,Computer graphics
1400,Cryptography,Computer graphics
1401,Object-oriented programming,Computer graphics
1402,Computer graphics,Algorithm
1403,Database,Computer graphics
1404,Computer vision,Computer graphics
1405,Wireless network,Computer graphics
1406,Mobile application development,Computer graphics
1407,Theory of computation,Algorithm design
1408,Computer network,Theory of computation
1409,Broadband networks,Theory of computation
1410,Theory of computation,Programming language
1411,Data integration,Theory of computation
1412,Game theory,Theory of computation
1413,Modeling language,Theory of computation
1414,Discrete mathematics,Theory of computation
1415,Microarchitecture,Theory of computation
1416,Distributed object,Theory of computation
1417,Assembly language,Theory of computation
1418,Operating system,Theory of computation
1419,Software architecture,Theory of computation
1420,Software project management,Theory of computation
1421,Software development,Theory of computation
1422,Internet protocol suite,Theory of computation
1423,Cloud computing,Theory of computation
1424,Object-oriented analysis and design,Theory of computation
1425,Parallel computing,Theory of computation
1426,Theory of computation,Analysis of algorithms
1427,Computational linguistics,Theory of computation
1428,Software engineering,Theory of computation
1429,Social network analysis,Theory of computation
1430,Software metric,Theory of computation
1431,Software testing,Theory of computation
1432,Network security,Theory of computation
1433,Computer graphics,Theory of computation
1434,Compiler construction,Theory of computation
1435,Computer-aided software engineering,Theory of computation
1436,Combinatorial optimization,Theory of computation
1437,Robotics,Theory of computation
1438,Computer architecture,Theory of computation
1439,Computational geometry,Theory of computation
1440,Test automation,Theory of computation
1441,Distributed computing,Theory of computation
1442,Network service,Theory of computation
1443,Data-intensive computing,Theory of computation
1444,Knowledge management,Theory of computation
1445,Natural language processing,Theory of computation
1446,Machine learning,Theory of computation
1447,Computer security,Theory of computation
1448,Information retrieval,Theory of computation
1449,Data warehouse,Theory of computation
1450,Graphical model,Theory of computation
1451,Software analytics,Theory of computation
1452,Information security,Theory of computation
1453,System programming,Theory of computation
1454,Data mining,Theory of computation
1455,Cryptography,Theory of computation
1456,Object-oriented programming,Theory of computation
1457,Artificial intelligence,Theory of computation
1458,Theory of computation,Algorithm
1459,Database,Theory of computation
1460,Computer vision,Theory of computation
1461,Wireless network,Theory of computation
1462,Mobile application development,Theory of computation
1463,Algorithm design,Compiler construction
1464,Computer network,Compiler construction
1465,Broadband networks,Compiler construction
1466,Compiler construction,Programming language
1467,Data integration,Compiler construction
1468,Game theory,Compiler construction
1469,Compiler construction,Modeling language
1470,Discrete mathematics,Compiler construction
1471,Microarchitecture,Compiler construction
1472,Distributed object,Compiler construction
1473,Compiler construction,Assembly language
1474,Compiler construction,Software architecture
1475,Software project management,Compiler construction
1476,Internet protocol suite,Compiler construction
1477,Cloud computing,Compiler construction
1478,Object-oriented analysis and design,Compiler construction
1479,Parallel computing,Compiler construction
1480,Analysis of algorithms,Compiler construction
1481,Computational linguistics,Compiler construction
1482,Compiler construction,Object-oriented design
1483,Software engineering,Compiler construction
1484,Social network analysis,Compiler construction
1485,Software metric,Compiler construction
1486,Software testing,Compiler construction
1487,Network security,Compiler construction
1488,Compiler construction,Theory of computation
1489,Computer-aided software engineering,Compiler construction
1490,Combinatorial optimization,Compiler construction
1491,Robotics,Compiler construction
1492,Computer architecture,Compiler construction
1493,Computational geometry,Compiler construction
1494,Test automation,Compiler construction
1495,Distributed computing,Compiler construction
1496,Network service,Compiler construction
1497,Knowledge management,Compiler construction
1498,Natural language processing,Compiler construction
1499,Machine learning,Compiler construction
1500,Compiler construction,Data structure
1501,Computer security,Compiler construction
1502,Information retrieval,Compiler construction
1503,Data warehouse,Compiler construction
1504,Graphical model,Compiler construction
1505,Software analytics,Compiler construction
1506,Information security,Compiler construction
1507,System programming,Compiler construction
1508,Data mining,Compiler construction
1509,Cryptography,Compiler construction
1510,Compiler construction,Object-oriented programming
1511,Artificial intelligence,Compiler construction
1512,Compiler construction,Algorithm
1513,Database,Compiler construction
1514,Computer vision,Compiler construction
1515,Wireless network,Compiler construction
1516,Mobile application development,Compiler construction
1517,Computer-aided software engineering,Algorithm design
1518,Computer-aided software engineering,Computer network
1519,Computer-aided software engineering,Programming language
1520,Computer-aided software engineering,Information management
1521,Computer-aided software engineering,Modeling language
1522,Computer-aided software engineering,Discrete mathematics
1523,Computer-aided software engineering,Operating system
1524,Computer-aided software engineering,Software architecture
1525,Software project management,Computer-aided software engineering
1526,Computer-aided software engineering,Software development
1527,Computer-aided software engineering,Cloud computing
1528,Object-oriented analysis and design,Computer-aided software engineering
1529,Computer-aided software engineering,Parallel computing
1530,Computer-aided software engineering,Analysis of algorithms
1531,Computational linguistics,Computer-aided software engineering
1532,Computer-aided software engineering,Object-oriented design
1533,Computer-aided software engineering,Software engineering
1534,Software metric,Computer-aided software engineering
1535,Computer-aided software engineering,Software testing
1536,Computer-aided software engineering,Network security
1537,Computer-aided software engineering,Computer graphics
1538,Computer-aided software engineering,Theory of computation
1539,Computer-aided software engineering,Compiler construction
1540,Computer-aided software engineering,Computer architecture
1541,Computer-aided software engineering,Computational geometry
1542,Test automation,Computer-aided software engineering
1543,Computer-aided software engineering,Distributed computing
1544,Computer-aided software engineering,Network service
1545,Computer-aided software engineering,Knowledge management
1546,Computer-aided software engineering,Natural language processing
1547,Computer-aided software engineering,Machine learning
1548,Computer-aided software engineering,Data structure
1549,Computer-aided software engineering,Computer security
1550,Computer-aided software engineering,Information retrieval
1551,Computer-aided software engineering,Data warehouse
1552,Software analytics,Computer-aided software engineering
1553,Computer-aided software engineering,Information security
1554,Computer-aided software engineering,Data mining
1555,Computer-aided software engineering,Cryptography
1556,Computer-aided software engineering,Object-oriented programming
1557,Computer-aided software engineering,Artificial intelligence
1558,Computer-aided software engineering,Algorithm
1559,Computer-aided software engineering,Database
1560,Computer-aided software engineering,Computer vision
1561,Mobile application development,Computer-aided software engineering
1562,Combinatorial optimization,Algorithm design
1563,Combinatorial optimization,Computer network
1564,Broadband networks,Combinatorial optimization
1565,Combinatorial optimization,Programming language
1566,Combinatorial optimization,Game theory
1567,Combinatorial optimization,Modeling language
1568,Combinatorial optimization,Discrete mathematics
1569,Distributed object,Combinatorial optimization
1570,Combinatorial optimization,Operating system
1571,Combinatorial optimization,Software architecture
1572,Combinatorial optimization,Software project management
1573,Combinatorial optimization,Software development
1574,Internet protocol suite,Combinatorial optimization
1575,Cloud computing,Combinatorial optimization
1576,Combinatorial optimization,Parallel computing
1577,Combinatorial optimization,Analysis of algorithms
1578,Combinatorial optimization,Computational linguistics
1579,Combinatorial optimization,Software engineering
1580,Social network analysis,Combinatorial optimization
1581,Combinatorial optimization,Software testing
1582,Combinatorial optimization,Network security
1583,Combinatorial optimization,Computer graphics
1584,Combinatorial optimization,Theory of computation
1585,Combinatorial optimization,Compiler construction
1586,Combinatorial optimization,Robotics
1587,Combinatorial optimization,Computer architecture
1588,Combinatorial optimization,Computational geometry
1589,Combinatorial optimization,Distributed computing
1590,Combinatorial optimization,Network service
1591,Knowledge management,Combinatorial optimization
1592,Combinatorial optimization,Natural language processing
1593,Combinatorial optimization,Machine learning
1594,Combinatorial optimization,Data structure
1595,Combinatorial optimization,Computer security
1596,Combinatorial optimization,Information retrieval
1597,Combinatorial optimization,Graphical model
1598,Combinatorial optimization,Information security
1599,Combinatorial optimization,Data mining
1600,Combinatorial optimization,Cryptography
1601,Combinatorial optimization,Object-oriented programming
1602,Combinatorial optimization,Artificial intelligence
1603,Combinatorial optimization,Algorithm
1604,Combinatorial optimization,Database
1605,Combinatorial optimization,Computer vision
1606,Wireless network,Combinatorial optimization
1607,Robotics,Algorithm design
1608,Robotics,Computer network
1609,Robotics,Programming language
1610,Robotics,Game theory
1611,Robotics,Modeling language
1612,Robotics,Discrete mathematics
1613,Robotics,Operating system
1614,Software architecture,Robotics
1615,Software project management,Robotics
1616,Robotics,Software development
1617,Cloud computing,Robotics
1618,Object-oriented analysis and design,Robotics
1619,Robotics,Parallel computing
1620,Robotics,Analysis of algorithms
1621,Computational linguistics,Robotics
1622,Robotics,Software engineering
1623,Software metric,Robotics
1624,Software testing,Robotics
1625,Robotics,Network security
1626,Robotics,Computer graphics
1627,Robotics,Theory of computation
1628,Robotics,Compiler construction
1629,Combinatorial optimization,Robotics
1630,Robotics,Computer architecture
1631,Robotics,Computational geometry
1632,Test automation,Robotics
1633,Robotics,Distributed computing
1634,Robotics,Network service
1635,Robotics,Natural language processing
1636,Robotics,Machine learning
1637,Robotics,Computer security
1638,Robotics,Information retrieval
1639,Software analytics,Robotics
1640,Robotics,Information security
1641,Robotics,Data mining
1642,Robotics,Cryptography
1643,Object-oriented programming,Robotics
1644,Robotics,Artificial intelligence
1645,Robotics,Algorithm
1646,Robotics,Database
1647,Robotics,Computer vision
1648,Computer architecture,Algorithm design
1649,Computer architecture,Computer network
1650,Broadband networks,Computer architecture
1651,Computer architecture,Programming language
1652,Computer architecture,Information management
1653,Data integration,Computer architecture
1654,Game theory,Computer architecture
1655,Modeling language,Computer architecture
1656,Computer architecture,Discrete mathematics
1657,Microarchitecture,Computer architecture
1658,Translator (computing),Computer architecture
1659,Distributed object,Computer architecture
1660,Assembly language,Computer architecture
1661,Software architecture,Computer architecture
1662,Software project management,Computer architecture
1663,Computer architecture,Software development
1664,Internet protocol suite,Computer architecture
1665,Cloud computing,Computer architecture
1666,Object-oriented analysis and design,Computer architecture
1667,Computer architecture,Parallel computing
1668,Computational linguistics,Computer architecture
1669,Computer architecture,Object-oriented design
1670,Software engineering,Computer architecture
1671,Social network analysis,Computer architecture
1672,Software metric,Computer architecture
1673,Software testing,Computer architecture
1674,Network security,Computer architecture
1675,Computer architecture,Computer graphics
1676,Computer architecture,Theory of computation
1677,Computer architecture,Compiler construction
1678,Computer-aided software engineering,Computer architecture
1679,Combinatorial optimization,Computer architecture
1680,Robotics,Computer architecture
1681,Computer architecture,Computational geometry
1682,Test automation,Computer architecture
1683,Distributed computing,Computer architecture
1684,Network service,Computer architecture
1685,Data-intensive computing,Computer architecture
1686,Knowledge management,Computer architecture
1687,Natural language processing,Computer architecture
1688,Computer architecture,Machine learning
1689,Data structure,Computer architecture
1690,Computer architecture,Computer security
1691,Information retrieval,Computer architecture
1692,Data warehouse,Computer architecture
1693,Graphical model,Computer architecture
1694,Software analytics,Computer architecture
1695,System programming,Computer architecture
1696,Cryptography,Computer architecture
1697,Object-oriented programming,Computer architecture
1698,Computer architecture,Artificial intelligence
1699,Computer architecture,Algorithm
1700,Computer architecture,Database
1701,Computer architecture,Computer vision
1702,Wireless network,Computer architecture
1703,Mobile application development,Computer architecture
1704,Algorithm design,Computational geometry
1705,Computational geometry,Computer network
1706,Broadband networks,Computational geometry
1707,Computational geometry,Programming language
1708,Computational geometry,Information management
1709,Data integration,Computational geometry
1710,Game theory,Computational geometry
1711,Computational geometry,Modeling language
1712,Discrete mathematics,Computational geometry
1713,Microarchitecture,Computational geometry
1714,Computational geometry,Translator (computing)
1715,Distributed object,Computational geometry
1716,Assembly language,Computational geometry
1717,Software architecture,Computational geometry
1718,Software project management,Computational geometry
1719,Internet protocol suite,Computational geometry
1720,Cloud computing,Computational geometry
1721,Object-oriented analysis and design,Computational geometry
1722,Parallel computing,Computational geometry
1723,Analysis of algorithms,Computational geometry
1724,Computational linguistics,Computational geometry
1725,Computational geometry,Object-oriented design
1726,Software engineering,Computational geometry
1727,Social network analysis,Computational geometry
1728,Software metric,Computational geometry
1729,Software testing,Computational geometry
1730,Network security,Computational geometry
1731,Computer graphics,Computational geometry
1732,Computational geometry,Theory of computation
1733,Computational geometry,Compiler construction
1734,Computer-aided software engineering,Computational geometry
1735,Combinatorial optimization,Computational geometry
1736,Robotics,Computational geometry
1737,Computer architecture,Computational geometry
1738,Test automation,Computational geometry
1739,Distributed computing,Computational geometry
1740,Network service,Computational geometry
1741,Data-intensive computing,Computational geometry
1742,Knowledge management,Computational geometry
1743,Natural language processing,Computational geometry
1744,Machine learning,Computational geometry
1745,Data structure,Computational geometry
1746,Computer security,Computational geometry
1747,Information retrieval,Computational geometry
1748,Data warehouse,Computational geometry
1749,Graphical model,Computational geometry
1750,Software analytics,Computational geometry
1751,Information security,Computational geometry
1752,System programming,Computational geometry
1753,Data mining,Computational geometry
1754,Cryptography,Computational geometry
1755,Object-oriented programming,Computational geometry
1756,Computational geometry,Algorithm
1757,Computational geometry,Database
1758,Computer vision,Computational geometry
1759,Wireless network,Computational geometry
1760,Mobile application development,Computational geometry
1761,Test automation,Algorithm design
1762,Test automation,Computer network
1763,Test automation,Programming language
1764,Test automation,Modeling language
1765,Test automation,Discrete mathematics
1766,Test automation,Assembly language
1767,Test automation,Operating system
1768,Test automation,Software architecture
1769,Test automation,Software project management
1770,Test automation,Software development
1771,Test automation,Cloud computing
1772,Object-oriented analysis and design,Test automation
1773,Test automation,Parallel computing
1774,Test automation,Analysis of algorithms
1775,Test automation,Object-oriented design
1776,Test automation,Software engineering
1777,Software metric,Test automation
1778,Test automation,Software testing
1779,Test automation,Network security
1780,Test automation,Computer graphics
1781,Test automation,Theory of computation
1782,Test automation,Compiler construction
1783,Test automation,Computer-aided software engineering
1784,Test automation,Robotics
1785,Test automation,Computer architecture
1786,Test automation,Computational geometry
1787,Test automation,Distributed computing
1788,Test automation,Network service
1789,Test automation,Natural language processing
1790,Test automation,Machine learning
1791,Test automation,Data structure
1792,Test automation,Computer security
1793,Test automation,Information retrieval
1794,Test automation,Information security
1795,Test automation,Data mining
1796,Test automation,Cryptography
1797,Test automation,Object-oriented programming
1798,Test automation,Artificial intelligence
