,topic_a,topic_b,ground_truth,estimated
592,Cloud computing,Wireless network,0,0.4
593,Translator (computing),Computational geometry,0,0.0
594,Computational linguistics,Theory of computation,0,0.6153846153846154
595,Information security,Software development,0,0.06545454545454549
596,Object-oriented design,Translator (computing),0,0.0
597,Data-intensive computing,Assembly language,0,0.0
598,Parallel computing,Computer architecture,0,-0.3849206349206349
599,Software metric,Parallel processing (DSP implementation),0,0.0
600,Mobile app development,Translator (computing),0,0.0
601,Parallel processing (DSP implementation),Object-oriented programming,0,0.0
602,Software analytics,Robotics,0,0.2
603,Data-intensive computing,Software architecture,0,0.4
604,Software project management,Object-oriented analysis and design,0,-0.5
605,Software project management,Test automation,0,-0.5
606,Social network analysis,Computer graphics,0,0.5
607,Data structure,Object-oriented programming,0,0.3589743589743589
608,Compiler,Data mining,0,-0.14285714285714285
609,Parallel processing (DSP implementation),Data-intensive computing,0,0.0
610,Computer-aided software engineering,Robotics,0,0.0
611,Software development,Cryptography,0,-0.26515151515151514
612,Information retrieval,Object-oriented design,0,0.0
613,Machine learning,Translator (computing),0,-0.3333333333333333
614,Object-oriented design,Wireless network,0,0.0
615,Analysis of algorithms,Object-oriented analysis and design,0,-0.375
616,Wireless network,Object-oriented design,0,0.0
617,Database,Graphical model,0,-0.5698924731182795
618,Data warehouse,Data structure,0,0.08333333333333334
619,Parallel computing,Information security,0,-0.26666666666666666
620,Data mining,Combinatorial optimization,0,-0.7142857142857143
621,Mobile app development,Computational geometry,0,0.0
622,Parallel processing (DSP implementation),Robotics,0,0.0
623,Assembly language,Cryptography,0,0.3333333333333333
624,Discrete mathematics,Software engineering,0,-0.21875
625,Game theory,Parallel processing (DSP implementation),0,0.0
626,Test automation,Computer security,0,0.6666666666666666
627,Software analytics,Artificial intelligence,0,0.8
628,Computer security,Information retrieval,0,-0.4814814814814815
629,Knowledge management,Assembly language,0,0.0
630,Data mining,Software architecture,0,-0.10714285714285712
631,Combinatorial optimization,Data integration,0,0.0
632,Assembly language,Internet protocol suite,0,0.0
633,Internet protocol suite,Computer security,0,0.962962962962963
634,Distributed object,Programming language,0,0.25
635,Computer network,Network service,0,-0.26373626373626374
636,Software quality management,Parallel processing (DSP implementation),0,0.0
637,Systems programming,Software engineering,0,0.0
638,Data warehouse,Translator (computing),0,0.0
639,Computational geometry,Software analytics,0,-0.8
640,Distributed computing,Software project management,0,-0.6666666666666667
641,Cryptography,Modeling language,0,0.4642857142857143
642,Computer graphics,Software quality management,0,0.0
643,Software testing,Broadband networks,0,0.0
644,Graphical model,Combinatorial optimization,0,-0.25
645,Network service,Computer architecture,0,0.06868131868131871
646,Distributed computing,Wireless network,0,-0.8888888888888888
647,Cryptography,Information management,0,0.0
648,Assembly language,Data warehouse,0,-0.25
649,Data warehouse,Computer security,0,0.42592592592592593
650,Test automation,Social network analysis,0,0.0
651,Software engineering,Network security,0,0.1875
652,Microarchitecture,Natural language processing,0,0.3333333333333333
653,Software analytics,Parallel processing (DSP implementation),0,0.0
654,Graphical model,Data integration,0,0.0
655,Data structure,Social network analysis,0,-0.25
656,Object-oriented design,Broadband networks,0,0.0
657,Information retrieval,Distributed computing,0,0.4444444444444444
658,Computational geometry,Object-oriented programming,0,-0.12912087912087913
659,Computational linguistics,Graphical model,0,-0.21794871794871792
660,Microarchitecture,Computer graphics,0,0.6666666666666666
661,Distributed object,Wireless network,0,0.25
662,Information security,Parallel computing,0,0.26666666666666666
663,Robotics,Mobile app development,0,0.0
664,Knowledge management,Wireless network,0,0.0
665,Parallel computing,Information management,0,0.0
666,Test automation,Cryptography,0,0.6666666666666666
667,Information security,Mobile app development,0,0.0
668,Information management,Software metric,0,0.0
669,Computer graphics,Systems programming,0,-1.0
670,Programming language,Software development,0,-0.4204545454545454
671,Data-intensive computing,Theory of computation,0,0.0
