,topic_a,topic_b,ground_truth,estimated
538,Probability theory,Abstract algebra,0,0.051136363636363646
539,Statistics,Lie theory,0,-0.6666666666666666
540,Primality test,Statistics,0,0.26436781609195403
541,Lie theory,Group theory,0,0.23333333333333334
542,Differentiable manifold,Computability theory,0,0.0
543,Operations research,Graph theory,0,0.3229166666666667
544,Mathematical logic,Analytic number theory,0,0.01666666666666672
545,Von Neumann algebra,Stochastic process,0,0.4
546,Complex analysis,Linear programming,0,-0.3333333333333333
547,Von Neumann algebra,Linear programming,0,0.0
548,Differential geometry,Group theory,0,-0.3181818181818182
549,Dynamical system,Combinatorics,0,0.24509803921568624
550,Topology,Topological space,0,-0.5524193548387097
551,Partial differential equation,Mathematical optimization,0,0.24019607843137256
552,Special relativity,Statistics,0,0.5977011494252873
553,Graph theory,Approximation theory,0,0.13333333333333333
554,Operations research,Ergodic theory,0,-0.44375
555,K-theory,Field (mathematics),0,0.175
556,Real analysis,Matrix (mathematics),0,-0.5583333333333333
557,Abstract algebra,Set theory,0,-0.1525600835945663
558,Finite element method,Algebra,0,0.4831932773109243
559,Mathematical optimization,Primality test,0,-0.2745098039215686
560,Matrix (mathematics),Mathematical logic,0,0.5208333333333334
561,Topology,Complex analysis,0,0.13824884792626735
562,Approximation theory,Linear programming,0,-0.16666666666666666
563,Discrete mathematics,Vector calculus,0,-0.5459459459459459
564,Statistics,Combinatorics,0,0.10649087221095332
565,Partial differential equation,Computability theory,0,-0.23333333333333336
566,Lie theory,Coding theory,0,0.0
567,Ergodic theory,Matrix (mathematics),0,-0.125
568,Multiscale modeling,Combinatorics,0,0.5
569,Number theory,Topology,0,0.009072580645161255
570,Special relativity,Metric (mathematics),0,-0.3333333333333333
571,Analytic number theory,Differential topology,0,0.4166666666666667
572,Trigonometry,Matrix (mathematics),0,0.1724137931034483
573,Linear algebra,Multiscale modeling,0,-0.5
574,Linear programming,Differentiable manifold,0,0.0
575,Mathematical analysis,Mathematical model,0,-0.39473684210526316
576,Analytic number theory,Analytical mechanics,0,-0.25
577,Multivariable calculus,Metric (mathematics),0,-0.16666666666666666
578,Multivariable calculus,Algebraic number theory,0,0.25
579,Factorization,Topology,0,0.21774193548387097
580,Ergodic theory,Operations research,0,0.44375
581,Partial differential equation,Differential equation,0,0.5104166666666666
582,C*-algebra,Coding theory,0,0.0
583,Real analysis,Metric (mathematics),0,-0.23333333333333334
584,Commutative algebra,General relativity,0,0.0
585,Partial differential equation,Primality test,0,0.0
586,Real analysis,Number theory,0,-0.05208333333333337
587,Linear algebra,Topological space,0,-0.2142857142857143
588,Set theory,Metric (mathematics),0,-0.5287356321839081
589,Mathematical statistics,Finite element method,0,-0.5024630541871921
590,Field (mathematics),Discrete mathematics,0,0.3171171171171171
591,Vector calculus,Coding theory,0,0.0
592,General relativity,Metric (mathematics),0,-0.5
593,Wavelet,Discrete mathematics,0,0.4189189189189189
594,Partial differential equation,Set theory,0,0.27873563218390807
595,Orthogonal polynomials,Set theory,0,0.0
596,Discrete mathematics,Mathematical analysis,0,0.096728307254623
597,Primality test,Calculus,0,0.2708333333333333
598,Operations research,Real analysis,0,0.55
599,Multiscale modeling,Calculus,0,0.5
600,Partial differential equation,Commutative algebra,0,0.0
601,Metric (mathematics),Probability theory,0,0.375
602,Mathematical analysis,Ordinary differential equation,0,-0.46616541353383456
603,Linear algebra,Topology,0,0.0728110599078341
604,Approximation theory,Commutative algebra,0,0.0
605,Analytic geometry,Differentiable manifold,0,0.2666666666666666
606,Matrix (mathematics),Vector calculus,0,-0.4
607,Mathematical logic,Analytical mechanics,0,-0.21666666666666667
608,Probability theory,Complex analysis,0,0.1473214285714286
609,Discrete mathematics,K-theory,0,-0.2939189189189189
610,Multiscale modeling,Differential geometry,0,0.5
611,Numerical analysis,Linear programming,0,-0.3611111111111111
612,Vector calculus,Orthogonal polynomials,0,0.0
613,Abstract algebra,Primality test,0,-0.2727272727272727
614,Mathematical optimization,Mathematical analysis,0,0.1826625386996904
615,Finite element method,Coding theory,0,0.0
616,Coding theory,Linear programming,0,0.0
617,Commutative algebra,Finite element method,0,0.0
618,Numerical linear algebra,C*-algebra,0,-0.1333333333333333
619,Topological space,Lie theory,0,-0.3333333333333333
620,Combinatorics,Algebra,0,-0.05882352941176472
621,Linear algebra,Differential geometry,0,0.10822510822510822
622,Functional analysis,Fourier analysis,0,-0.4666666666666666
623,Differentiable manifold,Graph theory,0,0.36666666666666664
624,Differential equation,Mathematical optimization,0,-0.11213235294117652
625,Differentiable manifold,Von Neumann algebra,0,0.2
626,Ordinary differential equation,Group theory,0,0.07142857142857142
627,Analytic geometry,Vector calculus,0,-0.26666666666666666
628,Commutative algebra,Analytical mechanics,0,0.0
629,Group theory,Stochastic process,0,-0.14285714285714285
630,Operations research,Algebraic topology,0,0.6875
631,Complex analysis,K-theory,0,-0.375
632,Functional analysis,Statistics,0,-0.056321839080459846
633,Computability theory,Commutative algebra,0,0.0
634,Stochastic process,General relativity,0,0.14285714285714285
635,Trigonometry,Abstract algebra,0,0.7586206896551724
636,Mathematical logic,Fourier analysis,0,-0.4333333333333333
637,Differentiable manifold,Partial differential equation,0,-0.1333333333333333
638,Discrete mathematics,Metric (mathematics),0,-0.33783783783783783
639,Mathematical optimization,Fourier analysis,0,-0.46078431372549017
640,Differential geometry,Primality test,0,-0.2727272727272727
641,Topological space,Differential geometry,0,0.44696969696969696
642,Stochastic process,Algebra,0,0.6148459383753501
643,Mathematical logic,Partial differential equation,0,-0.25
644,Von Neumann algebra,Graph theory,0,0.4
645,Abstract algebra,Topological space,0,-0.23106060606060608
646,Complex analysis,Algebraic topology,0,0.14285714285714285
647,Field (mathematics),Calculus,0,0.21666666666666667
648,Mathematical model,General relativity,0,0.5
649,Graph theory,Abstract algebra,0,0.16060606060606064
650,General relativity,Approximation theory,0,0.0
651,Real analysis,Functional analysis,0,-0.19999999999999996
652,Complex analysis,Set theory,0,-0.2216748768472907
653,Differential equation,Wavelet,0,-0.9375
654,Partial differential equation,K-theory,0,-0.125
655,Fourier analysis,Differential equation,0,0.41666666666666663
656,Mathematical optimization,Metric (mathematics),0,-0.3529411764705882
657,Approximation theory,Stochastic process,0,-0.14285714285714285
