,topic_a,topic_b,ground_truth,estimated
518,Mathematical analysis,Number theory,0,-0.07218265429678006
519,Calculus,Real analysis,0,0.3816370651118327
520,Analytical mechanics,Set theory,0,0.17514916205118464
521,Fourier series,Set theory,0,-0.10559546689035541
522,Metric (mathematics),Topological space,0,-0.3461572880215967
523,K-theory,Analytic number theory,0,0.112137278976518
524,Multivariable calculus,Stochastic process,0,-0.005753004946877194
525,Complex analysis,Graph theory,0,-0.6514661906509958
526,Coding theory,Complex analysis,0,0.9484960134603049
527,Ergodic theory,Mathematical logic,0,0.23588229462879065
528,Approximation theory,Discrete mathematics,0,-0.03842640612111376
529,Finite element method,Mathematical statistics,0,0.06051418869498851
530,Field (mathematics),Numerical analysis,0,0.4801034012086791
531,Operations research,Primality test,0,0.013050062096010277
532,Primality test,Differential geometry,0,0.005941491132905739
533,Von Neumann algebra,Numerical linear algebra,0,0.0
534,Real analysis,Abstract algebra,0,-0.3507873012448306
535,Mathematical analysis,Special relativity,0,0.06060740034240103
536,Complex analysis,Functional analysis,0,-0.6295649319583848
537,Differentiable manifold,Topology,0,0.11317921992641977
538,Probability theory,Abstract algebra,0,0.055954860483817814
539,Statistics,Lie theory,0,-0.8815374092302191
540,Primality test,Statistics,0,0.012574139084511885
541,Lie theory,Group theory,0,0.24537723551345295
542,Differentiable manifold,Computability theory,0,0.0
543,Operations research,Graph theory,0,0.11197794116397047
544,Mathematical logic,Analytic number theory,0,-0.17384848706042144
545,Von Neumann algebra,Stochastic process,0,0.012889751749610144
546,Complex analysis,Linear programming,0,-0.035629956173243015
547,Von Neumann algebra,Linear programming,0,0.0
548,Differential geometry,Group theory,0,-0.5787064703097476
549,Dynamical system,Combinatorics,0,-0.48435642650099386
550,Topology,Topological space,0,0.5566370680329065
551,Partial differential equation,Mathematical optimization,0,0.4001372043960293
552,Special relativity,Statistics,0,0.002339044158568354
553,Graph theory,Approximation theory,0,0.1272654678317571
554,Operations research,Ergodic theory,0,-0.07136490971858434
555,K-theory,Field (mathematics),0,-0.37449090623923253
556,Real analysis,Matrix (mathematics),0,-0.7003796245074266
557,Abstract algebra,Set theory,0,-0.34035622764007567
558,Finite element method,Algebra,0,0.07055484070895215
559,Mathematical optimization,Primality test,0,0.00463972110496437
560,Matrix (mathematics),Mathematical logic,0,0.6142005239087449
561,Topology,Complex analysis,0,0.48076509351408847
562,Approximation theory,Linear programming,0,-0.005244166958145724
563,Discrete mathematics,Vector calculus,0,-0.17088972899324156
564,Statistics,Combinatorics,0,0.19667800039293015
565,Partial differential equation,Computability theory,0,-0.15679121506452748
566,Lie theory,Coding theory,0,0.011019379137440723
567,Ergodic theory,Matrix (mathematics),0,0.04831267406044405
568,Multiscale modeling,Combinatorics,0,1.0
569,Number theory,Topology,0,-0.2252493610353103
570,Special relativity,Metric (mathematics),0,-0.2145578283745421
571,Analytic number theory,Differential topology,0,0.18506025704128515
572,Trigonometry,Matrix (mathematics),0,0.11913776487769187
573,Linear algebra,Multiscale modeling,0,-1.0
574,Linear programming,Differentiable manifold,0,0.0
575,Mathematical analysis,Mathematical model,0,-0.3698757167381911
576,Analytic number theory,Analytical mechanics,0,-0.17514916205118464
577,Multivariable calculus,Metric (mathematics),0,-0.06691821079310491
578,Multivariable calculus,Algebraic number theory,0,0.6804626745886149
579,Factorization,Topology,0,0.028761420855176644
580,Ergodic theory,Operations research,0,0.07136490971858434
581,Partial differential equation,Differential equation,0,0.033156596427197094
582,C*-algebra,Coding theory,0,-1.0
583,Real analysis,Metric (mathematics),0,-0.18413358227179394
584,Commutative algebra,General relativity,0,0.0
585,Partial differential equation,Primality test,0,0.0
586,Real analysis,Number theory,0,-0.14469058826482417
587,Linear algebra,Topological space,0,-0.31893152298947625
588,Set theory,Metric (mathematics),0,-0.6589655262701792
589,Mathematical statistics,Finite element method,0,-0.06051418869498851
590,Field (mathematics),Discrete mathematics,0,0.4916545247177007
591,Vector calculus,Coding theory,0,0.0
592,General relativity,Metric (mathematics),0,-0.35496615730116193
593,Wavelet,Discrete mathematics,0,-0.02406148230854219
594,Partial differential equation,Set theory,0,0.4737390439309853
595,Orthogonal polynomials,Set theory,0,-0.034272359841437804
596,Discrete mathematics,Mathematical analysis,0,0.1924512934532091
597,Primality test,Calculus,0,0.011777525327896422
598,Operations research,Real analysis,0,0.4379171544274072
599,Multiscale modeling,Calculus,0,1.0
600,Partial differential equation,Commutative algebra,0,0.0
601,Metric (mathematics),Probability theory,0,0.40668483051578747
602,Mathematical analysis,Ordinary differential equation,0,-0.6332014358151933
603,Linear algebra,Topology,0,0.12391477789752281
604,Approximation theory,Commutative algebra,0,0.0
605,Analytic geometry,Differentiable manifold,0,-0.3921654303957861
606,Matrix (mathematics),Vector calculus,0,-0.024146816441452622
607,Mathematical logic,Analytical mechanics,0,-0.17514916205118464
608,Probability theory,Complex analysis,0,0.4908083798069265
609,Discrete mathematics,K-theory,0,-0.09799800750416615
610,Multiscale modeling,Differential geometry,0,1.0
611,Numerical analysis,Linear programming,0,0.16742315590575144
612,Vector calculus,Orthogonal polynomials,0,0.0
613,Abstract algebra,Primality test,0,0.018396396438707184
614,Mathematical optimization,Mathematical analysis,0,-0.03271706251623563
615,Finite element method,Coding theory,0,0.0
616,Coding theory,Linear programming,0,0.0
617,Commutative algebra,Finite element method,0,-0.012531642400393395
618,Numerical linear algebra,C*-algebra,0,0.307747791150682
619,Topological space,Lie theory,0,-0.23261257131978558
620,Combinatorics,Algebra,0,-0.0651454865651927
621,Linear algebra,Differential geometry,0,0.20883386076545396
622,Functional analysis,Fourier analysis,0,-0.05280903617081474
623,Differentiable manifold,Graph theory,0,0.5228323699986362
624,Differential equation,Mathematical optimization,0,-0.34089663957529004
625,Differentiable manifold,Von Neumann algebra,0,0.14268700638589477
626,Ordinary differential equation,Group theory,0,0.014100022465402262
627,Analytic geometry,Vector calculus,0,-0.07168050946242846
628,Commutative algebra,Analytical mechanics,0,0.0
629,Group theory,Stochastic process,0,0.006787075731719359
630,Operations research,Algebraic topology,0,0.45371763208875415
631,Complex analysis,K-theory,0,-0.11841044514765249
632,Functional analysis,Statistics,0,-0.17508849224509393
633,Computability theory,Commutative algebra,0,0.0
634,Stochastic process,General relativity,0,0.0653681743552722
635,Trigonometry,Abstract algebra,0,0.7674867473345629
636,Mathematical logic,Fourier analysis,0,-0.0026091726269399235
637,Differentiable manifold,Partial differential equation,0,0.0717974372992222
638,Discrete mathematics,Metric (mathematics),0,-0.35094351330133167
639,Mathematical optimization,Fourier analysis,0,-0.030532907810742776
640,Differential geometry,Primality test,0,-0.005941491132905739
641,Topological space,Differential geometry,0,0.668500847314685
642,Stochastic process,Algebra,0,0.1804053181564673
643,Mathematical logic,Partial differential equation,0,-0.4257291089626485
644,Von Neumann algebra,Graph theory,0,0.0
645,Abstract algebra,Topological space,0,-0.18527110142772996
646,Complex analysis,Algebraic topology,0,-0.33737195220094807
647,Field (mathematics),Calculus,0,0.5410290226411892
648,Mathematical model,General relativity,0,0.3482241056541102
649,Graph theory,Abstract algebra,0,0.2923068800201437
650,General relativity,Approximation theory,0,0.0
651,Real analysis,Functional analysis,0,-0.1189488548161175
652,Complex analysis,Set theory,0,-0.7555814668549016
653,Differential equation,Wavelet,0,0.00537263840362176
654,Partial differential equation,K-theory,0,-0.00670743204751227
655,Fourier analysis,Differential equation,0,-0.22983344286979723
656,Mathematical optimization,Metric (mathematics),0,-0.4104448276761926
657,Approximation theory,Stochastic process,0,-0.836042392491763
