,Unnamed: 0,topic_a,topic_b,relation,tfidf_score,wiki_tfidf_score
424,424,Position (vector),Electric potential,0,0.04488863671876762,0.0
425,425,Diffraction,Transverse wave,0,0.0,0.0
426,426,Dielectric,Reflection (physics),0,0.1512972697129779,0.0
427,427,Interference (wave propagation),Energy,0,0.11529827246263474,0.11529827246263474
428,428,Force,Inelastic collision,0,0.0,0.0
429,429,Mirror image,Physics,1,1.0,1.0
430,430,Energy,Electromagnetic radiation,0,0.0539122517117712,0.0539122517117712
431,431,Magnetism,Field (physics),0,0.2688449339619404,0.0
432,432,Friction,Deformation (engineering),0,0.0,0.0
433,433,Temperature,Velocity,0,0.0,0.0
434,434,Elasticity (physics),Strength of materials,0,0.11306623774040228,0.0
435,435,Gravity of Earth,Motion,1,0.08113415695920606,0.08113415695920606
436,436,Displacement (vector),Position (vector),1,0.2189630705226948,0.0
437,437,Intensity (physics),Power (physics),1,0.18914855102959527,0.0
438,438,Physics,Motion graphs and derivatives,0,0.0,0.0
439,439,Magnetic field,Physics,1,1.0,1.0
440,440,Curved mirror,Geometrical optics,0,0.02789266890328676,0.0
441,441,Interference (wave propagation),Standing wave,0,0.32211722720869584,0.0
442,442,Physics,Elastic collision,0,0.0,0.0
443,443,Speed,Inelastic collision,0,0.0,0.0
444,444,Energy,Mirror image,0,0.0310403873492016,0.0
445,445,Wave,Dispersion (optics),0,0.0,0.0
446,446,Distance,Physics,0,1.0,1.0
447,447,Force,Fatigue (material),0,0.0660977165410794,0.0
448,448,Mass,Collision,0,0.04596188526032614,0.0
449,449,Electromotive force,Magnetic field,1,0.2133508762950112,0.2133508762950112
450,450,Electromagnetic radiation,Energy,1,0.13686405428787266,0.13686405428787266
451,451,Normal force,Physics,1,1.0,1.0
452,452,Electric field,Wave,0,0.11529827246263474,0.11529827246263474
453,453,Speed,Refraction,0,0.054899148050117995,0.0
454,454,Gravity of Earth,Newton's law of universal gravitation,0,0.08534035051800448,0.08534035051800448
455,455,Refraction,Snell's law,0,0.22290490011160147,0.22290490011160147
456,456,Dielectric,Energy,1,0.27342795534473746,0.27342795534473746
457,457,Sound intensity,Velocity,0,0.14604335349737355,0.14604335349737355
458,458,Electromagnetic radiation,Transverse wave,0,0.0,0.0
459,459,Gravitational field,Mass,1,0.4832095168719902,0.4832095168719902
460,460,Magnification,Virtual image,0,0.13977250443792533,0.13977250443792533
461,461,Motion,Force,0,0.02885510883249057,0.02885510883249057
462,462,Dielectric,Physics,1,1.0,1.0
463,463,Mass,Gravity of Earth,0,0.08534035051800448,0.0
464,464,Voltmeter,Voltage,1,0.3554671260957624,0.3554671260957624
465,465,Transmission medium,Electromagnetic spectrum,0,0.05304416529970495,0.0
466,466,Shock wave,Velocity,0,0.4722445535461659,0.4722445535461659
467,467,Electric field,Electric potential,0,0.06633556835756386,0.06633556835756386
468,468,Position (vector),Electric potential energy,0,0.009412753430553405,0.0
469,469,Hertz,Kilogram,0,0.0,0.0
470,470,Electron,Field (physics),0,0.014858816040758225,0.0
471,471,Joule,Velocity,0,0.0,0.0
472,472,Insulator (electricity),Dielectric,0,0.053770797701070766,0.053770797701070766
473,473,Mass,Velocity,0,0.0953929276492407,0.0953929276492407
474,474,Force,Le Sage's theory of gravitation,0,0.06437310922694303,0.0
475,475,Force,Direction (geometry),0,0.060099307669666535,0.0
476,476,Inelastic collision,Mass,1,0.09127779903291916,0.09127779903291916
477,477,Electromagnetic spectrum,Coulomb's law,1,0.2104595126010915,0.0
478,478,Doppler effect,Relative velocity,1,0.0,0.0
479,479,Snell's law,Wavelength,1,0.021600545685524344,0.021600545685524344
480,480,Speed,Dielectric,0,0.03807464197197983,0.0
481,481,Magnet,Force,0,0.13067323447613086,0.13067323447613086
482,482,Physics,Energy,0,0.0,0.0
483,483,Mass,Absorption spectroscopy,0,0.0,0.0
484,484,Acceleration,Energy,0,0.12351146362564115,0.12351146362564115
485,485,Joule,Torque,0,0.0,0.0
486,486,Sound intensity,Physics,1,1.0,0.0
487,487,Scalar multiplication,Scalar (mathematics),1,0.5962057978077544,0.0
488,488,Velocity,Length,0,0.09398200059283736,0.0
489,489,Velocity,Mechanical energy,0,0.08113415695920606,0.0
490,490,Amplitude,Electromagnetic spectrum,0,0.05304416529970495,0.0
491,491,Standing wave,Amplitude,1,0.11728638645398448,0.11728638645398448
492,492,Electron,Dielectric,0,0.053770797701070766,0.053770797701070766
493,493,Refracting telescope,Refraction,1,0.4923722340089823,0.4923722340089823
494,494,Dispersion (optics),Refracting telescope,0,0.11642531754888755,0.0
495,495,Voltage,Power (physics),0,0.026264943141632125,0.0
496,496,Equations of motion,Length,0,0.09398200059283736,0.09398200059283736
497,497,Electric current,Electrical resistance and conductance,0,0.03809837076696628,0.0
498,498,Emission spectrum,Electric current,1,0.08762668707160241,0.0
499,499,Amplitude,Electrical resistance and conductance,0,0.08534035051800448,0.0
500,500,Distance,Equations of motion,0,0.007978187463776761,0.0
501,501,Absorption spectroscopy,Electromagnetic spectrum,0,0.05304416529970495,0.05304416529970495
502,502,Electrical resistance and conductance,Ohm's law,1,0.08153563898784008,0.08153563898784008
503,503,Motion,Power (physics),0,0.02298066507836205,0.0
504,504,Le Sage's theory of gravitation,Mass,1,0.07684065711725838,0.07684065711725838
505,505,Wavelength,Doppler effect,0,0.10129536716149376,0.0
506,506,Wave,Length,0,0.07225781327248927,0.07225781327248927
507,507,Normal force,Force,1,0.4794387313706125,0.4794387313706125
508,508,Telescope,Electromagnetic radiation,0,0.0539122517117712,0.0539122517117712
509,509,Curved mirror,Reflection (physics),0,0.2374747788945221,0.0
510,510,Voltage,Coulomb,0,0.02019988652344543,0.02019988652344543
511,511,Friction,Normal force,0,0.0,0.0
512,512,Physics,Hardness,0,0.0,0.0
513,513,Euclidean vector,Inertial frame of reference,0,0.04039977304689086,0.0
514,514,Voltage,Electrical resistance and conductance,0,0.16411605868847015,0.0
515,515,Distance,Doppler effect,0,0.04039977304689086,0.0
516,516,Coulomb's law,Electric field,0,0.15591062138868386,0.15591062138868386
517,517,Electromagnetic radiation,Dispersion (optics),0,0.0,0.0
518,518,Displacement (vector),Potential energy,0,0.04039977304689086,0.0
519,519,Equations of motion,Force,1,0.09496129461930006,0.09496129461930006
520,520,Friction,Physics,1,1.0,1.0
521,521,Gravitational acceleration,Displacement (vector),1,0.13119982355709436,0.0
522,522,Specular reflection,Mirror image,0,0.04677318641660515,0.04677318641660515
523,523,Electromagnetic spectrum,Reflection (physics),0,0.057682084078072834,0.0
524,524,Electron,Refractive index,0,0.2283465433085136,0.0
525,525,Electric potential,Gravitational field,0,0.13606477139261153,0.13606477139261153
526,526,Coulomb's law,Electric potential energy,0,0.04885667256811052,0.0
527,527,Magnet,Electromagnetic spectrum,0,0.05304416529970495,0.0
528,528,Plasticity (physics),Hooke's law,0,0.15868586694114226,0.15868586694114226
529,529,Snell's law,Total internal reflection,0,0.04165968642641922,0.04165968642641922
530,530,Physics,Diffraction,0,0.0,0.0
531,531,Electromotive force,Joule,0,0.09220991862692772,0.09220991862692772
532,532,Deformation (engineering),Strength of materials,0,0.11306623774040228,0.11306623774040228
533,533,Virtual image,Plane mirror,0,0.0,0.0
534,534,Total internal reflection,Refraction,1,0.3604293477712812,0.3604293477712812
535,535,Magnetic field,Coulomb,0,0.1795545468750705,0.1795545468750705
536,536,Sonic boom,Mass,0,0.11529827246263474,0.11529827246263474
537,537,Gravitational constant,Physics,1,1.0,1.0
538,538,Equations of motion,Torque,0,0.0,0.0
539,539,Electromagnetic spectrum,Metre,0,0.09398200059283736,0.0
540,540,Motion,Acceleration,0,0.015956374927553522,0.015956374927553522
541,541,Angle of incidence,Reflection (physics),0,0.0,0.0
542,542,Intensity (physics),Sound intensity,0,0.0,0.0
543,543,Doppler effect,Wave,1,0.22091435312732613,0.22091435312732613
544,544,Electric field,Electric potential energy,0,0.010540994423941654,0.0
545,545,Magnetic field,Hertz,0,0.04990574540960068,0.04990574540960068
546,546,Motion graphs and derivatives,Euclidean vector,1,0.18952869055079155,0.0
547,547,Capacitance,Energy,0,0.11529827246263474,0.11529827246263474
548,548,Wave,Dielectric,0,0.053770797701070766,0.053770797701070766
549,549,Force,Kilogram,0,0.0660977165410794,0.0660977165410794
550,550,Shock wave,Force,0,0.08999332797098179,0.08999332797098179
551,551,Interference (wave propagation),Electromagnetic spectrum,0,0.05304416529970495,0.05304416529970495
552,552,Virtual image,Optical microscope,0,0.0,0.0
553,553,Motion,Velocity,0,0.28711934680077955,0.28711934680077955
554,554,Free fall,Gravitational acceleration,1,0.0,0.0
555,555,Hooke's law,Distance,0,0.10140741236461426,0.10140741236461426
556,556,Transverse wave,Physics,1,1.0,1.0
557,557,Field (physics),Emission spectrum,0,0.007622927008533541,0.0
558,558,Refractive index,Wavelength,0,0.00851253031941846,0.00851253031941846
559,559,Le Sage's theory of gravitation,Velocity,0,0.04319960814250261,0.04319960814250261
560,560,Speed,Collision,0,0.04596188526032614,0.0
561,561,Electron,Dispersion (optics),0,0.0,0.0
562,562,Electromagnetic radiation,Magnetic field,1,0.0514656865755056,0.0514656865755056
563,563,Inertial frame of reference,Speed,1,0.09398200059283736,0.09398200059283736
564,564,Acceleration,Electromagnetic radiation,0,0.0539122517117712,0.0
565,565,Specular reflection,Angle of incidence,1,0.4923722340089823,0.4923722340089823
566,566,Magnet,Length,0,0.0903222665906116,0.0903222665906116
567,567,Mechanical energy,Position (vector),1,0.13119982355709436,0.0
568,568,Euclidean vector,Free fall,0,0.036017602191638416,0.0
569,569,Intensity (physics),Interference (wave propagation),0,0.0,0.0
570,570,Wave,Le Sage's theory of gravitation,0,0.11228993489211114,0.0
571,571,Voltage,Electric potential,0,0.07103008550286838,0.07103008550286838
572,572,Newton's laws of motion,Newton's law of universal gravitation,0,0.011852826460833956,0.011852826460833956
573,573,Acceleration,Direction (geometry),0,0.1093571716028442,0.0
574,574,Photoelectric effect,Voltage,0,0.01830318535452436,0.01830318535452436
575,575,Force,Physics,1,1.0,1.0
576,576,Energy,Absorption spectroscopy,0,0.0,0.0
577,577,Physics,Electric potential,0,0.0,0.0
578,578,Gravity,Force,1,0.13104658657463408,0.13104658657463408
579,579,Inelastic collision,Velocity,0,0.18110604952049167,0.18110604952049167
580,580,Speed,Mass,0,0.08250931216190446,0.08250931216190446
581,581,Sonic boom,Sound,1,0.8112592989169141,0.8112592989169141
582,582,Coulomb's law,Electromagnetic spectrum,0,0.05304416529970495,0.0
583,583,Energy,Physics,1,1.0,1.0
584,584,Gravitational field,Distance,1,0.08534035051800448,0.0
585,585,Physics,Projectile motion,0,0.0,0.0
586,586,Power (physics),Velocity,0,0.14198477467861054,0.14198477467861054
587,587,Gravity of Earth,Kilogram,0,0.42015763968766495,0.42015763968766495
588,588,Hooke's law,Wave,0,0.2880723164780333,0.2880723164780333
589,589,Acceleration,Newton's law of universal gravitation,0,0.027588475382975583,0.027588475382975583
590,590,Kinetic energy,Force,0,0.22225807614496867,0.22225807614496867
591,591,Magnet,Electrical resistance and conductance,0,0.08534035051800448,0.0
592,592,Energy,Projectile motion,0,0.1469145932553737,0.0
593,593,Motion,Magnetism,0,0.06200001443745454,0.06200001443745454
594,594,Torque,Distance,0,0.08264605912853434,0.08264605912853434
595,595,Strength of materials,Force,1,0.08736439104975606,0.08736439104975606
596,596,Electric potential energy,Energy,1,0.16997941287780546,0.16997941287780546
597,597,Displacement (vector),Velocity,0,0.040131454155108964,0.040131454155108964
598,598,Magnet,Field (physics),0,0.31350009055008193,0.0
599,599,Voltage,Voltmeter,0,0.026264943141632125,0.026264943141632125
600,600,Diffraction,Optical microscope,0,0.11642531754888755,0.11642531754888755
601,601,Energy,Electric potential energy,0,0.04885667256811052,0.04885667256811052
602,602,Amplitude,Power (physics),0,0.02298066507836205,0.0
603,603,Laser,Power (physics),0,0.02298066507836205,0.0
604,604,Distance,Electric potential energy,0,0.009412753430553405,0.0
605,605,Le Sage's theory of gravitation,Laser,0,0.007622927008533541,0.007622927008533541
606,606,Torque,Length,0,0.08264605912853434,0.08264605912853434
607,607,Projectile motion,Euclidean vector,1,0.18952869055079155,0.0
608,608,Electroscope,Capacitance,0,0.04287542088188805,0.04287542088188805
609,609,Dispersion (optics),Phase velocity,1,0.0,0.0
610,610,Gravity of Earth,Physics,1,1.0,1.0
611,611,Photoelectric effect,Electric field,0,0.202350058445962,0.202350058445962
612,612,Energy level,Potential energy,0,0.2287363847800249,0.2287363847800249
613,613,Physics,Non-inertial reference frame,0,0.0,0.0
614,614,Wave,Interference (wave propagation),0,0.0,0.0
615,615,Interference (wave propagation),Frequency,1,0.06749499597823637,0.06749499597823637
616,616,Light,Hertz,0,0.05386168864328854,0.05386168864328854
617,617,Elasticity (physics),Hooke's law,0,0.15868586694114226,0.15868586694114226
618,618,Reflection (physics),Wavelength,0,0.23564231656935644,0.23564231656935644
619,619,Joule,Power (physics),0,0.0,0.0
620,620,Specular reflection,Wavelength,0,0.23564231656935644,0.23564231656935644
621,621,Electromagnetic radiation,Metre,0,0.013703704373596522,0.0
622,622,Magnetism,Electron,0,0.025740291294822075,0.025740291294822075
623,623,Motion graphs and derivatives,Physics,1,1.0,1.0
624,624,Collision,Planet,0,0.09127779903291916,0.09127779903291916
625,625,Gravitational acceleration,Inertial frame of reference,0,0.117422104587508,0.0
626,626,Friction,Velocity,0,0.0,0.0
627,627,Le Sage's theory of gravitation,Force,1,0.060113113107630324,0.060113113107630324
628,628,Electron,Reflection (physics),0,0.1850180055334412,0.0
629,629,Temperature,Magnetism,0,0.0,0.0
630,630,Electron,Kilogram,0,0.10475356962837573,0.10475356962837573
631,631,Potential energy,Electric potential energy,0,0.04885667256811052,0.04885667256811052
632,632,Free fall,Metre,0,0.07225781327248927,0.07225781327248927
633,633,Electromotive force,Voltmeter,0,0.155201936746008,0.155201936746008
634,634,Friction,Coulomb,0,0.0,0.0
635,635,Intensity (physics),Force,1,0.22225807614496867,0.0
636,636,Deformation (engineering),Fatigue (material),0,0.21079050336640576,0.0
637,637,Wave,Electron,0,0.0679147685701844,0.0679147685701844
638,638,Work (physics),Planet,0,0.09127779903291916,0.09127779903291916
639,639,Newton's law of universal gravitation,Velocity,0,0.0953929276492407,0.0953929276492407
640,640,Relative velocity,Velocity,1,1.7657839828247943,1.7657839828247943
641,641,Energy,Wavelength,0,0.06749499597823637,0.0
642,642,Free fall,Planet,0,0.30478696613573025,0.30478696613573025
643,643,Telescope,Planet,0,0.1405270022442705,0.1405270022442705
644,644,Hooke's law,Length,1,0.10140741236461426,0.10140741236461426
645,645,Position (vector),Potential energy,0,0.04039977304689086,0.0
646,646,Electromagnetic spectrum,Magnetic field,1,0.2189630705226948,0.2189630705226948
647,647,Potential energy,Energy,1,0.6430438106223857,0.6430438106223857
648,648,Electrostatics,Euclidean vector,1,0.005793410995448878,0.0
649,649,Speed,Work (physics),0,0.023318191353583668,0.0
650,650,Motion graphs and derivatives,Displacement (vector),1,0.03497555349098545,0.03497555349098545
651,651,Electrostatics,Electric potential energy,1,0.010540994423941654,0.010540994423941654
652,652,Displacement (vector),Electrostatics,0,0.03807464197197983,0.0
653,653,Force,Mechanical energy,0,0.06633556835756386,0.06633556835756386
654,654,Voltage,Electric field,0,0.202350058445962,0.202350058445962
655,655,Electrostatics,Coulomb's law,1,0.031622983271824966,0.031622983271824966
656,656,Gravitational acceleration,Euclidean vector,1,0.13119982355709436,0.0
657,657,Crest (physics),Frequency,0,0.06749499597823637,0.06749499597823637
658,658,Dielectric,Frequency,0,0.586476469073438,0.586476469073438
659,659,Electric potential,Electroscope,0,0.10434378469064527,0.0
660,660,Shock wave,Magnetic field,0,0.18080582736865355,0.18080582736865355
661,661,Hooke's law,Dielectric,0,0.053770797701070766,0.053770797701070766
662,662,Physics,Motion,0,0.0,0.0
663,663,Newton's law of universal gravitation,Free fall,0,0.036017602191638416,0.036017602191638416
664,664,Mass,Elastic collision,0,0.0,0.0
665,665,Electron,Electromagnetic spectrum,0,0.05304416529970495,0.0
666,666,Acceleration,Motion,1,0.14317792404565774,0.14317792404565774
667,667,Gravity,Gravitational field,0,0.08163886283556691,0.08163886283556691
668,668,Light,Reflection (physics),0,0.03356048528178783,0.0
669,669,Magnetism,Magnetic field,0,0.3256992720891083,0.3256992720891083
670,670,Energy level,Emission spectrum,0,0.007622927008533541,0.0
671,671,Physics,Lever,0,0.0,0.0
672,672,Resonance (particle physics),Scattering,0,0.031910678583291364,0.031910678583291364
673,673,Energy,Tension (physics),0,0.04274958849709671,0.0
674,674,Kinetic energy,Elastic collision,0,0.0,0.0
675,675,Wavelength,Scattering,0,0.031910678583291364,0.031910678583291364
676,676,Capacitance,Length,0,0.09398200059283736,0.09398200059283736
677,677,Energy level,Absorption spectroscopy,0,0.0,0.0
678,678,Acceleration,Photoelectric effect,0,0.02652208264985248,0.0
679,679,Strength of materials,Hardness,0,0.5463108173459482,0.0
680,680,Wave,Force,0,0.08999332797098179,0.08999332797098179
681,681,Electron,Contact force,0,0.05572622502790037,0.0
682,682,Friction,Electron,0,0.0,0.0
683,683,Electromagnetic radiation,Electric field,1,0.06445468084408155,0.06445468084408155
684,684,Distance,Electric potential,0,0.04488863671876762,0.0
685,685,Gravity of Earth,Euclidean vector,1,0.06766704042684289,0.0
686,686,Magnetism,Le Sage's theory of gravitation,0,0.11228993489211114,0.0
687,687,Snell's law,Wave,1,0.16224246582974208,0.16224246582974208
688,688,Ray (optics),Snell's law,0,0.11642531754888755,0.11642531754888755
689,689,Light,Mirror image,0,0.04677318641660515,0.0
690,690,Displacement (vector),Physics,1,1.0,1.0
691,691,Velocity,Gravity of Earth,0,0.08113415695920606,0.0
692,692,Refracting telescope,Wave,1,0.16224246582974208,0.16224246582974208
693,693,Position (vector),Euclidean vector,1,0.3614862061316239,0.3614862061316239
694,694,Hooke's law,Torque,0,0.0,0.0
695,695,Crest (physics),Physics,1,1.0,1.0
696,696,Field (physics),Electromotive force,0,0.06633556835756386,0.0
697,697,Angle of incidence,Total internal reflection,0,0.0,0.0
698,698,Gravitational acceleration,Energy,0,0.17068070103600896,0.17068070103600896
699,699,Inertial frame of reference,Physics,1,1.0,1.0
700,700,Pigment,Color,1,1.300812649762373,1.300812649762373
701,701,Magnetism,Capacitance,0,0.04287542088188805,0.04287542088188805
702,702,Wavelength,Snell's law,0,0.11642531754888755,0.11642531754888755
703,703,Euclidean vector,Position (vector),0,0.025839320199613026,0.0
704,704,Rarefaction,Wave,1,0.4014122442726693,0.4014122442726693
705,705,Distance,Acceleration,0,0.015956374927553522,0.015956374927553522
706,706,Electric potential energy,Force,1,0.1377366525559217,0.1377366525559217
707,707,Electric potential energy,Electric potential,0,0.2238523906757064,0.2238523906757064
708,708,Electron,Electromotive force,0,0.06633556835756386,0.0
709,709,Hardness,Kilogram,0,0.0,0.0
710,710,Electrical conductor,Electrical resistance and conductance,0,0.10757187040084598,0.10757187040084598
711,711,Elastic collision,Collision,1,0.3230463935440065,0.3230463935440065
712,712,Physics,Reflection (physics),0,0.0,0.0
713,713,Newton's law of universal gravitation,Electric field,0,0.12719146530889042,0.0
714,714,Emission spectrum,Wavelength,1,0.11520291032279648,0.11520291032279648
715,715,Snell's law,Ray (optics),1,0.3042222370938428,0.0
716,716,Sound intensity,Distance,0,0.09536083745600116,0.09536083745600116
717,717,Friction,Force,1,0.0,0.0
718,718,Friction,Hardness,0,0.0,0.0
719,719,Transmission medium,Wave,1,1.200301318658472,1.200301318658472
720,720,Deformation (engineering),Plasticity (physics),0,0.13914187584457252,0.13914187584457252
721,721,Tangential and normal components,Euclidean vector,0,0.0,0.0
722,722,Magnetic field,Mass,0,0.11529827246263474,0.11529827246263474
723,723,Force,Tension (physics),0,0.04274958849709671,0.04274958849709671
724,724,Electron,Field line,0,0.202350058445962,0.0
725,725,Light,Photoelectric effect,0,0.02652208264985248,0.02652208264985248
726,726,Speed,Magnetism,0,0.18080582736865355,0.0
727,727,Energy,Elastic collision,0,0.0,0.0
728,728,Friction,Temperature,0,0.0,0.0
729,729,Torque,Gravity,0,0.09127779903291916,0.09127779903291916
730,730,Capacitor,Insulator (electricity),0,0.07901884307222637,0.0
731,731,Power (physics),Physics,1,1.0,1.0
732,732,Electric current,Electromagnetic radiation,0,0.0539122517117712,0.0539122517117712
733,733,Scalar (mathematics),Distance,0,0.09398200059283736,0.0
734,734,Fracture,Hardness,0,0.11306623774040228,0.0
735,735,Electromotive force,Force,1,0.06825343050762192,0.06825343050762192
736,736,Magnetic field,Wave,0,0.11529827246263474,0.11529827246263474
737,737,Wave,Motion,0,0.045924994505210974,0.045924994505210974
738,738,Velocity,Work (physics),0,0.023318191353583668,0.0
739,739,Friction,Torque,0,0.0,0.0
740,740,Speed,Distance,1,0.042023419895864916,0.042023419895864916
741,741,Amplitude,Standing wave,0,0.1469145932553737,0.0
742,742,Electromagnetic spectrum,Wave,1,0.13503389834907809,0.13503389834907809
743,743,Physics,Electromagnetic radiation,0,0.0,0.0
744,744,Speed,Physics,1,1.0,1.0
745,745,Coulomb's law,Coulomb,0,0.26856667309580856,0.26856667309580856
746,746,Dielectric,Electromagnetic spectrum,0,0.05304416529970495,0.0
747,747,Electrostatics,Energy,1,0.02134444682255548,0.02134444682255548
748,748,Hooke's law,Deformation (engineering),1,0.1269486935529138,0.0
749,749,Wave,Magnet,0,0.04247720374729237,0.04247720374729237
750,750,Energy,Creep (deformation),0,0.11306623774040228,0.0
751,751,Electromotive force,Magnet,1,0.2133508762950112,0.2133508762950112
752,752,Electrostatics,Work (physics),1,0.007346827412772938,0.0
753,753,Speed,Magnet,0,0.18080582736865355,0.0
754,754,Electric field,Coulomb's law,1,0.01202332176480845,0.01202332176480845
755,755,Frequency,Hooke's law,0,0.11306623774040228,0.0
756,756,Physics,Electrical conductor,0,0.0,0.0
757,757,Wave,Photoelectric effect,0,0.02652208264985248,0.0
758,758,Electroscope,Coulomb's law,0,0.2104595126010915,0.0
759,759,Energy,Mass,0,0.0348259111259092,0.0348259111259092
760,760,Ray (optics),Diffraction,0,0.150085389380755,0.150085389380755
761,761,Frequency,Metre,0,0.09398200059283736,0.0
762,762,Speed,Equations of motion,0,0.007978187463776761,0.007978187463776761
763,763,Creep (deformation),Deformation (engineering),1,0.2308158064598433,0.0
764,764,Wavelength,Speed,0,0.019404219591481257,0.019404219591481257
765,765,Motion,Mechanical energy,0,0.12351146362564115,0.0
766,766,Speed,Projectile motion,0,0.1616060525809111,0.0
767,767,Wavelength,Absorption spectroscopy,0,0.0,0.0
768,768,Mass,Wavelength,0,0.06749499597823637,0.06749499597823637
769,769,Motion,Projectile motion,0,0.03469962000418878,0.03469962000418878
770,770,Shock wave,Physics,1,1.0,1.0
771,771,Energy,Dispersion (optics),0,0.0,0.0
772,772,Physics,Friction,0,0.0,0.0
773,773,Specular reflection,Physics,1,1.0,0.0
774,774,Electromagnetic spectrum,Force,1,0.13686405428787266,0.13686405428787266
775,775,Speed,Elastic collision,0,0.0,0.0
776,776,Projectile motion,Position (vector),1,0.12042968878748213,0.0
777,777,Electromotive force,Electric potential,0,0.07103008550286838,0.07103008550286838
778,778,Mechanical energy,Displacement (vector),1,0.2133508762950112,0.0
779,779,Ohm,Velocity,0,0.0,0.0
780,780,Sonic boom,Speed,0,0.6180243939886779,0.6180243939886779
781,781,Gravity,Gravitational constant,0,0.05670387809856529,0.05670387809856529
782,782,Distance,Gravitational constant,0,0.03232121051618222,0.0
783,783,Wave,Absorption spectroscopy,0,0.0,0.0
784,784,Electromagnetic spectrum,Electromagnetic radiation,1,0.3201039945386415,0.3201039945386415
785,785,Force,Gravity of Earth,0,0.06437310922694303,0.0
786,786,Mass,Kilogram,0,0.26259852480479057,0.26259852480479057
787,787,Acceleration,Free fall,0,0.036017602191638416,0.036017602191638416
788,788,Electromotive force,Energy,1,0.2921521158837281,0.2921521158837281
789,789,Electron,Emission spectrum,0,0.008240979427143023,0.0
790,790,Electron,Capacitance,0,0.04287542088188805,0.0
791,791,Distance,Length,0,0.09398200059283736,0.09398200059283736
792,792,Force,Lever,0,0.0,0.0
793,793,Displacement (vector),Acceleration,0,0.015956374927553522,0.015956374927553522
794,794,Emission spectrum,Field (physics),1,0.202350058445962,0.0
795,795,Scalar (mathematics),Euclidean vector,0,0.5413363234147431,0.5413363234147431
796,796,Energy,Magnet,0,0.2133508762950112,0.2133508762950112
797,797,Magnetic field,Electromagnetic spectrum,0,0.05304416529970495,0.0
798,798,Electrostatics,Force,1,0.07479828000835279,0.07479828000835279
799,799,Interference (wave propagation),Geometrical optics,0,0.06686420162329956,0.0
800,800,Amplitude,Frequency,0,0.16224246582974208,0.16224246582974208
801,801,Specular reflection,Ray (optics),1,0.25351853091153564,0.0
802,802,Equations of motion,Displacement (vector),1,0.1600131572212584,0.0
803,803,Relative velocity,Physics,1,1.0,1.0
804,804,Voltage,Ohm,0,0.023676695167622795,0.023676695167622795
805,805,Free fall,Normal force,0,0.10433019081259426,0.10433019081259426
806,806,Plane mirror,Reflection (physics),0,0.2374747788945221,0.0
807,807,Physics,Transverse wave,0,0.0,0.0
808,808,Work (physics),Resultant force,0,0.10871753628884837,0.10871753628884837
809,809,Electroscope,Voltage,0,0.08534035051800448,0.08534035051800448
810,810,Physics,Dielectric,0,0.0,0.0
811,811,Free fall,Euclidean vector,1,0.13119982355709436,0.0
812,812,Emission spectrum,Collision,0,0.04596188526032614,0.04596188526032614
813,813,Electromotive force,Electrical resistance and conductance,0,0.16411605868847015,0.0
814,814,Electron,Joule,0,0.0893864001887374,0.0893864001887374
815,815,Free fall,Motion,1,0.28976484628287874,0.28976484628287874
816,816,Wave,Refracting telescope,0,0.06749499597823637,0.0
817,817,Displacement (vector),Equations of motion,0,0.007978187463776761,0.007978187463776761
818,818,Acceleration,Physics,1,1.0,1.0
819,819,Motion,Distance,0,0.040315150794407006,0.040315150794407006
820,820,Field line,Coulomb's law,0,0.2104595126010915,0.2104595126010915
821,821,Photoelectric effect,Electroscope,0,0.08534035051800448,0.08534035051800448
822,822,Plasticity (physics),Elasticity (physics),0,0.634743467764569,0.0
823,823,Refraction,Ray (optics),0,0.17983580517862627,0.0
824,824,Force,Motion,0,0.020982971627380883,0.020982971627380883
825,825,Scattering,Physics,1,1.0,1.0
826,826,Refraction,Wave,1,0.007095377253153529,0.007095377253153529
827,827,Reflection (physics),Physics,1,1.0,1.0
828,828,Creep (deformation),Temperature,0,0.09398200059283736,0.09398200059283736
829,829,Hooke's law,Elasticity (physics),1,0.1269486935529138,0.0
830,830,Speed,Sound intensity,0,0.0,0.0
831,831,Scattering,Collision,0,0.04596188526032614,0.04596188526032614
832,832,Equations of motion,Gravitational field,0,0.1280190860507148,0.1280190860507148
833,833,Work (physics),Kinetic energy,0,0.10826036047584048,0.10826036047584048
834,834,Physics,Le Sage's theory of gravitation,0,0.0,0.0
835,835,Refraction,Reflection (physics),0,0.01818548463545153,0.0
836,836,Kinetic energy,Velocity,0,0.18110604952049167,0.18110604952049167
837,837,Energy,Field (physics),0,0.028646726420921264,0.0
838,838,Electron,Motion,0,0.0893864001887374,0.0893864001887374
839,839,Speed,Field (physics),0,0.18080582736865355,0.0
840,840,Field (physics),Magnetic field,0,0.0634743467764569,0.0634743467764569
841,841,Speed,Refractive index,0,0.054899148050117995,0.0
842,842,Ohm,Kilogram,0,0.0,0.0
843,843,Physics,Crest (physics),0,0.0,0.0
844,844,Frame of reference,Motion,1,0.03527572041704611,0.03527572041704611
845,845,Dielectric,Temperature,0,0.09398200059283736,0.09398200059283736
846,846,Hooke's law,Temperature,0,0.10140741236461426,0.10140741236461426
847,847,Euclidean vector,Projectile motion,0,0.1469145932553737,0.0
848,848,Acceleration,Relative velocity,0,0.0,0.0
849,849,Euclidean vector,Motion graphs and derivatives,0,0.1469145932553737,0.0
