concept,Length,Temperature,Physical quantity,Metre,Distance,Physics,Hertz,Joule,Kilogram,Speed,Work (physics),Light,Mass,Motion,Velocity,Displacement (vector),Position (vector),Direction (geometry),Frame of reference,Inertial frame of reference,Non-inertial reference frame,Scalar (mathematics),Euclidean vector,Acceleration,Newton's laws of motion,Equations of motion,Force,Planet,Gravity,Free fall,Friction,Gravitational field,Gravitational acceleration,Gravity of Earth,Electric potential energy,Potential energy,Energy,Tension (physics),Electrical resistance and conductance,Energy level,Kinetic energy,Mechanical energy,Le Sage's theory of gravitation,Wave,Transmission medium,Sound,Amplitude,Reflection (physics),Crest (physics),Wavelength,Frequency,Transverse wave,Motion graphs and derivatives,Standing wave,Interference (wave propagation),Ray (optics),Hardness,Geometrical optics,Optical microscope,Telescope,Specular reflection,Angle of incidence,Mirror image,Refractive index,Snell's law,Refraction,Virtual image,Real image,Magnification,Plane mirror,Curved mirror,Total internal reflection,Laser,Field (physics),Magnet,Electric field,Magnetic field,Electron,Plasticity (physics),Electric charge,Strength of materials,Electrical polarity,Compass,Magnetism,Coulomb,Insulator (electricity),Electrostatics,Electrical conductor,Electroscope,Series and parallel circuits,Power (physics),Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Ohm,Collision,Ammeter,Ohmmeter,Voltmeter,Scalar multiplication,Phase velocity,Contact force,Resultant force,Free body diagram,Normal force,Gravitational constant,Compression (physics),Tangential and normal components,Torque,Lever,Crystallinity,Stiffness,Refracting telescope,Rarefaction,Diffraction,Pitch (music),Intensity (physics),Sound intensity,Musical tone,Resonance (particle physics),Coulomb's law,Newton's law of universal gravitation,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Elasticity (physics),Relative velocity,Hooke's law,Fracture,Creep (deformation),Fatigue (material),Deformation (engineering),Doppler effect,Electromagnetic radiation,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Sonic boom,Shock wave,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Electromotive force,0.08549917699419342,0.08549917699419342,0.08549917699419342,0.08549917699419342,0.08549917699419342,1.0,0.048269491461744925,0.06830364342735387,0.15703644130611427,0.07063135931299178,0.13804872423831685,0.040301172556480566,0.1049103502731737,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.122946558169237,0.13999307246702555,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.09100457401016256,0.1081169981224719,0.1081169981224719,0.04873544730189753,0.1339788309680347,0.09160413655981066,0.0,0.0,0.08549917699419342,0.634743467764569,0.13999307246702555,0.05572622502790037,0.1999463020845996,0.04527560772496389,0.12261526381100175,0.13999307246702555,0.0,0.13999307246702555,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.1212045394356833,0.13999307246702555,0.0,0.13999307246702555,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.0,0.10913959925317562,0.19395534208637386,0.14097300088925602,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.0,0.14097300088925602,0.09327143999298423,0.2277256168211059,0.11095712315695376,0.11095712315695376,0.1999463020845996,0.04416339243020403,0.7504305995354984,0.08549917699419342,0.0,0.8536106521030441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric current,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,1.0,0.054526647762341486,0.0893864001887374,0.07819142063167947,0.07629930789983679,0.06495689570939972,0.09257376722367576,0.07362598626043566,0.0893864001887374,0.09257376722367576,0.09959313842401883,0.05161272376606377,0.09959313842401883,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09959313842401883,0.017445636587458516,0.09257376722367576,0.008722818293729258,0.13898880394279373,0.09257376722367576,0.09257376722367576,0.04020163926083027,0.09257376722367576,0.09160413655981066,0.0,0.0,0.03713288467285422,0.09257376722367576,0.09257376722367576,0.06495689570939972,0.03713288467285422,0.04527560772496389,0.09257376722367576,0.09257376722367576,0.0,0.09959313842401883,0.0,0.09257376722367576,0.09257376722367576,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.0,0.09959313842401883,0.09959313842401883,0.0,0.09959313842401883,0.09959313842401883,0.05496375663912434,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.04677318641660515,0.0,0.09959313842401883,0.09959313842401883,0.08745858353959722,0.08745858353959722,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.0,0.03981205554239517,0.09959313842401883,0.09959313842401883,0.1340130528916536,0.0,0.09257376722367576,0.13147236946558405,0.7854210049544265,0.09959313842401883,0.046045394426916283,0.11645191586955328,0.0,0.04533881912604064,0.08549917699419342,0.2409086437499815,0.08549917699419342,0.08549917699419342,0.06495689570939972,0.04416339243020403,0.04020163926083027,0.08549917699419342,0.0,0.08549917699419342,0.533377190737528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collision,0.08549917699419342,0.08549917699419342,0.08549917699419342,0.02778285270263404,0.08549917699419342,1.0,0.054526647762341486,0.09337713278676228,0.15703644130611427,0.07063135931299178,0.0587746193021835,0.05845229487534553,0.05845229487534553,0.14087662296870773,0.14087662296870773,0.2105763586511226,0.1949814008940187,0.1949814008940187,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.122946558169237,0.1949814008940187,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.02991931200334112,0.1081169981224719,0.1081169981224719,0.04873544730189753,0.1339788309680347,0.09160413655981066,0.0,0.0,0.08549917699419342,0.2852779630402557,0.8850246978566068,0.05845229487534553,0.08549917699419342,0.04527560772496389,0.12261526381100175,0.20435877301833627,0.0,0.14087662296870773,0.0,0.05845229487534553,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.1212045394356833,0.14087662296870773,0.0,0.14087662296870773,0.1081169981224719,0.05496375663912434,0.03597240065819049,0.10913959925317562,0.14087662296870773,0.14087662296870773,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.04427563084408522,0.04538588194136445,0.1949814008940187,0.1949814008940187,0.0,0.023671830888245853,0.20868278392259804,0.1949814008940187,0.1081169981224719,0.046045394426916283,0.1949814008940187,0.0,0.1949814008940187,0.08549917699419342,0.1949814008940187,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.05845229487534553,0.09902102579427788,0.3097705143572665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ammeter,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,1.0,0.054526647762341486,0.0893864001887374,0.07819142063167947,0.07629930789983679,0.06495689570939972,0.09257376722367576,0.07362598626043566,0.0893864001887374,0.09257376722367576,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09959313842401883,0.017445636587458516,0.09257376722367576,0.008722818293729258,0.13898880394279373,0.09257376722367576,0.09257376722367576,0.04020163926083027,0.09257376722367576,0.09160413655981066,0.0,0.0,0.03713288467285422,0.09257376722367576,0.09257376722367576,0.06495689570939972,0.08549917699419342,0.04527560772496389,0.09257376722367576,0.09257376722367576,0.0,0.09959313842401883,0.0,0.09257376722367576,0.09257376722367576,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.0,0.09959313842401883,0.09959313842401883,0.0,0.09959313842401883,0.09959313842401883,0.05496375663912434,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.04677318641660515,0.0,0.09959313842401883,0.09959313842401883,0.08745858353959722,0.08745858353959722,0.09959313842401883,0.09959313842401883,0.09959313842401883,0.0,0.03981205554239517,0.09959313842401883,0.09959313842401883,0.1340130528916536,0.0,0.09959313842401883,0.13147236946558405,0.7854210049544265,0.09959313842401883,0.046045394426916283,0.11645191586955328,0.0,0.20773422581385886,0.08549917699419342,0.2409086437499815,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,1.066754381475056,0.09902102579427788,0.050251661217956566,1.6160605258091107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohmmeter,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,1.0,0.054526647762341486,0.09337713278676228,0.15703644130611427,0.07629930789983679,0.04875621828476586,0.09257376722367576,0.1049103502731737,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.122946558169237,0.13999307246702555,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.13999307246702555,0.1081169981224719,0.1081169981224719,0.04873544730189753,0.1339788309680347,0.09160413655981066,0.0,0.0,0.08549917699419342,0.3173717338822845,0.13999307246702555,0.06495689570939972,0.3780802803054247,0.04527560772496389,0.12261526381100175,0.13999307246702555,0.0,0.13999307246702555,0.0,0.09257376722367576,0.09257376722367576,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.1212045394356833,0.13999307246702555,0.0,0.13999307246702555,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.08745858353959722,0.08745858353959722,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.0,0.10913959925317562,0.19395534208637386,0.2909330131295607,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.0,0.20773422581385886,0.09327143999298423,0.2409086437499815,0.11095712315695376,0.11095712315695376,0.3074016473008213,0.10840105414686443,0.40932578156481736,0.08549917699419342,0.0,0.16831759337243118,0.2909330131295607,0.1399077441723165,0.050251661217956566,0.1469145932553737,1.2489489829657805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voltmeter,0.11267490262734915,0.11267490262734915,0.11267490262734915,0.11267490262734915,0.11267490262734915,1.0,0.054526647762341486,0.09337713278676228,0.15703644130611427,0.07629930789983679,0.01986364448638609,0.022957238646815096,0.1049103502731737,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.122946558169237,0.13999307246702555,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.13999307246702555,0.1081169981224719,0.1081169981224719,0.04873544730189753,0.1339788309680347,0.09160413655981066,0.0,0.0,0.08549917699419342,0.3173717338822845,0.13999307246702555,0.06495689570939972,0.2310490601866484,0.04527560772496389,0.12261526381100175,0.13999307246702555,0.0,0.13999307246702555,0.0,0.09257376722367576,0.09257376722367576,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.1212045394356833,0.13999307246702555,0.0,0.13999307246702555,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.08745858353959722,0.08745858353959722,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.0,0.10913959925317562,0.19395534208637386,0.06265466706189157,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.0,0.20773422581385886,0.09327143999298423,0.2409086437499815,0.11095712315695376,0.11095712315695376,0.3074016473008213,0.04416339243020403,0.3752152997677492,0.08549917699419342,0.0,0.16831759337243118,0.2370565292166791,0.056999451329462276,0.050251661217956566,0.3591245612909135,0.5815212195819506,0.7269015244774382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scalar multiplication,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.09337713278676228,0.012562915304489141,0.07063135931299178,0.26815920056621223,0.040301172556480566,0.042435647301508464,0.14087662296870773,0.14440037567824607,0.2105763586511226,0.1949814008940187,0.22308863006980212,0.1128432831581456,0.1128432831581456,0.1128432831581456,0.6147327908461849,0.8458380053355362,0.017445636587458516,0.10871753628884837,0.008722818293729258,0.2626461123331274,0.1081169981224719,0.1081169981224719,0.018844372956733715,0.10871753628884837,0.09160413655981066,0.0,0.0,0.011792989930233573,0.14087662296870773,0.14087662296870773,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.12261526381100175,0.14087662296870773,0.0,0.14440037567824607,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.1212045394356833,0.14440037567824607,0.0,0.14440037567824607,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.14440037567824607,0.14440037567824607,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.22308863006980212,0.22308863006980212,0.22308863006980212,0.0,0.10913959925317562,0.13147236946558405,0.22308863006980212,0.13147236946558405,0.046045394426916283,0.22308863006980212,0.0,0.20773422581385886,0.08549917699419342,0.22308863006980212,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phase velocity,0.062410889968620036,0.09014906328800673,0.08511684796331792,0.09014906328800673,0.004856463096741208,1.0,0.048269491461744925,0.0230405820645593,0.03551504275143419,0.00679147685701844,0.008251052325114224,0.040301172556480566,0.042435647301508464,0.006114974293696655,0.02776930301504732,0.14396133750091172,0.02593870220038077,0.1930574683296365,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.08511684796331792,0.8913831286997574,0.017445636587458516,0.09014906328800673,0.008722818293729258,0.02520126664896809,0.09014906328800673,0.09014906328800673,0.0230405820645593,0.09014906328800673,0.09014906328800673,0.0,0.0,0.0230405820645593,0.09014906328800673,0.09014906328800673,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09014906328800673,0.09014906328800673,0.0,0.13986023422446311,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11543289470065075,0.13986023422446311,0.0,0.13986023422446311,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13986023422446311,0.13986023422446311,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.1930574683296365,0.1930574683296365,0.1930574683296365,0.0,0.10913959925317562,0.13147236946558405,0.1930574683296365,0.13147236946558405,0.046045394426916283,0.03551504275143419,0.0,0.1930574683296365,0.08549917699419342,0.1930574683296365,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contact force,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.05363184011324245,0.12170373204389225,0.11645191586955328,0.05363184011324245,0.04800121263449853,0.12170373204389225,0.09936833227257064,0.11645191586955328,0.11645191586955328,0.11645191586955328,0.05164088659023198,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.11645191586955328,0.09398200059283736,0.017445636587458516,0.09936833227257064,0.008722818293729258,0.8190411660914629,0.09936833227257064,0.05926413230416978,0.034875467175995836,0.09936833227257064,0.12170373204389225,0.0,0.0,0.034875467175995836,0.09936833227257064,0.09936833227257064,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09936833227257064,0.09936833227257064,0.0,0.11645191586955328,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11645191586955328,0.11645191586955328,0.0,0.11645191586955328,0.12170373204389225,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.11645191586955328,0.11645191586955328,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.12170373204389225,0.12170373204389225,0.12170373204389225,0.0,0.04800121263449853,0.12170373204389225,0.12170373204389225,0.12170373204389225,0.046045394426916283,0.12170373204389225,0.0,0.12170373204389225,0.08549917699419342,0.12170373204389225,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resultant force,0.08321451995816005,0.09014906328800673,0.08511684796331792,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.02750350775038074,0.07819142063167947,0.07063135931299178,0.02750350775038074,0.05509737275235623,0.042435647301508464,0.04076649529131103,0.09014906328800673,0.14396133750091172,0.07411057771537362,0.1906740427947027,0.06510189412969937,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.2602578477955496,0.017445636587458516,0.09014906328800673,0.008722818293729258,0.3920197034283926,0.09014906328800673,0.09014906328800673,0.018844372956733715,0.09014906328800673,0.09014906328800673,0.0,0.0,0.011792989930233573,0.09014906328800673,0.09014906328800673,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09014906328800673,0.09014906328800673,0.0,0.13986023422446311,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11543289470065075,0.13986023422446311,0.0,0.13986023422446311,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13986023422446311,0.13986023422446311,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.1930574683296365,0.1930574683296365,0.1930574683296365,0.0,0.10913959925317562,0.13147236946558405,0.1930574683296365,0.13147236946558405,0.046045394426916283,0.1906740427947027,0.0,0.1930574683296365,0.08549917699419342,0.1930574683296365,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.23676695167622794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free body diagram,0.08321451995816005,0.09014906328800673,0.08511684796331792,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.02750350775038074,0.07819142063167947,0.07063135931299178,0.02750350775038074,0.05509737275235623,0.042435647301508464,0.04076649529131103,0.09014906328800673,0.14396133750091172,0.07411057771537362,0.1906740427947027,0.06510189412969937,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.2602578477955496,0.017445636587458516,0.09014906328800673,0.008722818293729258,0.3920197034283926,0.09014906328800673,0.09014906328800673,0.018844372956733715,0.09014906328800673,0.09014906328800673,0.0,0.0,0.011792989930233573,0.09014906328800673,0.09014906328800673,0.05572622502790037,0.08549917699419342,0.04527560772496389,0.09014906328800673,0.09014906328800673,0.0,0.13986023422446311,0.0,0.05509737275235623,0.07949410637436725,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.1049103502731737,0.0,0.11543289470065075,0.13986023422446311,0.0,0.13986023422446311,0.1081169981224719,0.05496375663912434,0.10913959925317562,0.10913959925317562,0.13986023422446311,0.13986023422446311,0.04677318641660515,0.0,0.10913959925317562,0.10913959925317562,0.07892231722540931,0.07892231722540931,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.0,0.03981205554239517,0.1930574683296365,0.1930574683296365,0.1930574683296365,0.0,0.10913959925317562,0.13147236946558405,0.1930574683296365,0.13147236946558405,0.046045394426916283,0.1906740427947027,0.0,0.1930574683296365,0.08549917699419342,0.1930574683296365,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.04416339243020403,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.23676695167622794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
