,Unnamed: 0,topic_a,topic_b,relation,tfidf_score,wiki_tfidf_score
459,459,Gravitational field,Mass,1,0.6294621016390423,0.6294621016390423
460,460,Magnification,Virtual image,0,0.1448551409629408,0.1448551409629408
461,461,Motion,Force,0,0.0,0.0
462,462,Dielectric,Physics,1,1.0,1.0
463,463,Mass,Gravity of Earth,0,0.0,0.0
464,464,Voltmeter,Voltage,1,0.3752152997677492,0.3752152997677492
465,465,Transmission medium,Electromagnetic spectrum,0,0.0,0.0
466,466,Shock wave,Velocity,0,0.4722445535461659,0.4722445535461659
467,467,Electric field,Electric potential,0,0.0,0.0
468,468,Position (vector),Electric potential energy,0,0.0,0.0
469,469,Hertz,Kilogram,0,0.0,0.0
470,470,Electron,Field (physics),0,0.01640182862237428,0.0
471,471,Joule,Velocity,0,0.0,0.0
472,472,Insulator (electricity),Dielectric,0,0.0,0.0
473,473,Mass,Velocity,0,0.0,0.0
474,474,Force,Le Sage's theory of gravitation,0,0.0,0.0
475,475,Force,Direction (geometry),0,0.07300020617467347,0.0
476,476,Inelastic collision,Mass,1,0.07362598626043566,0.07362598626043566
477,477,Electromagnetic spectrum,Coulomb's law,1,0.0,0.0
478,478,Doppler effect,Relative velocity,1,0.0,0.0
479,479,Snell's law,Wavelength,1,0.033231608746960524,0.033231608746960524
480,480,Speed,Dielectric,0,0.0,0.0
481,481,Magnet,Force,0,0.12183137451078235,0.12183137451078235
482,482,Physics,Energy,0,0.0,0.0
483,483,Mass,Absorption spectroscopy,0,0.0,0.0
484,484,Acceleration,Energy,0,0.0,0.0
485,485,Joule,Torque,0,0.0,0.0
486,486,Sound intensity,Physics,1,1.0,0.0
487,487,Scalar multiplication,Scalar (mathematics),1,0.6147327908461849,0.0
488,488,Velocity,Length,0,0.09014906328800673,0.0
489,489,Velocity,Mechanical energy,0,0.0,0.0
490,490,Amplitude,Electromagnetic spectrum,0,0.0,0.0
491,491,Standing wave,Amplitude,1,0.14028371713123633,0.14028371713123633
492,492,Electron,Dielectric,0,0.0,0.0
493,493,Refracting telescope,Refraction,1,0.7877955744143718,0.7877955744143718
494,494,Dispersion (optics),Refracting telescope,0,0.0,0.0
495,495,Voltage,Power (physics),0,0.04416339243020403,0.0
496,496,Equations of motion,Length,0,0.09014906328800673,0.09014906328800673
497,497,Electric current,Electrical resistance and conductance,0,0.03713288467285422,0.0
498,498,Emission spectrum,Electric current,1,0.10159565537857676,0.0
499,499,Amplitude,Electrical resistance and conductance,0,0.08549917699419342,0.0
500,500,Distance,Equations of motion,0,0.0,0.0
501,501,Absorption spectroscopy,Electromagnetic spectrum,0,0.05772453282614951,0.05772453282614951
502,502,Electrical resistance and conductance,Ohm's law,1,0.0,0.0
503,503,Motion,Power (physics),0,0.0,0.0
504,504,Le Sage's theory of gravitation,Mass,1,0.11634607565840115,0.11634607565840115
505,505,Wavelength,Doppler effect,0,0.0,0.0
506,506,Wave,Length,0,0.07949410637436725,0.07949410637436725
507,507,Normal force,Force,1,0.6232145696612179,0.6232145696612179
508,508,Telescope,Electromagnetic radiation,0,0.0,0.0
509,509,Curved mirror,Reflection (physics),0,0.1831162477495396,0.0
510,510,Voltage,Coulomb,0,0.024413210298637272,0.024413210298637272
511,511,Friction,Normal force,0,0.0,0.0
512,512,Physics,Hardness,0,0.0,0.0
513,513,Euclidean vector,Inertial frame of reference,0,0.09014906328800673,0.0
514,514,Voltage,Electrical resistance and conductance,0,0.1999463020845996,0.0
515,515,Distance,Doppler effect,0,0.0,0.0
516,516,Coulomb's law,Electric field,0,0.1340130528916536,0.1340130528916536
517,517,Electromagnetic radiation,Dispersion (optics),0,0.0,0.0
518,518,Displacement (vector),Potential energy,0,0.0,0.0
519,519,Equations of motion,Force,1,0.11495314611810005,0.11495314611810005
520,520,Friction,Physics,1,1.0,1.0
521,521,Gravitational acceleration,Displacement (vector),1,0.1559581156259877,0.0
522,522,Specular reflection,Mirror image,0,0.0,0.0
523,523,Electromagnetic spectrum,Reflection (physics),0,0.05901207202866021,0.0
524,524,Electron,Refractive index,0,0.0,0.0
525,525,Electric potential,Gravitational field,0,0.1694184030998649,0.1694184030998649
526,526,Coulomb's law,Electric potential energy,0,0.06648063919108622,0.0
527,527,Magnet,Electromagnetic spectrum,0,0.0,0.0
528,528,Plasticity (physics),Hooke's law,0,0.0,0.0
529,529,Snell's law,Total internal reflection,0,0.0,0.0
530,530,Physics,Diffraction,0,0.0,0.0
531,531,Electromotive force,Joule,0,0.06830364342735387,0.06830364342735387
532,532,Deformation (engineering),Strength of materials,0,0.13147236946558405,0.13147236946558405
533,533,Virtual image,Plane mirror,0,0.0,0.0
534,534,Total internal reflection,Refraction,1,0.5251970496095811,0.5251970496095811
535,535,Magnetic field,Coulomb,0,0.0,0.0
536,536,Sonic boom,Mass,0,0.07362598626043566,0.07362598626043566
537,537,Gravitational constant,Physics,1,1.0,1.0
538,538,Equations of motion,Torque,0,0.0,0.0
539,539,Electromagnetic spectrum,Metre,0,0.08549917699419342,0.0
540,540,Motion,Acceleration,0,0.0,0.0
541,541,Angle of incidence,Reflection (physics),0,0.0,0.0
542,542,Intensity (physics),Sound intensity,0,0.0,0.0
543,543,Doppler effect,Wave,1,0.22523503977865994,0.22523503977865994
544,544,Electric field,Electric potential energy,0,0.011792989930233573,0.0
545,545,Magnetic field,Hertz,0,0.048269491461744925,0.048269491461744925
546,546,Motion graphs and derivatives,Euclidean vector,1,0.15450609849716948,0.0
547,547,Capacitance,Energy,0,0.09936833227257064,0.09936833227257064
548,548,Wave,Dielectric,0,0.0,0.0
549,549,Force,Kilogram,0,0.07819142063167947,0.07819142063167947
550,550,Shock wave,Force,0,0.10599214183248967,0.10599214183248967
551,551,Interference (wave propagation),Electromagnetic spectrum,0,0.0,0.0
552,552,Virtual image,Optical microscope,0,0.0,0.0
553,553,Motion,Velocity,0,0.3208897237294357,0.3208897237294357
554,554,Free fall,Gravitational acceleration,1,0.0,0.0
555,555,Hooke's law,Distance,0,0.10140741236461426,0.10140741236461426
556,556,Transverse wave,Physics,1,1.0,1.0
557,557,Field (physics),Emission spectrum,0,0.0,0.0
558,558,Refractive index,Wavelength,0,0.2468633792631353,0.2468633792631353
559,559,Le Sage's theory of gravitation,Velocity,0,0.06843619700390809,0.06843619700390809
560,560,Speed,Collision,0,0.0,0.0
561,561,Electron,Dispersion (optics),0,0.0,0.0
562,562,Electromagnetic radiation,Magnetic field,1,0.0,0.0
563,563,Inertial frame of reference,Speed,1,0.07847928812554641,0.07847928812554641
564,564,Acceleration,Electromagnetic radiation,0,0.0,0.0
565,565,Specular reflection,Angle of incidence,1,0.5831347345397636,0.5831347345397636
566,566,Magnet,Length,0,0.09014906328800673,0.09014906328800673
567,567,Mechanical energy,Position (vector),1,0.1949814008940187,0.0
568,568,Euclidean vector,Free fall,0,0.0,0.0
569,569,Intensity (physics),Interference (wave propagation),0,0.0,0.0
570,570,Wave,Le Sage's theory of gravitation,0,0.0,0.0
571,571,Voltage,Electric potential,0,0.06566235785408031,0.06566235785408031
572,572,Newton's laws of motion,Newton's law of universal gravitation,0,0.0,0.0
573,573,Acceleration,Direction (geometry),0,0.1093571716028442,0.0
574,574,Photoelectric effect,Voltage,0,0.0197481736719868,0.0197481736719868
575,575,Force,Physics,1,1.0,1.0
576,576,Energy,Absorption spectroscopy,0,0.0,0.0
577,577,Physics,Electric potential,0,0.0,0.0
578,578,Gravity,Force,1,0.1638082332182926,0.1638082332182926
579,579,Inelastic collision,Velocity,0,0.14087662296870773,0.14087662296870773
580,580,Speed,Mass,0,0.0,0.0
581,581,Sonic boom,Sound,1,0.8112592989169141,0.8112592989169141
582,582,Coulomb's law,Electromagnetic spectrum,0,0.0,0.0
583,583,Energy,Physics,1,1.0,1.0
584,584,Gravitational field,Distance,1,0.07085553971397163,0.0
585,585,Physics,Projectile motion,0,0.0,0.0
586,586,Power (physics),Velocity,0,0.14087662296870773,0.14087662296870773
587,587,Gravity of Earth,Kilogram,0,0.3286809236639601,0.3286809236639601
588,588,Hooke's law,Wave,0,0.2937064918713725,0.2937064918713725
589,589,Acceleration,Newton's law of universal gravitation,0,0.0,0.0
590,590,Kinetic energy,Force,0,0.2626461123331274,0.2626461123331274
591,591,Magnet,Electrical resistance and conductance,0,0.08549917699419342,0.0
592,592,Energy,Projectile motion,0,0.0,0.0
593,593,Motion,Magnetism,0,0.0,0.0
594,594,Torque,Distance,0,0.0841786936768476,0.0841786936768476
595,595,Strength of materials,Force,1,0.08736439104975606,0.08736439104975606
596,596,Electric potential energy,Energy,1,0.04040450465511713,0.04040450465511713
597,597,Displacement (vector),Velocity,0,0.0644644534277884,0.0644644534277884
598,598,Magnet,Field (physics),0,0.5661745145976539,0.0
599,599,Voltage,Voltmeter,0,0.0,0.0
600,600,Diffraction,Optical microscope,0,0.10913959925317562,0.10913959925317562
601,601,Energy,Electric potential energy,0,0.08549917699419342,0.08549917699419342
602,602,Amplitude,Power (physics),0,0.0,0.0
603,603,Laser,Power (physics),0,0.0,0.0
604,604,Distance,Electric potential energy,0,0.0,0.0
605,605,Le Sage's theory of gravitation,Laser,0,0.0,0.0
606,606,Torque,Length,0,0.0841786936768476,0.0841786936768476
607,607,Projectile motion,Euclidean vector,1,0.15450609849716948,0.0
608,608,Electroscope,Capacitance,0,0.0,0.0
609,609,Dispersion (optics),Phase velocity,1,0.0,0.0
610,610,Gravity of Earth,Physics,1,1.0,1.0
611,611,Photoelectric effect,Electric field,0,0.1949814008940187,0.1949814008940187
612,612,Energy level,Potential energy,0,0.2852779630402557,0.2852779630402557
613,613,Physics,Non-inertial reference frame,0,0.0,0.0
614,614,Wave,Interference (wave propagation),0,0.0,0.0
615,615,Interference (wave propagation),Frequency,1,0.1049103502731737,0.1049103502731737
616,616,Light,Hertz,0,0.054526647762341486,0.054526647762341486
617,617,Elasticity (physics),Hooke's law,0,0.0,0.0
618,618,Reflection (physics),Wavelength,0,0.0,0.0
619,619,Joule,Power (physics),0,0.0,0.0
620,620,Specular reflection,Wavelength,0,0.2468633792631353,0.2468633792631353
621,621,Electromagnetic radiation,Metre,0,0.014912854759502096,0.0
622,622,Magnetism,Electron,0,0.04320109137104869,0.04320109137104869
623,623,Motion graphs and derivatives,Physics,1,1.0,1.0
624,624,Collision,Planet,0,0.1081169981224719,0.1081169981224719
625,625,Gravitational acceleration,Inertial frame of reference,0,0.1128432831581456,0.0
626,626,Friction,Velocity,0,0.0,0.0
627,627,Le Sage's theory of gravitation,Force,1,0.0931610805032944,0.0931610805032944
628,628,Electron,Reflection (physics),0,0.19368064665816684,0.0
629,629,Temperature,Magnetism,0,0.0,0.0
630,630,Electron,Kilogram,0,0.06506932208287307,0.06506932208287307
631,631,Potential energy,Electric potential energy,0,0.08549917699419342,0.08549917699419342
632,632,Free fall,Metre,0,0.09014906328800673,0.09014906328800673
633,633,Electromotive force,Voltmeter,0,0.0,0.0
634,634,Friction,Coulomb,0,0.0,0.0
635,635,Intensity (physics),Force,1,0.2548591832092004,0.0
636,636,Deformation (engineering),Fatigue (material),0,0.21079050336640576,0.0
637,637,Wave,Electron,0,0.0,0.0
638,638,Work (physics),Planet,0,0.0,0.0
639,639,Newton's law of universal gravitation,Velocity,0,0.122946558169237,0.122946558169237
640,640,Relative velocity,Velocity,1,1.805004695978076,1.805004695978076
641,641,Energy,Wavelength,0,0.0,0.0
642,642,Free fall,Planet,0,0.1081169981224719,0.1081169981224719
643,643,Telescope,Planet,0,0.17509962094421413,0.17509962094421413
644,644,Hooke's law,Length,1,0.10140741236461426,0.10140741236461426
645,645,Position (vector),Potential energy,0,0.0,0.0
646,646,Electromagnetic spectrum,Magnetic field,1,0.0,0.0
647,647,Potential energy,Energy,1,0.13804872423831685,0.13804872423831685
648,648,Electrostatics,Euclidean vector,1,0.006481517282264646,0.0
649,649,Speed,Work (physics),0,0.02383637338366331,0.0
650,650,Motion graphs and derivatives,Displacement (vector),1,0.03998926041691992,0.03998926041691992
651,651,Electrostatics,Electric potential energy,1,0.011792989930233573,0.011792989930233573
652,652,Displacement (vector),Electrostatics,0,0.0,0.0
653,653,Force,Mechanical energy,0,0.0,0.0
654,654,Voltage,Electric field,0,0.13999307246702555,0.13999307246702555
655,655,Electrostatics,Coulomb's law,1,0.0,0.0
656,656,Gravitational acceleration,Euclidean vector,1,0.1559581156259877,0.0
657,657,Crest (physics),Frequency,0,0.0,0.0
658,658,Dielectric,Frequency,0,0.7540411745229918,0.7540411745229918
659,659,Electric potential,Electroscope,0,0.11095712315695376,0.0
660,660,Shock wave,Magnetic field,0,0.0,0.0
661,661,Hooke's law,Dielectric,0,0.0601573675429604,0.0601573675429604
662,662,Physics,Motion,0,0.0,0.0
663,663,Newton's law of universal gravitation,Free fall,0,0.018844372956733715,0.018844372956733715
664,664,Mass,Elastic collision,0,0.0,0.0
665,665,Electron,Electromagnetic spectrum,0,0.0,0.0
666,666,Acceleration,Motion,1,0.1402847043848056,0.1402847043848056
667,667,Gravity,Gravitational field,0,0.0,0.0
668,668,Light,Reflection (physics),0,0.0,0.0
669,669,Magnetism,Magnetic field,0,0.0,0.0
670,670,Energy level,Emission spectrum,0,0.0,0.0
671,671,Physics,Lever,0,0.0,0.0
672,672,Resonance (particle physics),Scattering,0,0.0,0.0
673,673,Energy,Tension (physics),0,0.0,0.0
674,674,Kinetic energy,Elastic collision,0,0.0,0.0
675,675,Wavelength,Scattering,0,0.0,0.0
676,676,Capacitance,Length,0,0.09014906328800673,0.09014906328800673
677,677,Energy level,Absorption spectroscopy,0,0.0,0.0
678,678,Acceleration,Photoelectric effect,0,0.0,0.0
679,679,Strength of materials,Hardness,0,0.5463108173459482,0.0
680,680,Wave,Force,0,0.10599214183248967,0.10599214183248967
681,681,Electron,Contact force,0,0.0,0.0
682,682,Friction,Electron,0,0.0,0.0
683,683,Electromagnetic radiation,Electric field,1,0.07014185856561816,0.07014185856561816
684,684,Distance,Electric potential,0,0.0,0.0
685,685,Gravity of Earth,Euclidean vector,1,0.1559581156259877,0.0
686,686,Magnetism,Le Sage's theory of gravitation,0,0.0,0.0
687,687,Snell's law,Wave,1,0.14685324593568627,0.14685324593568627
688,688,Ray (optics),Snell's law,0,0.0,0.0
689,689,Light,Mirror image,0,0.0,0.0
690,690,Displacement (vector),Physics,1,1.0,1.0
691,691,Velocity,Gravity of Earth,0,0.0,0.0
692,692,Refracting telescope,Wave,1,0.14685324593568627,0.14685324593568627
693,693,Position (vector),Euclidean vector,1,0.0,0.0
694,694,Hooke's law,Torque,0,0.0,0.0
695,695,Crest (physics),Physics,1,1.0,1.0
696,696,Field (physics),Electromotive force,0,0.0,0.0
697,697,Angle of incidence,Total internal reflection,0,0.0,0.0
698,698,Gravitational acceleration,Energy,0,0.0,0.0
699,699,Inertial frame of reference,Physics,1,1.0,1.0
700,700,Pigment,Color,1,1.300812649762373,1.300812649762373
701,701,Magnetism,Capacitance,0,0.0,0.0
702,702,Wavelength,Snell's law,0,0.0,0.0
703,703,Euclidean vector,Position (vector),0,0.02593870220038077,0.0
704,704,Rarefaction,Wave,1,0.4092631444109289,0.4092631444109289
705,705,Distance,Acceleration,0,0.0,0.0
706,706,Electric potential energy,Force,1,0.13898880394279373,0.13898880394279373
707,707,Electric potential energy,Electric potential,0,0.0,0.0
708,708,Electron,Electromotive force,0,0.0,0.0
709,709,Hardness,Kilogram,0,0.0,0.0
710,710,Electrical conductor,Electrical resistance and conductance,0,0.10663802777845313,0.10663802777845313
711,711,Elastic collision,Collision,1,0.5139374442745558,0.5139374442745558
712,712,Physics,Reflection (physics),0,0.0,0.0
713,713,Newton's law of universal gravitation,Electric field,0,0.122946558169237,0.0
714,714,Emission spectrum,Wavelength,1,0.13714632181285294,0.13714632181285294
715,715,Snell's law,Ray (optics),1,0.479871125003039,0.0
716,716,Sound intensity,Distance,0,0.09712926193482416,0.09712926193482416
717,717,Friction,Force,1,0.0,0.0
718,718,Friction,Hardness,0,0.0,0.0
719,719,Transmission medium,Wave,1,1.2237770494640523,1.2237770494640523
720,720,Deformation (engineering),Plasticity (physics),0,0.13914187584457252,0.13914187584457252
721,721,Tangential and normal components,Euclidean vector,0,0.0,0.0
722,722,Magnetic field,Mass,0,0.12183137451078235,0.12183137451078235
723,723,Force,Tension (physics),0,0.0,0.0
724,724,Electron,Field line,0,0.0,0.0
725,725,Light,Photoelectric effect,0,0.0,0.0
726,726,Speed,Magnetism,0,0.0,0.0
727,727,Energy,Elastic collision,0,0.0,0.0
728,728,Friction,Temperature,0,0.0,0.0
729,729,Torque,Gravity,0,0.10599288775740867,0.10599288775740867
730,730,Capacitor,Insulator (electricity),0,0.09327143999298423,0.0
731,731,Power (physics),Physics,1,1.0,1.0
732,732,Electric current,Electromagnetic radiation,0,0.0,0.0
733,733,Scalar (mathematics),Distance,0,0.09014906328800673,0.0
734,734,Fracture,Hardness,0,0.07819142063167947,0.0
735,735,Electromotive force,Force,1,0.09100457401016256,0.09100457401016256
736,736,Magnetic field,Wave,0,0.11645191586955328,0.11645191586955328
737,737,Wave,Motion,0,0.08832740646450722,0.08832740646450722
738,738,Velocity,Work (physics),0,0.02383637338366331,0.0
739,739,Friction,Torque,0,0.0,0.0
740,740,Speed,Distance,1,0.04139935754599063,0.04139935754599063
741,741,Amplitude,Standing wave,0,0.0,0.0
742,742,Electromagnetic spectrum,Wave,1,0.1376749180647059,0.1376749180647059
743,743,Physics,Electromagnetic radiation,0,0.0,0.0
744,744,Speed,Physics,1,1.0,1.0
745,745,Coulomb's law,Coulomb,0,0.2892501878420821,0.2892501878420821
746,746,Dielectric,Electromagnetic spectrum,0,0.0,0.0
747,747,Electrostatics,Energy,1,0.010578446301786731,0.010578446301786731
748,748,Hooke's law,Deformation (engineering),1,0.0,0.0
749,749,Wave,Magnet,0,0.0,0.0
750,750,Energy,Creep (deformation),0,0.0,0.0
751,751,Electromotive force,Magnet,1,0.13999307246702555,0.13999307246702555
752,752,Electrostatics,Work (physics),1,0.008219439097814933,0.0
753,753,Speed,Magnet,0,0.0,0.0
754,754,Electric field,Coulomb's law,1,0.0,0.0
755,755,Frequency,Hooke's law,0,0.0,0.0
756,756,Physics,Electrical conductor,0,0.0,0.0
757,757,Wave,Photoelectric effect,0,0.0,0.0
758,758,Electroscope,Coulomb's law,0,0.0,0.0
759,759,Energy,Mass,0,0.042435647301508464,0.042435647301508464
760,760,Ray (optics),Diffraction,0,0.0,0.0
761,761,Frequency,Metre,0,0.09014906328800673,0.0
762,762,Speed,Equations of motion,0,0.0,0.0
763,763,Creep (deformation),Deformation (engineering),1,0.2308158064598433,0.0
764,764,Wavelength,Speed,0,0.01858719981920836,0.01858719981920836
765,765,Motion,Mechanical energy,0,0.0,0.0
766,766,Speed,Projectile motion,0,0.0,0.0
767,767,Wavelength,Absorption spectroscopy,0,0.0,0.0
768,768,Mass,Wavelength,0,0.0,0.0
769,769,Motion,Projectile motion,0,0.0,0.0
770,770,Shock wave,Physics,1,1.0,1.0
771,771,Energy,Dispersion (optics),0,0.0,0.0
772,772,Physics,Friction,0,0.0,0.0
773,773,Specular reflection,Physics,1,1.0,0.0
774,774,Electromagnetic spectrum,Force,1,0.1461692374288061,0.1461692374288061
775,775,Speed,Elastic collision,0,0.0,0.0
776,776,Projectile motion,Position (vector),1,0.08758522820907791,0.0
777,777,Electromotive force,Electric potential,0,0.08549917699419342,0.08549917699419342
778,778,Mechanical energy,Displacement (vector),1,0.2105763586511226,0.0
779,779,Ohm,Velocity,0,0.0,0.0
780,780,Sonic boom,Speed,0,0.6180243939886779,0.6180243939886779
781,781,Gravity,Gravitational constant,0,0.0,0.0
782,782,Distance,Gravitational constant,0,0.0,0.0
783,783,Wave,Absorption spectroscopy,0,0.0,0.0
784,784,Electromagnetic spectrum,Electromagnetic radiation,1,0.3201039945386415,0.3201039945386415
785,785,Force,Gravity of Earth,0,0.0,0.0
786,786,Mass,Kilogram,0,0.3286809236639601,0.3286809236639601
787,787,Acceleration,Free fall,0,0.0,0.0
788,788,Electromotive force,Energy,1,0.13999307246702555,0.13999307246702555
789,789,Electron,Emission spectrum,0,0.0,0.0
790,790,Electron,Capacitance,0,0.0,0.0
791,791,Distance,Length,0,0.09014906328800673,0.09014906328800673
792,792,Force,Lever,0,0.0,0.0
793,793,Displacement (vector),Acceleration,0,0.0,0.0
794,794,Emission spectrum,Field (physics),1,0.1949814008940187,0.0
795,795,Scalar (mathematics),Euclidean vector,0,0.0,0.0
796,796,Energy,Magnet,0,0.0,0.0
797,797,Magnetic field,Electromagnetic spectrum,0,0.0,0.0
798,798,Electrostatics,Force,1,0.0836823669058966,0.0836823669058966
799,799,Interference (wave propagation),Geometrical optics,0,0.0,0.0
800,800,Amplitude,Frequency,0,0.0,0.0
801,801,Specular reflection,Ray (optics),1,0.2970630773828337,0.0
802,802,Equations of motion,Displacement (vector),1,0.1559581156259877,0.0
803,803,Relative velocity,Physics,1,1.0,1.0
804,804,Voltage,Ohm,0,0.0,0.0
805,805,Free fall,Normal force,0,0.0,0.0
806,806,Plane mirror,Reflection (physics),0,0.1831162477495396,0.0
807,807,Physics,Transverse wave,0,0.0,0.0
808,808,Work (physics),Resultant force,0,0.0,0.0
809,809,Electroscope,Voltage,0,0.0,0.0
810,810,Physics,Dielectric,0,0.0,0.0
811,811,Free fall,Euclidean vector,1,0.1559581156259877,0.0
812,812,Emission spectrum,Collision,0,0.050251661217956566,0.050251661217956566
813,813,Electromotive force,Electrical resistance and conductance,0,0.1999463020845996,0.0
814,814,Electron,Joule,0,0.0893864001887374,0.0893864001887374
815,815,Free fall,Motion,1,0.39747332909028255,0.39747332909028255
816,816,Wave,Refracting telescope,0,0.0,0.0
817,817,Displacement (vector),Equations of motion,0,0.0,0.0
818,818,Acceleration,Physics,1,1.0,1.0
819,819,Motion,Distance,0,0.04770125975021365,0.04770125975021365
820,820,Field line,Coulomb's law,0,0.0,0.0
821,821,Photoelectric effect,Electroscope,0,0.08549917699419342,0.08549917699419342
822,822,Plasticity (physics),Elasticity (physics),0,0.0,0.0
823,823,Refraction,Ray (optics),0,0.2529050523664665,0.0
824,824,Force,Motion,0,0.02497214633027953,0.02497214633027953
825,825,Scattering,Physics,1,1.0,1.0
826,826,Refraction,Wave,1,0.0099225166172761,0.0099225166172761
827,827,Reflection (physics),Physics,1,1.0,1.0
828,828,Creep (deformation),Temperature,0,0.07085553971397163,0.07085553971397163
829,829,Hooke's law,Elasticity (physics),1,0.1269486935529138,0.0
830,830,Speed,Sound intensity,0,0.0,0.0
831,831,Scattering,Collision,0,0.050251661217956566,0.050251661217956566
832,832,Equations of motion,Gravitational field,0,0.0,0.0
833,833,Work (physics),Kinetic energy,0,0.0,0.0
834,834,Physics,Le Sage's theory of gravitation,0,0.0,0.0
835,835,Refraction,Reflection (physics),0,0.025518733850231446,0.0
836,836,Kinetic energy,Velocity,0,0.26740810310786306,0.26740810310786306
837,837,Energy,Field (physics),0,0.0,0.0
838,838,Electron,Motion,0,0.0893864001887374,0.0893864001887374
839,839,Speed,Field (physics),0,0.0,0.0
840,840,Field (physics),Magnetic field,0,0.0,0.0
841,841,Speed,Refractive index,0,0.0,0.0
842,842,Ohm,Kilogram,0,0.0,0.0
843,843,Physics,Crest (physics),0,0.0,0.0
844,844,Frame of reference,Motion,1,0.035330962585802886,0.035330962585802886
845,845,Dielectric,Temperature,0,0.12019875105067562,0.12019875105067562
846,846,Hooke's law,Temperature,0,0.10140741236461426,0.10140741236461426
847,847,Euclidean vector,Projectile motion,0,0.0,0.0
848,848,Acceleration,Relative velocity,0,0.0,0.0
849,849,Euclidean vector,Motion graphs and derivatives,0,0.0,0.0
850,850,Physics,Relative velocity,0,0.0,0.0
851,851,Electromagnetic radiation,Temperature,0,0.12019875105067562,0.12019875105067562
852,852,Position (vector),Physical quantity,0,0.09014906328800673,0.0
853,853,Fracture,Magnet,0,0.09175569326869364,0.0
854,854,Motion,Speed,0,0.06670739490671446,0.06670739490671446
855,855,Elasticity (physics),Force,1,0.20476029152286576,0.20476029152286576
856,856,Absorption spectroscopy,Frequency,1,0.16224246582974208,0.16224246582974208
857,857,Gravity,Acceleration,0,0.017445636587458516,0.017445636587458516
858,858,Mass,Gravitational acceleration,0,0.0,0.0
859,859,Equations of motion,Velocity,1,0.2850007414702225,0.2850007414702225
860,860,Electric current,Magnetic field,0,0.0,0.0
861,861,Force,Magnetism,0,0.0,0.0
862,862,Electric potential energy,Displacement (vector),1,0.10464749290388772,0.0
863,863,Force,Gravity,0,0.0,0.0
864,864,Electromagnetic spectrum,Electric current,1,0.09902102579427788,0.09902102579427788
865,865,Relative velocity,Distance,1,0.09014906328800673,0.0
866,866,Wave,Emission spectrum,0,0.0,0.0
867,867,Electrical conductor,Physics,1,1.0,1.0
868,868,Joule,Potential energy,0,0.0,0.0
869,869,Wave,Velocity,0,0.08832740646450722,0.08832740646450722
870,870,Emission spectrum,Electron,1,0.27429264362570593,0.27429264362570593
871,871,Force,Normal force,0,0.0,0.0
872,872,Electric current,Series and parallel circuits,0,0.06495689570939972,0.0
873,873,Ray (optics),Wavelength,0,0.2468633792631353,0.2468633792631353
874,874,Lever,Power (physics),0,0.04416339243020403,0.0
875,875,Transverse wave,Wave,1,0.4529118799885651,0.4529118799885651
876,876,Frame of reference,Inertial frame of reference,0,0.15175300481831894,0.15175300481831894
877,877,Refraction,Refracting telescope,0,0.0,0.0
878,878,Euclidean vector,Work (physics),0,0.008251052325114224,0.0
879,879,Intensity (physics),Refractive index,0,0.0,0.0
880,880,Electrical polarity,Force,0,0.0,0.0
881,881,Electron,Scattering,0,0.0,0.0
882,882,Displacement (vector),Motion,1,0.0378546027705031,0.0378546027705031
883,883,Force,Electric current,0,0.0,0.0
884,884,Refracting telescope,Virtual image,0,0.07892231722540931,0.07892231722540931
885,885,Distance,Displacement (vector),0,0.0,0.0
886,886,Electromagnetic radiation,Physics,1,1.0,1.0
887,887,Joule,Kilogram,0,0.0,0.0
888,888,Ray (optics),Total internal reflection,0,0.0,0.0
889,889,Wave,Snell's law,0,0.0,0.0
890,890,Inelastic collision,Kinetic energy,1,0.12261526381100175,0.12261526381100175
891,891,Wave,Transmission medium,0,0.0,0.0
892,892,Geometrical optics,Real image,0,0.0,0.0
893,893,Acceleration,Projectile motion,0,0.0,0.0
894,894,Speed,Dispersion (optics),0,0.0,0.0
895,895,Light,Dispersion (optics),0,0.0,0.0
896,896,Velocity,Planet,0,0.0,0.0
897,897,Work (physics),Power (physics),0,0.0,0.0
898,898,Mass,Projectile motion,0,0.0,0.0
899,899,Electrical conductor,Insulator (electricity),0,0.09327143999298423,0.0
900,900,Electric potential energy,Electrostatics,0,0.0,0.0
901,901,Friction,Potential energy,0,0.0,0.0
902,902,Hardness,Force,1,0.0,0.0
903,903,Electric field,Absorption spectroscopy,0,0.0,0.0
904,904,Physics,Refraction,0,0.0,0.0
905,905,Relative velocity,Elastic collision,0,0.0,0.0
906,906,Geometrical optics,Virtual image,0,0.0,0.0
907,907,Physics,Creep (deformation),0,0.0,0.0
908,908,Geometrical optics,Refractive index,0,0.0,0.0
909,909,Magnetic field,Planet,0,0.09936833227257064,0.09936833227257064
910,910,Electromagnetic radiation,Le Sage's theory of gravitation,0,0.0,0.0
911,911,Newton's law of universal gravitation,Energy,0,0.09936833227257064,0.09936833227257064
912,912,Relative velocity,Speed,1,0.15450609849716948,0.15450609849716948
913,913,Snell's law,Electromagnetic radiation,0,0.0,0.0
914,914,Reflection (physics),Wave,1,0.09980317684949552,0.09980317684949552
915,915,Acceleration,Tension (physics),0,0.0,0.0
916,916,Force,Strength of materials,0,0.0,0.0
917,917,Joule,Electrostatics,0,0.0,0.0
918,918,Capacitance,Planet,0,0.09936833227257064,0.09936833227257064
