concept,Length,Temperature,Physical quantity,Metre,Distance,Physics,Hertz,Joule,Kilogram,Speed,Work (physics),Light,Mass,Motion,Velocity,Displacement (vector),Position (vector),Direction (geometry),Frame of reference,Inertial frame of reference,Non-inertial reference frame,Scalar (mathematics),Euclidean vector,Acceleration,Newton's laws of motion,Equations of motion,Force,Planet,Gravity,Free fall,Friction,Gravitational field,Gravitational acceleration,Gravity of Earth,Electric potential energy,Potential energy,Energy,Tension (physics),Electrical resistance and conductance,Energy level,Kinetic energy,Mechanical energy,Le Sage's theory of gravitation,Wave,Transmission medium,Sound,Amplitude,Reflection (physics),Crest (physics),Wavelength,Frequency,Transverse wave,Motion graphs and derivatives,Standing wave,Interference (wave propagation),Ray (optics),Hardness,Geometrical optics,Optical microscope,Telescope,Specular reflection,Angle of incidence,Mirror image,Refractive index,Snell's law,Refraction,Virtual image,Real image,Magnification,Plane mirror,Curved mirror,Total internal reflection,Laser,Field (physics),Magnet,Electric field,Magnetic field,Electron,Plasticity (physics),Electric charge,Strength of materials,Electrical polarity,Compass,Magnetism,Coulomb,Insulator (electricity),Electrostatics,Electrical conductor,Electroscope,Series and parallel circuits,Power (physics),Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Ohm,Collision,Ammeter,Ohmmeter,Voltmeter,Scalar multiplication,Phase velocity,Contact force,Resultant force,Free body diagram,Normal force,Gravitational constant,Compression (physics),Tangential and normal components,Torque,Lever,Crystallinity,Stiffness,Refracting telescope,Rarefaction,Diffraction,Pitch (music),Intensity (physics),Sound intensity,Musical tone,Resonance (particle physics),Coulomb's law,Newton's law of universal gravitation,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Elasticity (physics),Relative velocity,Hooke's law,Fracture,Creep (deformation),Fatigue (material),Deformation (engineering),Doppler effect,Electromagnetic radiation,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Sonic boom,Shock wave,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Free fall,0.043596477217082916,0.0,0.10529821929491814,0.2161574525068487,0.3952713650690882,1.0,0.43589943246505936,0.13325446876965893,0.7284624281743117,0.4441247744130131,0.12644806752860743,0.03655116122697352,0.38656761349759217,0.8828919914123972,0.018492815487667666,0.039468380376184845,0.01986649503073173,0.10486037501242622,0.019250343357934484,0.0,0.0,0.04559039387864478,0.1016565297847093,0.0,0.0,0.0,0.26206169082839376,0.15392893688780848,0.2538973871058276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friction,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravitational field,0.10899119304270728,0.0,0.05127486935829515,0.13745756514497082,0.25803408819173024,1.0,0.05379641647376383,0.034271642548023944,1.8211560704357794,0.05481154493715478,0.03252110800666486,0.008102343783508523,0.9664190337439804,0.07887687548467516,0.03904255014116951,0.0986709509404621,0.04966623757682933,0.26215093753106555,0.048125858394836206,0.0,0.0,0.06484859406939744,0.25414132446177323,0.0,0.0,0.0,0.6551542270709844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravitational acceleration,0.05591194382860038,0.0,0.04494184081881221,0.09225715199565196,0.1687039238471424,1.0,0.18604419939892308,0.056873716991056644,0.9342440712014307,0.18955481915090475,0.05396870869013217,0.015600230285040186,0.4957681920998037,0.37682300426304577,0.020028635428947134,0.05061771059186366,0.025478534623301942,0.13448213644297388,0.024688327709385536,0.0,0.0,0.033267008532984074,0.1303732444901753,0.0,0.0,0.0,0.3360908833130164,0.06569769009716526,0.10836475708733226,0.42680532605152205,0.3533319929387571,0.5129950619651604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravity of Earth,0.05591194382860038,0.0,0.04494184081881221,0.09225715199565196,0.1687039238471424,1.0,0.18604419939892308,0.056873716991056644,0.9342440712014307,0.18955481915090475,0.05396870869013217,0.015600230285040186,0.4957681920998037,0.37682300426304577,0.020028635428947134,0.05061771059186366,0.025478534623301942,0.13448213644297388,0.024688327709385536,0.0,0.0,0.033267008532984074,0.1303732444901753,0.0,0.0,0.0,0.3360908833130164,0.06569769009716526,0.10836475708733226,0.42680532605152205,0.3533319929387571,0.5129950619651604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric potential energy,0.8359567493854191,0.0,0.2522186505837431,0.0,0.09256472638559177,1.0,0.0,0.5114833898151809,0.0,0.0,0.4853577280542003,0.0,0.0,0.0,0.0,0.0,0.4941588957413912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potential energy,0.5642708058351579,0.0,0.010254973871659032,0.05498302605798833,0.1032136352766921,1.0,0.025481102032266983,0.245893116338474,0.7284624281743117,0.025961925731074843,0.015403882370572787,0.0016204687567017047,0.38656761349759217,0.015775375096935034,0.018492815487667666,0.019734190188092422,0.33355725462543906,0.05243018750621311,0.009625171678967242,0.0,0.0,0.04559039387864478,0.05082826489235465,0.0,0.0,0.0,0.13103084541419688,0.15392893688780848,0.2538973871058276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energy,0.07677153820886501,0.0,0.2663737789328307,0.017268992363050868,0.09775968551947702,1.0,0.030740809413579335,0.5401890902639921,0.22879446641667692,0.031320882821231306,0.5125971923837728,0.004629910733433442,0.12141261847342132,0.045072500276957236,0.02231002865209686,0.05638340053740692,0.04538193940482164,0.14980053573203747,0.027500490511334977,0.0,0.0,0.03705633946822711,0.14522361397815614,0.0,0.0,0.0,0.3743738440405625,0.0,0.0,0.0,0.2884342799500058,0.1256314437465699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tension (physics),0.13152492882482836,0.0,0.06693366179705595,0.025208810708950296,0.1228239084597967,1.0,0.07022526222323662,0.04473783278724083,0.2831835659216468,0.07155039997784277,0.042452703864987666,0.010576712244340467,0.15027486803186832,0.10296502308777955,0.05096572413637696,0.12880399583844754,0.06483377120807661,0.34220900827408557,0.06282297682679218,0.0,0.0,0.08465265573130923,0.33175334570459025,0.0,0.0,0.0,0.8552312664758958,0.06452111127033888,0.1064240544754966,0.0,0.11848258445850535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electrical resistance and conductance,0.20804340352997713,0.13382479877352013,0.2565286073755413,0.020271925747693174,0.1465808424192084,1.0,0.029604629479881947,0.5202237082044984,0.26857991115948077,0.030163263381599685,0.4936516065268567,0.21959659220047198,0.14252525768627833,0.04340662122714838,0.021485450270516286,0.05429947075461058,0.1229806429940732,0.14426390979398798,0.026484072723974704,0.0,0.0,0.03568673762223668,0.13985615101122106,0.0,0.0,0.0,0.3605369914197546,0.05675271447810107,0.09361050760491667,0.0,0.27777375254941994,0.12098810714778693,0.0,0.0,0.0,0.3686942535013117,0.9630400124339116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energy level,0.10305960312475304,0.0,0.3575853314931788,0.023182230561259003,0.2298654119755768,1.0,0.04126705927498696,0.7251603205274825,0.3071381329092554,0.04204576107738138,0.6881204212192548,0.34436738322346744,0.16298665581202307,0.06050619928632804,0.029949415528598457,0.07569017135491171,0.06092159637818014,0.201095146985559,0.03691719228190413,0.0,0.0,0.04974514941281477,0.19495099837927785,0.0,0.0,0.0,0.5025667153123852,0.0,0.0,0.0,0.3871997762810096,0.1686500887514606,0.0,0.0,0.0,0.0,1.342419411271513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinetic energy,0.08175401209415505,0.0,0.2836614408479543,0.03325499269336134,0.38986168926983256,1.0,0.42993372176829947,0.5752473696492049,0.3261526088665451,0.43804649185497346,0.5458647572171973,0.005623255573380542,0.1292922990816529,0.1358295371403688,0.31202280727573617,0.060042684007502074,0.048327227896152514,0.1595225925606598,0.029285272723625872,0.0,0.0,0.039461296409204025,0.15464862852202327,0.0,0.0,0.0,0.39867071166607476,0.0,0.0,0.0,0.3071536686844547,0.1337849261730336,0.0,0.0,0.0,0.0,1.0649000137490368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mechanical energy,0.14499994791483256,0.01495754400626821,0.12291995770078022,0.01677402763557308,0.1727796122900394,1.0,0.1905388085109509,0.24927386018132214,0.18719205929297147,0.19413424070845411,0.23654139479411884,0.024544222906128677,0.0993357856601334,0.06851327350237195,0.1382828350426558,0.044850432245664595,0.0857137814807177,0.11915951705957524,0.021875390179471002,0.0,0.0,0.029476633667907925,0.11551878384626056,0.0,0.0,0.0,0.2977973759413565,0.0699676985853675,0.11540790322992164,0.077600968373004,0.3212109026715973,0.06995387208615825,0.0,0.0,0.0,0.2569687221372779,0.4614566726245827,0.077600968373004,0.11176959833567,0.06184762336027798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Le Sage's theory of gravitation,0.29621417931172944,0.0064777134516745705,0.09833596616062418,0.02886336094552505,0.09653718020014904,1.0,0.10645977872357894,0.19941908814505774,0.38240663541278463,0.10846865512599344,0.1892331158352951,0.010629448445099091,0.2029288192771297,0.08408495156308544,0.07726279037303944,0.020814797122600724,0.17510101073918047,0.05530116542102874,0.010152227877523639,0.0,0.0,0.023932695024463792,0.05361152455430142,0.0,0.0,0.0,0.13820584671090597,0.08080505537596298,0.13328353225652426,0.06503700206499384,0.1391078765463354,0.07328500885216578,0.0,0.0,0.01625925051624846,0.5249503895090106,0.3691653380996662,0.03360691009714735,0.04840443259426977,0.026784556450382756,0.0824901588625968,0.4330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wave,0.17099115328338121,0.0,0.09572565390447103,0.19650677500622607,0.35933760460826203,1.0,0.39627221133187207,0.12114042615423537,0.0,0.403749794920921,0.1149527886623704,0.11478912774115582,0.0,0.8026290831021792,0.0,0.0,0.10107795594710277,0.3201089779462412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission medium,0.25224041943871844,0.0,0.14121127688923615,0.2898802095800461,0.5300827929751247,1.0,0.5845674871413051,0.17870229726732442,0.0,0.5955981678792956,0.16957450178602185,0.1693330746792962,0.0,1.1840115274261063,0.0,0.0,0.14910681350778093,0.4722140374680248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4751664901673829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound,0.14940394074447166,0.11838347583811396,0.08364052554208602,0.17169827798202728,0.3139721158391123,1.0,0.346243819306773,0.10584674530449215,0.04060720507213714,0.3527773763592751,0.10044028182710524,0.10029728269466004,0.021548716513608825,0.7012991354754629,0.003959658303059893,0.010007114001250348,0.08831711261614715,0.2796960068079839,0.00488087878727098,0.0,0.0,0.006576882734867339,0.025774771420337222,0.0,0.0,0.0,0.06644511861101247,0.0,0.0,0.0,0.0511922781140758,0.02229748769550561,0.0,0.0,0.0,0.0,0.1774833356248395,0.0,0.0,0.0,0.0,0.0,0.0,0.8737524595606805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amplitude,0.43405446602704456,0.0,0.29487606486752405,0.0490566508520078,0.541100394418685,1.0,0.09892680551622085,0.030241927229854897,0.0,0.10079353610265002,0.028697223379172927,0.028656366484188584,0.0,0.20037118156441797,0.0,0.5674456530887861,0.2565825035580301,0.07991314480228111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24964355987448014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
