,Unnamed: 0,topic_a,topic_b,relation,refd_equal,refd_tfidf
451,451,Normal force,Physics,1,0.38,0.0
452,452,Electric field,Wave,0,-0.3333333333333333,0.0
453,453,Speed,Refraction,0,-0.10526315789473684,0.0
454,454,Gravity of Earth,Newton's law of universal gravitation,0,0.46394984326018807,0.0
455,455,Refraction,Snell's law,0,-0.3508771929824561,0.0
456,456,Dielectric,Energy,1,0.30566801619433204,0.0
457,457,Sound intensity,Velocity,0,1.0,0.0
458,458,Electromagnetic radiation,Transverse wave,0,-0.548172757475083,0.0
459,459,Gravitational field,Mass,1,0.6857142857142857,0.0
460,460,Magnification,Virtual image,0,0.6,0.0
461,461,Motion,Force,0,0.7419540229885057,0.0
462,462,Dielectric,Physics,1,0.11076923076923079,0.0
463,463,Mass,Gravity of Earth,0,-0.6415584415584416,0.0
464,464,Voltmeter,Voltage,1,0.33999999999999997,0.0
465,465,Transmission medium,Electromagnetic spectrum,0,0.19444444444444445,0.0
466,466,Shock wave,Velocity,0,0.25,0.0
467,467,Electric field,Electric potential,0,0.25,0.0
468,468,Position (vector),Electric potential energy,0,-0.0018796992481203006,0.0
469,469,Hertz,Kilogram,0,-0.5476190476190477,0.0
470,470,Electron,Field (physics),0,-0.43935926773455375,0.0
471,471,Joule,Velocity,0,-0.007680491551459334,0.0
472,472,Insulator (electricity),Dielectric,0,-0.14102564102564105,0.0
473,473,Mass,Velocity,0,-0.14193548387096777,0.0
474,474,Force,Le Sage's theory of gravitation,0,-0.5121212121212121,0.0
475,475,Force,Direction (geometry),0,-0.4666666666666667,0.0
476,476,Inelastic collision,Mass,1,0.30476190476190473,0.0
477,477,Electromagnetic spectrum,Coulomb's law,1,0.17777777777777778,0.0
478,478,Doppler effect,Relative velocity,1,0.18181818181818182,0.0
479,479,Snell's law,Wavelength,1,0.625,0.0
480,480,Speed,Dielectric,0,-0.15384615384615385,0.0
481,481,Magnet,Force,0,0.26666666666666666,0.0
482,482,Physics,Energy,0,0.24526315789473685,0.0
483,483,Mass,Absorption spectroscopy,0,-0.1,0.0
484,484,Acceleration,Energy,0,0.14433811802232854,0.0
485,485,Joule,Torque,0,-0.10476190476190478,0.0
486,486,Sound intensity,Physics,1,1.0,0.0
487,487,Scalar multiplication,Scalar (mathematics),1,0.0,0.0
488,488,Velocity,Length,0,-0.20645161290322583,0.0
489,489,Velocity,Mechanical energy,0,-0.33586337760910817,0.0
490,490,Amplitude,Electromagnetic spectrum,0,0.21717171717171715,0.0
491,491,Standing wave,Amplitude,1,0.05303030303030304,0.0
492,492,Electron,Dielectric,0,-0.22073578595317728,0.0
493,493,Refracting telescope,Refraction,1,0.26973684210526316,0.0
494,494,Dispersion (optics),Refracting telescope,0,-0.175,0.0
495,495,Voltage,Power (physics),0,0.033333333333333354,0.0
496,496,Equations of motion,Length,0,-0.02857142857142858,0.0
497,497,Electric current,Electrical resistance and conductance,0,-0.25161290322580654,0.0
498,498,Emission spectrum,Electric current,1,0.3333333333333333,0.0
499,499,Amplitude,Electrical resistance and conductance,0,0.36363636363636365,0.0
500,500,Distance,Equations of motion,0,0.09999999999999998,0.0
501,501,Absorption spectroscopy,Electromagnetic spectrum,0,0.34444444444444444,0.0
502,502,Electrical resistance and conductance,Ohm's law,1,-0.012173913043478257,0.0
503,503,Motion,Power (physics),0,0.6908045977011494,0.0
504,504,Le Sage's theory of gravitation,Mass,1,0.5168831168831168,0.0
505,505,Wavelength,Doppler effect,0,-0.28030303030303033,0.0
506,506,Wave,Length,0,0.0625,0.0
507,507,Normal force,Force,1,0.9333333333333333,0.0
508,508,Telescope,Electromagnetic radiation,0,0.4604651162790697,0.0
509,509,Curved mirror,Reflection (physics),0,0.5,0.0
510,510,Voltage,Coulomb,0,0.0,0.0
511,511,Friction,Normal force,0,-0.6071428571428572,0.0
512,512,Physics,Hardness,0,-0.625,0.0
513,513,Euclidean vector,Inertial frame of reference,0,-0.07563025210084029,0.0
514,514,Voltage,Electrical resistance and conductance,0,-0.15999999999999992,0.0
515,515,Distance,Doppler effect,0,-0.2727272727272727,0.0
516,516,Coulomb's law,Electric field,0,-0.25,0.0
517,517,Electromagnetic radiation,Dispersion (optics),0,-0.6604651162790698,0.0
518,518,Displacement (vector),Potential energy,0,0.1130268199233716,0.0
519,519,Equations of motion,Force,1,0.43809523809523815,0.0
520,520,Friction,Physics,1,0.03285714285714286,0.0
521,521,Gravitational acceleration,Displacement (vector),1,0.14778325123152708,0.0
522,522,Specular reflection,Mirror image,0,-0.5,0.0
523,523,Electromagnetic spectrum,Reflection (physics),0,0.06837606837606836,0.0
524,524,Electron,Refractive index,0,-0.24637681159420288,0.0
525,525,Electric potential,Gravitational field,0,0.17857142857142858,0.0
526,526,Coulomb's law,Electric potential energy,0,-0.11190476190476195,0.0
527,527,Magnet,Electromagnetic spectrum,0,0.027777777777777776,0.0
528,528,Plasticity (physics),Hooke's law,0,0.3285714285714286,0.0
529,529,Snell's law,Total internal reflection,0,0.08333333333333331,0.0
530,530,Physics,Diffraction,0,-0.42333333333333334,0.0
531,531,Electromotive force,Joule,0,0.2419047619047619,0.0
532,532,Deformation (engineering),Strength of materials,0,-0.25,0.0
533,533,Virtual image,Plane mirror,0,-0.4,0.0
534,534,Total internal reflection,Refraction,1,0.19517543859649122,0.0
535,535,Magnetic field,Coulomb,0,-0.017241379310344807,0.0
536,536,Sonic boom,Mass,0,0.0,0.0
537,537,Gravitational constant,Physics,1,0.16363636363636364,0.0
538,538,Equations of motion,Torque,0,-0.00952380952380949,0.0
539,539,Electromagnetic spectrum,Metre,0,-0.1388888888888889,0.0
540,540,Motion,Acceleration,0,0.7628004179728318,0.0
541,541,Angle of incidence,Reflection (physics),0,0.6666666666666666,0.0
542,542,Intensity (physics),Sound intensity,0,0.1,0.0
543,543,Doppler effect,Wave,1,0.42329545454545453,0.0
544,544,Electric field,Electric potential energy,0,-0.04761904761904767,0.0
545,545,Magnetic field,Hertz,0,-0.25615763546798026,0.0
546,546,Motion graphs and derivatives,Euclidean vector,1,0.5,0.0
547,547,Capacitance,Energy,0,0.2070938215102975,0.0
548,548,Wave,Dielectric,0,-0.16826923076923078,0.0
549,549,Force,Kilogram,0,0.016666666666666663,0.0
550,550,Shock wave,Force,0,0.23333333333333334,0.0
551,551,Interference (wave propagation),Electromagnetic spectrum,0,-0.007936507936507936,0.0
552,552,Virtual image,Optical microscope,0,0.04999999999999999,0.0
553,553,Motion,Velocity,0,0.7608453837597331,0.0
554,554,Free fall,Gravitational acceleration,1,-0.4285714285714286,0.0
555,555,Hooke's law,Distance,0,0.2857142857142857,0.0
556,556,Transverse wave,Physics,1,0.5942857142857143,0.0
557,557,Field (physics),Emission spectrum,0,-0.2222222222222222,0.0
558,558,Refractive index,Wavelength,0,0.3333333333333333,0.0
559,559,Le Sage's theory of gravitation,Velocity,0,0.6041055718475073,0.0
560,560,Speed,Collision,0,-0.6666666666666666,0.0
561,561,Electron,Dispersion (optics),0,-0.5260869565217391,0.0
562,562,Electromagnetic radiation,Magnetic field,1,-0.05052125100240579,0.0
563,563,Inertial frame of reference,Speed,1,0.2962962962962963,0.0
564,564,Acceleration,Electromagnetic radiation,0,0.04933051444679351,0.0
565,565,Specular reflection,Angle of incidence,1,-0.3333333333333333,0.0
566,566,Magnet,Length,0,0.08333333333333333,0.0
567,567,Mechanical energy,Position (vector),1,0.195046439628483,0.0
568,568,Euclidean vector,Free fall,0,-0.31092436974789917,0.0
569,569,Intensity (physics),Interference (wave propagation),0,0.1285714285714286,0.0
570,570,Wave,Le Sage's theory of gravitation,0,-0.09090909090909091,0.0
571,571,Voltage,Electric potential,0,0.21999999999999997,0.0
572,572,Newton's laws of motion,Newton's law of universal gravitation,0,0.10501567398119127,0.0
573,573,Acceleration,Direction (geometry),0,-0.4393939393939394,0.0
574,574,Photoelectric effect,Voltage,0,0.23818181818181816,0.0
575,575,Force,Physics,1,-0.12,0.0
576,576,Energy,Absorption spectroscopy,0,-0.3473684210526316,0.0
577,577,Physics,Electric potential,0,-0.21999999999999997,0.0
578,578,Gravity,Force,1,0.6428571428571429,0.0
579,579,Inelastic collision,Velocity,0,0.467741935483871,0.0
580,580,Speed,Mass,0,0.1862433862433862,0.0
581,581,Sonic boom,Sound,1,0.2745098039215686,0.0
582,582,Coulomb's law,Electromagnetic spectrum,0,-0.17777777777777778,0.0
583,583,Energy,Physics,1,-0.24526315789473685,0.0
584,584,Gravitational field,Distance,1,0.30357142857142855,0.0
585,585,Physics,Projectile motion,0,-0.5,0.0
586,586,Power (physics),Velocity,0,0.05483870967741933,0.0
587,587,Gravity of Earth,Kilogram,0,0.3787878787878788,0.0
588,588,Hooke's law,Wave,0,0.21428571428571427,0.0
589,589,Acceleration,Newton's law of universal gravitation,0,-0.15673981191222575,0.0
590,590,Kinetic energy,Force,0,0.33333333333333326,0.0
591,591,Magnet,Electrical resistance and conductance,0,0.5866666666666667,0.0
592,592,Energy,Projectile motion,0,-0.75,0.0
593,593,Motion,Magnetism,0,0.13793103448275862,0.0
594,594,Torque,Distance,0,-0.033333333333333326,0.0
595,595,Strength of materials,Force,1,0.10833333333333334,0.0
596,596,Electric potential energy,Energy,1,0.33458646616541354,0.0
597,597,Displacement (vector),Velocity,0,0.11568409343715247,0.0
598,598,Magnet,Field (physics),0,-0.07456140350877193,0.0
599,599,Voltage,Voltmeter,0,-0.33999999999999997,0.0
600,600,Diffraction,Optical microscope,0,-0.4,0.0
601,601,Energy,Electric potential energy,0,-0.33458646616541354,0.0
602,602,Amplitude,Power (physics),0,0.05757575757575758,0.0
603,603,Laser,Power (physics),0,0.36363636363636365,0.0
604,604,Distance,Electric potential energy,0,-0.10714285714285714,0.0
605,605,Le Sage's theory of gravitation,Laser,0,0.09090909090909091,0.0
606,606,Torque,Length,0,-0.033333333333333354,0.0
607,607,Projectile motion,Euclidean vector,1,0.375,0.0
608,608,Electroscope,Capacitance,0,0.8136645962732919,0.0
609,609,Dispersion (optics),Phase velocity,1,-0.22499999999999998,0.0
610,610,Gravity of Earth,Physics,1,0.14181818181818182,0.0
611,611,Photoelectric effect,Electric field,0,0.46590909090909094,0.0
612,612,Energy level,Potential energy,0,0.1338383838383838,0.0
613,613,Physics,Non-inertial reference frame,0,-0.08000000000000002,0.0
614,614,Wave,Interference (wave propagation),0,-0.4151785714285714,0.0
615,615,Interference (wave propagation),Frequency,1,0.2637362637362637,0.0
616,616,Light,Hertz,0,-0.014778325123152691,0.0
617,617,Elasticity (physics),Hooke's law,0,0.2142857142857143,0.0
618,618,Reflection (physics),Wavelength,0,0.2820512820512821,0.0
619,619,Joule,Power (physics),0,-0.12380952380952381,0.0
620,620,Specular reflection,Wavelength,0,0.4583333333333333,0.0
621,621,Electromagnetic radiation,Metre,0,0.015503875968992276,0.0
622,622,Magnetism,Electron,0,0.23369565217391303,0.0
623,623,Motion graphs and derivatives,Physics,1,0.16666666666666666,0.0
624,624,Collision,Planet,0,0.0,0.0
625,625,Gravitational acceleration,Inertial frame of reference,0,0.09523809523809523,0.0
626,626,Friction,Velocity,0,0.17281105990783407,0.0
627,627,Le Sage's theory of gravitation,Force,1,0.5121212121212121,0.0
628,628,Electron,Reflection (physics),0,-0.2642140468227425,0.0
629,629,Temperature,Magnetism,0,0.06410256410256412,0.0
630,630,Electron,Kilogram,0,0.050724637681159424,0.0
631,631,Potential energy,Electric potential energy,0,-0.17857142857142855,0.0
632,632,Free fall,Metre,0,0.5714285714285714,0.0
633,633,Electromotive force,Voltmeter,0,0.16,0.0
634,634,Friction,Coulomb,0,-0.1,0.0
635,635,Intensity (physics),Force,1,0.35000000000000003,0.0
636,636,Deformation (engineering),Fatigue (material),0,0.0,0.0
637,637,Wave,Electron,0,0.09510869565217392,0.0
638,638,Work (physics),Planet,0,-0.15,0.0
639,639,Newton's law of universal gravitation,Velocity,0,0.04449388209121252,0.0
640,640,Relative velocity,Velocity,1,0.36935483870967734,0.0
641,641,Energy,Wavelength,0,-0.13377192982456143,0.0
642,642,Free fall,Planet,0,0.2857142857142857,0.0
643,643,Telescope,Planet,0,-0.25,0.0
644,644,Hooke's law,Length,1,-0.1285714285714286,0.0
645,645,Position (vector),Potential energy,0,0.30116959064327486,0.0
646,646,Electromagnetic spectrum,Magnetic field,1,0.34099616858237547,0.0
647,647,Potential energy,Energy,1,-0.014619883040935644,0.0
648,648,Electrostatics,Euclidean vector,1,-0.016470588235294126,0.0
649,649,Speed,Work (physics),0,0.07777777777777783,0.0
650,650,Motion graphs and derivatives,Displacement (vector),1,1.0,0.0
651,651,Electrostatics,Electric potential energy,1,0.07285714285714295,0.0
652,652,Displacement (vector),Electrostatics,0,-0.08,0.0
653,653,Force,Mechanical energy,0,-0.4882352941176471,0.0
654,654,Voltage,Electric field,0,0.050000000000000044,0.0
655,655,Electrostatics,Coulomb's law,1,0.21333333333333337,0.0
656,656,Gravitational acceleration,Euclidean vector,1,0.10924369747899157,0.0
657,657,Crest (physics),Frequency,0,0.34615384615384615,0.0
658,658,Dielectric,Frequency,0,0.15384615384615385,0.0
659,659,Electric potential,Electroscope,0,-0.9375,0.0
660,660,Shock wave,Magnetic field,0,0.25,0.0
661,661,Hooke's law,Dielectric,0,0.0,0.0
662,662,Physics,Motion,0,-0.41379310344827586,0.0
663,663,Newton's law of universal gravitation,Free fall,0,-0.7192118226600985,0.0
664,664,Mass,Elastic collision,0,-0.37142857142857144,0.0
665,665,Electron,Electromagnetic spectrum,0,-0.4251207729468599,0.0
666,666,Acceleration,Motion,1,-0.7628004179728318,0.0
667,667,Gravity,Gravitational field,0,-0.21428571428571427,0.0
668,668,Light,Reflection (physics),0,-0.13527851458885942,0.0
669,669,Magnetism,Magnetic field,0,0.17816091954022995,0.0
670,670,Energy level,Emission spectrum,0,-0.04040404040404039,0.0
671,671,Physics,Lever,0,0.04,0.0
672,672,Resonance (particle physics),Scattering,0,0.0,0.0
673,673,Energy,Tension (physics),0,-0.6659919028340081,0.0
674,674,Kinetic energy,Elastic collision,0,-0.7000000000000001,0.0
675,675,Wavelength,Scattering,0,-0.625,0.0
676,676,Capacitance,Length,0,-0.1565217391304348,0.0
677,677,Energy level,Absorption spectroscopy,0,0.1727272727272727,0.0
678,678,Acceleration,Photoelectric effect,0,-0.28787878787878785,0.0
679,679,Strength of materials,Hardness,0,-0.125,0.0
680,680,Wave,Force,0,0.0875,0.0
681,681,Electron,Contact force,0,-0.16666666666666666,0.0
682,682,Friction,Electron,0,-0.06677018633540373,0.0
683,683,Electromagnetic radiation,Electric field,1,-0.057170542635658905,0.0
684,684,Distance,Electric potential,0,-0.25,0.0
685,685,Gravity of Earth,Euclidean vector,1,0.2727272727272727,0.0
686,686,Magnetism,Le Sage's theory of gravitation,0,-0.2727272727272727,0.0
687,687,Snell's law,Wave,1,0.34375,0.0
688,688,Ray (optics),Snell's law,0,0.35,0.0
689,689,Light,Mirror image,0,-0.7655172413793104,0.0
690,690,Displacement (vector),Physics,1,0.05931034482758618,0.0
691,691,Velocity,Gravity of Earth,0,-0.4164222873900293,0.0
692,692,Refracting telescope,Wave,1,0.34375,0.0
693,693,Position (vector),Euclidean vector,1,-0.049535603715170295,0.0
694,694,Hooke's law,Torque,0,0.4,0.0
695,695,Crest (physics),Physics,1,0.46,0.0
696,696,Field (physics),Electromotive force,0,0.2610526315789473,0.0
697,697,Angle of incidence,Total internal reflection,0,0.6666666666666666,0.0
698,698,Gravitational acceleration,Energy,0,0.2969924812030075,0.0
699,699,Inertial frame of reference,Physics,1,0.10857142857142854,0.0
700,700,Pigment,Color,1,0.6,0.0
701,701,Magnetism,Capacitance,0,0.01449275362318836,0.0
702,702,Wavelength,Snell's law,0,-0.625,0.0
703,703,Euclidean vector,Position (vector),0,0.049535603715170295,0.0
704,704,Rarefaction,Wave,1,0.21875,0.0
705,705,Distance,Acceleration,0,-0.049242424242424254,0.0
706,706,Electric potential energy,Force,1,0.23095238095238096,0.0
707,707,Electric potential energy,Electric potential,0,0.1160714285714286,0.0
708,708,Electron,Electromotive force,0,-0.2886956521739131,0.0
709,709,Hardness,Kilogram,0,0.125,0.0
710,710,Electrical conductor,Electrical resistance and conductance,0,0.14947368421052631,0.0
711,711,Elastic collision,Collision,1,-0.1333333333333333,0.0
712,712,Physics,Reflection (physics),0,-0.1876923076923077,0.0
713,713,Newton's law of universal gravitation,Electric field,0,0.1235632183908046,0.0
714,714,Emission spectrum,Wavelength,1,0.6666666666666666,0.0
715,715,Snell's law,Ray (optics),1,-0.35,0.0
716,716,Sound intensity,Distance,0,0.0,0.0
717,717,Friction,Force,1,0.3357142857142857,0.0
718,718,Friction,Hardness,0,-0.2142857142857143,0.0
719,719,Transmission medium,Wave,1,0.5729166666666666,0.0
720,720,Deformation (engineering),Plasticity (physics),0,0.39999999999999997,0.0
721,721,Tangential and normal components,Euclidean vector,0,0.0,0.0
722,722,Magnetic field,Mass,0,0.05320197044334979,0.0
723,723,Force,Tension (physics),0,-0.6756410256410256,0.0
724,724,Electron,Field line,0,-0.31400966183574874,0.0
725,725,Light,Photoelectric effect,0,-0.2711598746081505,0.0
726,726,Speed,Magnetism,0,-0.046296296296296294,0.0
727,727,Energy,Elastic collision,0,-0.3473684210526316,0.0
728,728,Friction,Temperature,0,-0.16483516483516486,0.0
729,729,Torque,Gravity,0,-0.44761904761904764,0.0
730,730,Capacitor,Insulator (electricity),0,0.14379084967320266,0.0
731,731,Power (physics),Physics,1,-0.1866666666666667,0.0
732,732,Electric current,Electromagnetic radiation,0,0.14253563390847712,0.0
733,733,Scalar (mathematics),Distance,0,0.375,0.0
734,734,Fracture,Hardness,0,-0.125,0.0
735,735,Electromotive force,Force,1,0.22666666666666666,0.0
736,736,Magnetic field,Wave,0,-0.24030172413793105,0.0
737,737,Wave,Motion,0,-0.10344827586206896,0.0
738,738,Velocity,Work (physics),0,-0.08817204301075265,0.0
739,739,Friction,Torque,0,0.12142857142857144,0.0
740,740,Speed,Distance,1,-0.05555555555555558,0.0
741,741,Amplitude,Standing wave,0,-0.05303030303030304,0.0
742,742,Electromagnetic spectrum,Wave,1,0.1527777777777778,0.0
743,743,Physics,Electromagnetic radiation,0,0.11813953488372098,0.0
744,744,Speed,Physics,1,0.013333333333333308,0.0
745,745,Coulomb's law,Coulomb,0,0.0,0.0
746,746,Dielectric,Electromagnetic spectrum,0,0.008547008547008572,0.0
747,747,Electrostatics,Energy,1,0.2694736842105263,0.0
748,748,Hooke's law,Deformation (engineering),1,-0.3142857142857143,0.0
749,749,Wave,Magnet,0,0.052083333333333336,0.0
750,750,Energy,Creep (deformation),0,0.0,0.0
751,751,Electromotive force,Magnet,1,-0.5883333333333334,0.0
752,752,Electrostatics,Work (physics),1,0.13999999999999999,0.0
753,753,Speed,Magnet,0,-0.046296296296296294,0.0
754,754,Electric field,Coulomb's law,1,0.25,0.0
755,755,Frequency,Hooke's law,0,-0.35714285714285715,0.0
756,756,Physics,Electrical conductor,0,0.016842105263157936,0.0
757,757,Wave,Photoelectric effect,0,-0.05681818181818182,0.0
758,758,Electroscope,Coulomb's law,0,0.9666666666666667,0.0
759,759,Energy,Mass,0,-0.003759398496240629,0.0
760,760,Ray (optics),Diffraction,0,0.7333333333333334,0.0
761,761,Frequency,Metre,0,-0.2692307692307692,0.0
762,762,Speed,Equations of motion,0,0.04656084656084658,0.0
763,763,Creep (deformation),Deformation (engineering),1,-0.2,0.0
764,764,Wavelength,Speed,0,-0.1111111111111111,0.0
765,765,Motion,Mechanical energy,0,0.1724137931034483,0.0
766,766,Speed,Projectile motion,0,-0.75,0.0
767,767,Wavelength,Absorption spectroscopy,0,-0.7166666666666667,0.0
768,768,Mass,Wavelength,0,0.04404761904761905,0.0
769,769,Motion,Projectile motion,0,-0.125,0.0
770,770,Shock wave,Physics,1,0.71,0.0
771,771,Energy,Dispersion (optics),0,-0.22105263157894736,0.0
772,772,Physics,Friction,0,-0.03285714285714286,0.0
773,773,Specular reflection,Physics,1,0.4,0.0
774,774,Electromagnetic spectrum,Force,1,0.15555555555555556,0.0
775,775,Speed,Elastic collision,0,-0.362962962962963,0.0
776,776,Projectile motion,Position (vector),1,0.5,0.0
777,777,Electromotive force,Electric potential,0,0.2825,0.0
778,778,Mechanical energy,Displacement (vector),1,0.3813387423935092,0.0
779,779,Ohm,Velocity,0,-0.05017921146953405,0.0
780,780,Sonic boom,Speed,0,0.0,0.0
781,781,Gravity,Gravitational constant,0,0.012987012987012991,0.0
782,782,Distance,Gravitational constant,0,-0.1477272727272727,0.0
783,783,Wave,Absorption spectroscopy,0,-0.3,0.0
784,784,Electromagnetic spectrum,Electromagnetic radiation,1,0.5594315245478036,0.0
785,785,Force,Gravity of Earth,0,-0.6272727272727273,0.0
786,786,Mass,Kilogram,0,0.43333333333333335,0.0
787,787,Acceleration,Free fall,0,-0.6233766233766234,0.0
788,788,Electromotive force,Energy,1,0.34842105263157896,0.0
789,789,Electron,Emission spectrum,0,-0.4444444444444444,0.0
790,790,Electron,Capacitance,0,-0.21739130434782605,0.0
791,791,Distance,Length,0,-0.07500000000000001,0.0
792,792,Force,Lever,0,-0.6333333333333333,0.0
793,793,Displacement (vector),Acceleration,0,0.09613375130616508,0.0
794,794,Emission spectrum,Field (physics),1,0.2222222222222222,0.0
795,795,Scalar (mathematics),Euclidean vector,0,0.7647058823529411,0.0
796,796,Energy,Magnet,0,-0.31140350877192985,0.0
797,797,Magnetic field,Electromagnetic spectrum,0,-0.34099616858237547,0.0
798,798,Electrostatics,Force,1,0.12,0.0
799,799,Interference (wave propagation),Geometrical optics,0,-0.1103896103896104,0.0
800,800,Amplitude,Frequency,0,0.0699300699300699,0.0
801,801,Specular reflection,Ray (optics),1,-0.1,0.0
802,802,Equations of motion,Displacement (vector),1,-0.03251231527093601,0.0
803,803,Relative velocity,Physics,1,0.02999999999999997,0.0
804,804,Voltage,Ohm,0,-0.3155555555555556,0.0
805,805,Free fall,Normal force,0,0.14285714285714285,0.0
806,806,Plane mirror,Reflection (physics),0,0.523076923076923,0.0
807,807,Physics,Transverse wave,0,-0.5942857142857143,0.0
808,808,Work (physics),Resultant force,0,-1.0,0.0
809,809,Electroscope,Voltage,0,0.8171428571428571,0.0
810,810,Physics,Dielectric,0,-0.11076923076923079,0.0
811,811,Free fall,Euclidean vector,1,0.31092436974789917,0.0
812,812,Emission spectrum,Collision,0,0.1111111111111111,0.0
813,813,Electromotive force,Electrical resistance and conductance,0,0.0,0.0
814,814,Electron,Joule,0,-0.08074534161490682,0.0
815,815,Free fall,Motion,1,-0.13793103448275862,0.0
816,816,Wave,Refracting telescope,0,-0.34375,0.0
817,817,Displacement (vector),Equations of motion,0,0.03251231527093601,0.0
818,818,Acceleration,Physics,1,0.033939393939393936,0.0
819,819,Motion,Distance,0,0.3232758620689655,0.0
820,820,Field line,Coulomb's law,0,0.5666666666666667,0.0
821,821,Photoelectric effect,Electroscope,0,-0.0974025974025974,0.0
822,822,Plasticity (physics),Elasticity (physics),0,0.15000000000000002,0.0
823,823,Refraction,Ray (optics),0,-0.5421052631578946,0.0
824,824,Force,Motion,0,-0.7419540229885057,0.0
825,825,Scattering,Physics,1,0.96,0.0
826,826,Refraction,Wave,1,0.16118421052631576,0.0
827,827,Reflection (physics),Physics,1,0.1876923076923077,0.0
828,828,Creep (deformation),Temperature,0,0.3333333333333333,0.0
829,829,Hooke's law,Elasticity (physics),1,-0.2142857142857143,0.0
830,830,Speed,Sound intensity,0,0.0,0.0
831,831,Scattering,Collision,0,0.0,0.0
832,832,Equations of motion,Gravitational field,0,-0.3,0.0
833,833,Work (physics),Kinetic energy,0,-0.10000000000000009,0.0
834,834,Physics,Le Sage's theory of gravitation,0,-0.3745454545454545,0.0
835,835,Refraction,Reflection (physics),0,-0.012145748987854255,0.0
836,836,Kinetic energy,Velocity,0,0.022580645161290325,0.0
837,837,Energy,Field (physics),0,-0.21052631578947367,0.0
838,838,Electron,Motion,0,-0.13793103448275862,0.0
839,839,Speed,Field (physics),0,-0.18323586744639375,0.0
840,840,Field (physics),Magnetic field,0,0.5970961887477314,0.0
841,841,Speed,Refractive index,0,-0.004629629629629629,0.0
842,842,Ohm,Kilogram,0,-0.11111111111111105,0.0
843,843,Physics,Crest (physics),0,-0.46,0.0
844,844,Frame of reference,Motion,1,-0.6765188834154352,0.0
845,845,Dielectric,Temperature,0,0.07692307692307693,0.0
846,846,Hooke's law,Temperature,0,0.06593406593406592,0.0
847,847,Euclidean vector,Projectile motion,0,-0.375,0.0
848,848,Acceleration,Relative velocity,0,-0.3242424242424242,0.0
849,849,Euclidean vector,Motion graphs and derivatives,0,-0.5,0.0
850,850,Physics,Relative velocity,0,-0.02999999999999997,0.0
851,851,Electromagnetic radiation,Temperature,0,-0.35241502683363146,0.0
852,852,Position (vector),Physical quantity,0,-0.14473684210526316,0.0
853,853,Fracture,Magnet,0,0.15833333333333335,0.0
854,854,Motion,Speed,0,0.7560664112388251,0.0
855,855,Elasticity (physics),Force,1,0.5583333333333333,0.0
856,856,Absorption spectroscopy,Frequency,1,0.523076923076923,0.0
857,857,Gravity,Acceleration,0,0.44696969696969696,0.0
858,858,Mass,Gravitational acceleration,0,-0.8,0.0
859,859,Equations of motion,Velocity,1,0.13364055299539168,0.0
860,860,Electric current,Magnetic field,0,-0.014460511679644017,0.0
861,861,Force,Magnetism,0,-0.15,0.0
862,862,Electric potential energy,Displacement (vector),1,0.07635467980295566,0.0
863,863,Force,Gravity,0,-0.6428571428571429,0.0
864,864,Electromagnetic spectrum,Electric current,1,0.23655913978494622,0.0
865,865,Relative velocity,Distance,1,0.050000000000000044,0.0
866,866,Wave,Emission spectrum,0,-0.4131944444444444,0.0
867,867,Electrical conductor,Physics,1,-0.016842105263157936,0.0
868,868,Joule,Potential energy,0,0.051587301587301626,0.0
869,869,Wave,Velocity,0,0.1532258064516129,0.0
870,870,Emission spectrum,Electron,1,0.4444444444444444,0.0
871,871,Force,Normal force,0,-0.9333333333333333,0.0
872,872,Electric current,Series and parallel circuits,0,-0.3667232597623089,0.0
873,873,Ray (optics),Wavelength,0,0.7583333333333334,0.0
874,874,Lever,Power (physics),0,0.6,0.0
875,875,Transverse wave,Wave,1,0.36607142857142855,0.0
876,876,Frame of reference,Inertial frame of reference,0,0.0,0.0
877,877,Refraction,Refracting telescope,0,-0.26973684210526316,0.0
878,878,Euclidean vector,Work (physics),0,0.07058823529411762,0.0
879,879,Intensity (physics),Refractive index,0,0.016666666666666677,0.0
880,880,Electrical polarity,Force,0,0.31666666666666665,0.0
881,881,Electron,Scattering,0,-0.6666666666666666,0.0
882,882,Displacement (vector),Motion,1,-0.7586206896551725,0.0
883,883,Force,Electric current,0,0.009677419354838679,0.0
884,884,Refracting telescope,Virtual image,0,-0.125,0.0
885,885,Distance,Displacement (vector),0,0.017241379310344807,0.0
886,886,Electromagnetic radiation,Physics,1,-0.11813953488372098,0.0
887,887,Joule,Kilogram,0,-0.30952380952380953,0.0
888,888,Ray (optics),Total internal reflection,0,0.4166666666666667,0.0
889,889,Wave,Snell's law,0,-0.34375,0.0
890,890,Inelastic collision,Kinetic energy,1,0.5666666666666667,0.0
891,891,Wave,Transmission medium,0,-0.5729166666666666,0.0
892,892,Geometrical optics,Real image,0,-0.3181818181818182,0.0
893,893,Acceleration,Projectile motion,0,-0.75,0.0
894,894,Speed,Dispersion (optics),0,0.037037037037037035,0.0
895,895,Light,Dispersion (optics),0,-0.2586206896551724,0.0
896,896,Velocity,Planet,0,-0.43548387096774194,0.0
897,897,Work (physics),Power (physics),0,0.0,0.0
898,898,Mass,Projectile motion,0,-0.75,0.0
899,899,Electrical conductor,Insulator (electricity),0,-0.04385964912280704,0.0
900,900,Electric potential energy,Electrostatics,0,-0.07285714285714295,0.0
