,topic_a,topic_b,score
605,Capacitor,Electrical resistance and conductance,0.3271598865740489
606,Electromagnetic radiation,Physics,0.04989978360813916
607,Electromagnetic radiation,Metre,0.017928645066807664
608,Electromagnetic radiation,Hertz,0.05432136221207095
609,Electromagnetic radiation,Speed,0.05112978774686433
610,Electromagnetic radiation,Field (physics),0.08521631291144056
611,Electromagnetic radiation,Wave,0.26709337555333024
612,Electromagnetic radiation,Wavelength,0.22156241356974546
613,Electromagnetic radiation,Frequency,0.07567367390273934
614,Electromagnetic radiation,Light,0.38255887596691385
615,Electromagnetic radiation,Ray (optics),0.11676455393667562
616,Electromagnetic radiation,Reflection (physics),0.056755255427054514
617,Electromagnetic radiation,Magnet,0.08826841169908926
618,Electromagnetic radiation,Electric charge,0.017928645066807664
619,Electromagnetic radiation,Direction (geometry),0.01586879247829518
620,Electromagnetic radiation,Sound,0.020663287087266717
621,Electromagnetic radiation,Electric field,0.1086427244241419
622,Electromagnetic radiation,Joule,0.032985447329228285
623,Electromagnetic radiation,Plasticity (physics),0.05432136221207095
624,Electromagnetic radiation,Work (physics),0.021335914882842654
625,Electromagnetic radiation,Energy,0.2850409354800057
626,Electromagnetic radiation,Color,0.022868028805480927
627,Electromagnetic radiation,Pigment,0.036392717145263286
628,Electromagnetic radiation,Interference (wave propagation),0.036392717145263286
629,Electromagnetic spectrum,Physics,0.13195720554152354
630,Electromagnetic spectrum,Field (physics),0.0676049415764095
631,Electromagnetic spectrum,Wave,0.17657839828247945
632,Electromagnetic spectrum,Wavelength,0.7436543573405046
633,Electromagnetic spectrum,Light,0.3426575738499346
634,Electromagnetic spectrum,Ray (optics),0.07719434399146888
635,Electromagnetic spectrum,Reflection (physics),0.07504305995354985
636,Electromagnetic spectrum,Color,0.09070984759507436
637,Electromagnetic spectrum,Electromagnetic radiation,0.3925268232178167
638,Scattering,Wavelength,0.3380247078820475
639,Scattering,Geometrical optics,0.04862935644533158
640,Scattering,Light,0.4351207286983297
641,Scattering,Ray (optics),0.06432861999289073
642,Scattering,Reflection (physics),0.20845294431541625
643,Scattering,Specular reflection,0.03634507622387191
644,Scattering,Refraction,0.05234548043537142
645,Scattering,Direction (geometry),0.08742529189431142
646,Scattering,Optical microscope,0.029927046774242787
647,Scattering,Plasticity (physics),0.029927046774242787
648,Scattering,Strength of materials,0.03634507622387191
649,Scattering,Energy,0.3925911032652857
650,Scattering,Color,0.12598589943760327
651,Scattering,Electron,0.3419967079767737
652,Energy level,Wavelength,0.2134892891886616
653,Energy level,Light,0.2318735462142415
654,Energy level,Energy,1.190170923583182
655,Energy level,Electron,0.9719906437234621
656,Photoelectric effect,Hertz,0.06275963207025673
657,Photoelectric effect,Wave,0.12000473669683068
658,Photoelectric effect,Wavelength,0.03938151936489874
659,Photoelectric effect,Frequency,0.0218572019282184
660,Photoelectric effect,Light,0.29940953054848657
661,Photoelectric effect,Reflection (physics),0.0218572019282184
662,Photoelectric effect,Electrical conductor,0.03137981603512836
663,Photoelectric effect,Voltage,0.024650231757847342
664,Photoelectric effect,Electric current,0.10198000963292836
665,Photoelectric effect,Electrical resistance and conductance,0.02858678620549942
666,Photoelectric effect,Work (physics),0.1972018540627787
667,Photoelectric effect,Energy,0.6037517549244782
668,Photoelectric effect,Color,0.02642034395973039
669,Photoelectric effect,Diffraction,0.07621880062481877
670,Photoelectric effect,Electron,0.7769633948210198
671,Photoelectric effect,Scattering,0.038109400312409385
672,Photoelectric effect,Energy level,0.06629985647402283
673,Emission spectrum,Temperature,0.1025990123930321
674,Emission spectrum,Wavelength,0.16901235394102376
675,Emission spectrum,Frequency,0.07504305995354985
676,Emission spectrum,Light,0.12237770494640522
677,Emission spectrum,Electrical conductor,0.053868684193637016
678,Emission spectrum,Voltage,0.0846324623686092
679,Emission spectrum,Electric current,0.13129926240239528
680,Emission spectrum,Energy,0.5182202563101771
681,Emission spectrum,Color,0.22677461898768586
682,Emission spectrum,Electron,0.5129950619651604
683,Emission spectrum,Electromagnetic radiation,0.13084227440593887
684,Emission spectrum,Energy level,0.6828885216824352
685,Absorption spectroscopy,Wavelength,0.2028148247292285
686,Absorption spectroscopy,Light,0.2202798689035294
687,Absorption spectroscopy,Energy,0.4239983915265085
688,Absorption spectroscopy,Electron,0.30779703717909634
689,Absorption spectroscopy,Scattering,0.19626341160890834
690,Absorption spectroscopy,Energy level,0.8536106521030441
691,Absorption spectroscopy,Emission spectrum,0.7850536464356334
692,Laser,Physics,0.03045166281727467
693,Laser,Length,0.015225831408637334
694,Laser,Distance,0.02397145566225461
695,Laser,Amplitude,0.020933041752709467
696,Laser,Wavelength,0.10920798254650768
697,Laser,Frequency,0.08658814610024983
698,Laser,Geometrical optics,0.10099943261722713
699,Laser,Light,0.1920388600697436
700,Laser,Reflection (physics),0.051952887660149896
701,Laser,Curved mirror,0.03331333338681793
702,Laser,Direction (geometry),0.029052096998725033
703,Laser,Sound,0.018914855102959538
704,Laser,Strength of materials,0.03019437101675513
705,Laser,Work (physics),0.07812227295563927
706,Laser,Energy,0.4131266378976237
707,Laser,Color,0.04186608350541893
708,Laser,Electron,0.4735339033524559
709,Laser,Energy level,0.3151793176995855
710,Laser,Emission spectrum,0.7548592754188782
