concept,Inertial frame of reference,Elastic collision,Reflection (physics),Displacement (vector),Relative velocity,Fatigue (material),Torque,Non-inertial reference frame,Acceleration,Frequency,Insulator (electricity),Gravitational field,Electrostatics,Hardness,Speed,Euclidean vector,Compression (physics),Subtractive color,Wavelength,Refraction,Laser,Ohmmeter,Amplitude,Temperature,Hertz,Sonic boom,Optical microscope,Ammeter,Magnetic field,Lever,Sound,Gravitational constant,Work (physics),Elasticity (physics),Frame of reference,Electric potential,Field (physics),Pigment,Ohm's law,Plane mirror,Electromotive force,Normal force,Gravity of Earth,Ray (optics),Angle of incidence,Electromagnetic radiation,Free body diagram,Tangential and normal components,Mechanical energy,Newton's laws of motion,Ohm,Telescope,Newton's law of universal gravitation,Distance,Sound intensity,Phase velocity,Interference (wave propagation),Color,Capacitor,Compass,Contact force,Resultant force,Mirror image,Dielectric,Energy,Diffraction,Hooke's law,Transmission medium,Equations of motion,Snell's law,Planet,Electrical conductor,Scalar (mathematics),Electromagnetic spectrum,Kinetic energy,Plasticity (physics),Magnetism,Friction,Series and parallel circuits,Standing wave,Motion,Gravity,Creep (deformation),Physical quantity,Electrical polarity,Emission spectrum,Metre,Electric charge,Inelastic collision,Gravitational acceleration,Field line,Geometrical optics,Total internal reflection,Magnification,Refractive index,Le Sage's theory of gravitation,Position (vector),Mass,Dispersion (optics),Direction (geometry),Power (physics),Huygens–Fresnel principle,Electroscope,Fracture,Light,Kilogram,Doppler effect,Physics,Potential energy,Crystallinity,Voltage,Transverse wave,Rarefaction,Strength of materials,Refracting telescope,Energy level,Musical tone,Photoelectric effect,Pitch (music),Voltmeter,Projectile motion,Coulomb's law,Collision,Electric current,Virtual image,Electric potential energy,Electron,Scattering,Electrical resistance and conductance,Velocity,Specular reflection,Coulomb,Shock wave,Tension (physics),Curved mirror,Intensity (physics),Stiffness,Force,Magnet,Resonance (particle physics),Absorption spectroscopy,Electric field,Scalar multiplication,Free fall,Deformation (engineering),Real image,Crest (physics),Motion graphs and derivatives,Capacitance,Length,Wave,Joule
Ammeter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031504645520120826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10265193127528296,0.0,0.0,0.0,0.0,0.0,1.1082112705076297,0.07898756751596879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11712268249337757,0.0,0.0,0.0,0.0,0.0,0.0,0.04298673903884037,0.013985320307528257,0.021722026565754383,0.0,0.0,0.0,0.0,0.012722585018976676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09917125469953789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11971323988969927,0.0,0.0,0.0,0.04075828120947395,0.0,0.0,0.01776302491618331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04954650432817608,0.17760470198589026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012215500390057088,0.0,0.02635431017443024,0.0
Magnetic field,0.0,0.0,0.0,0.0,0.0013372926644059887,0.0,0.020422286279976366,0.0,0.0010409949611171643,0.0007892836386480518,0.0,0.0,0.002501540414073329,0.0,0.0012979026919112552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273732599581386,0.0015232098839957774,0.0,0.0,0.0,0.2295489082785882,0.0,0.0,0.0,0.0,0.0,0.002501540414073329,0.001198471002976169,0.0,0.0,0.004416370378742403,0.0,0.002871849891091665,0.0,0.0,0.0,0.0,0.0008481273993672128,0.0,0.0,0.0,0.0,0.0035211194595750773,0.0,0.0,0.01872209730168384,0.0,0.0,0.0,0.0043077748366374975,0.0,0.013060809198322325,0.0,0.0,0.0,0.0,0.009562140469449655,0.0,0.0,0.0,0.0,0.0,0.00199944484407637,0.0,0.0,0.0,0.0,0.0,0.08079299199408259,0.0,0.0,0.0,0.004416942889464245,0.0029488745836260756,0.0,0.0,0.0,0.0,0.0030053352337647376,0.014072755595650967,0.0,0.0,0.11829964980418989,0.0,0.0,0.0,0.0,0.0,0.0,0.0007753086017417854,0.0,0.0,0.0,0.0,0.0,0.0,0.004965140165561753,0.0011737064865250258,0.0,0.012523686591403002,0.0020422286279976366,0.0,0.004416942889464245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737064865250258,0.006856764542338138,0.016337829023981093,0.0,0.0,0.0041534807731560125,0.0,0.0,0.007772744449258321,0.0,0.004914790972710126,0.0,0.0,0.0,0.0,0.0,0.0737677967454889,0.49218513824861365,0.0,0.0,0.022866941054572005,0.0,0.0,0.0,0.0,0.0,0.0,0.0012241362423345847,0.012404937627868566,0.0022008421811156756,0.0
Lever,0.0,0.0,0.0,0.0,0.0,0.0,0.018791155622549682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597119517674756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.656428891032975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22148692661259184,0.0,0.0,0.0,0.03963712300983983,0.0,0.0,0.0,0.0,0.0,0.0,0.011731214757757714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775163993847778,0.0,0.0,0.0,0.009044491958870454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019579601895921162,0.0,0.0,0.011523418116894842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023839781135495758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002205624041245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014267692060624804,0.0,0.0
Sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036785283289352162,0.03346877554007848,0.0,0.0,0.0,0.0,0.05732943000119228,0.0,0.0,0.0,0.00721655353085449,0.0,0.0,0.0,0.028152733156516885,0.01450919302768668,0.002691257363618474,0.009087639801178417,0.0,0.0,0.0,0.0,0.7894088826704515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00945109080031564,0.018175279602356834,0.0,0.0,0.03044447353374231,0.0,0.0,0.0,0.0,0.0,0.0,0.015768390908806502,0.0,0.0,0.00807650486824035,0.0,0.0,0.0,0.0,0.0,0.0,0.0038252627429574944,0.0,0.0,0.0,0.0,0.007065369935302285,0.007804000092731716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958726071502342,0.0,0.0,0.0,0.0,0.0,0.0,0.002506449453010689,0.0,0.007692089207823247,0.022127261720720767,0.003608276765427245,0.0,0.0,0.05652295948241828,0.009087639801178417,0.0,0.0,0.0,0.009087639801178417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02746628150772828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506449453010689,0.002418939927296798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958726071502342,0.10265693888394023,0.0
Gravitational constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03371633965492621,0.0,0.0,0.014545892980596772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010351783408709913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6109275051850643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035251745969567115,0.0,0.0,0.0,0.0,0.0,0.0,0.009309945941315886,0.0,0.03668684851707893,0.05473545315110706,0.06496949847302695,0.0,0.0,0.0,0.046507557664878726,0.0,0.0,0.0,0.0,0.0,0.0,0.02580867246706697,0.0,0.0,0.0,0.0,0.0,0.06475916214985637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017882308783916674,0.08755068216186598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031175460895981597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381112591468481,0.0,0.0,0.0,0.0,0.0,0.0,0.02297339955788083,0.00950366909374835,0.0,0.09126547148580713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019217901242651658,0.0,0.0,0.02097900739923627,0.0,0.015918305847611995,0.0,0.0,0.0,0.0,0.0,0.0746635485631127,0.01108565612395447,0.0,0.0,0.0,0.0,0.016189790537464093,0.0,0.0,0.0,0.0,0.0,0.12555569013349827,0.0035641067093038995,0.0
Work (physics),0.004584859262492008,0.0,0.0,0.0,0.004479772353341101,0.0,0.054729796044872825,0.004379158607670189,0.03835931077761995,0.007932020680597797,0.0,0.0,0.0,0.0,0.019565192706789875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029462134455654236,0.01722999319277799,0.0,0.0,0.0,0.0,0.008379864696789379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027885288175349826,0.0,0.007703264963263735,0.0,0.0,0.0037741151699935914,0.08063590236013982,0.0,0.0,0.0,0.014430536509492513,0.0,0.0,0.0,0.09228278171984021,0.0,0.0,0.11531534506561837,0.0,0.0,0.0,0.008959544706682202,0.0,0.006697903886657721,0.0,0.0,0.0,0.04351575489151646,0.0,0.0,0.012925543974116207,0.0,0.0,0.06288400547535711,0.0724414627816858,0.0,0.0,0.0,0.0,0.020135035585081007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03116630606150666,0.0,0.0,0.0,0.0,0.0,0.0,0.002376090379804459,0.0,0.0,0.014683504408998389,0.027364898022436412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150440478591844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31839611089379755,0.006879396530822809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005194384343584444,0.0,0.01394884028277089
Elasticity (physics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020851075098481806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04563283454197928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044586910716783196,0.0,0.0,0.0,0.0718131405119451,0.0,0.0,0.0,0.0,0.0,0.0,0.15940650641423718,0.0,0.32092386216451646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608089735603281,0.0,0.0,0.0,0.01638649131371823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02584970090983788,0.0,0.0,0.0,0.0,0.0,0.12388435993383835,0.0,0.0,0.0,0.2505326668237843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014397358019083713,0.0,0.0,0.0,0.0,0.0,0.0,0.16098823571568635,0.1537190705711144,0.022823409666965083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame of reference,0.0828801482065863,0.0,0.0,0.0,0.008098050023347377,0.0,0.006183414456992844,0.007916171329249957,0.08194943666127898,0.004779550922924314,0.0,0.01087833876754032,0.0,0.0,0.05501665299601598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964892820150707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392982916047663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013925132818207522,0.0,0.0,0.006822438961142262,0.016196100046694754,0.0,0.0,0.0,0.02608596984408262,0.0,0.0,0.0,0.0,0.0,0.0,0.01158081456855569,0.0,0.0,0.0,0.008098050023347377,0.0,0.0,0.0,0.0,0.0,0.006555257948401519,0.0,0.007412825023026096,0.005841351603687133,0.0,0.0,0.2139763444229346,0.04761886364670256,0.0,0.0,0.0,0.0,0.01819897447113091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023474621552737388,0.0,0.0,0.0,0.0,0.0,0.0,0.02577144181172529,0.007107444835068212,0.01318174261682531,0.037918939957303534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06275771444215977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12456196875667223,0.01243583219033354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05633909172656973,0.005330928838702414,0.0
Electric potential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01109090120227836,0.0,0.0,0.019139332869206275,0.0666293753146975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056221727254474024,0.0,0.0,0.0,0.0,0.0,0.0,0.3958288402085276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01424769703355854,0.0,0.0,0.0,0.06119415482220885,0.0,0.0,0.0,0.0,0.0,0.0,0.09508458277340462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011533310976886882,0.0,0.0,0.0,0.0,0.0,0.011764676831524127,0.0,0.0,0.0,0.0,0.0,0.0,0.011533310976886882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008260242771940674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013342905187983499,0.11966999106992164,0.0,0.023529353663048255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260471194069498,0.0,0.01250482775493204,0.0,0.0,0.0,0.04086230292911808,0.006321678040345939,0.019793553748827557,0.0,0.0,0.0,0.04189027854634735,0.0,0.0,0.0,0.0,0.0,0.07557039328250273,0.07293194818391098,0.0,0.0,0.1592948938876764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02218180240455672
Field (physics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013349229501384813,0.0,0.0,0.1497371336237903,0.02405893280594055,0.0,0.008321846671666282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010216512213360427,0.07020436083381429,0.0,0.0,0.0,0.0,0.0958652528826288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014447517800065967,0.05144643544244215,0.0,0.0,0.0,0.08286131597532127,0.0,0.0,0.0,0.0,0.0,0.0,0.028611424228196413,0.00838182846626466,0.0,0.0,0.0,0.0,0.012819969882607314,0.0,0.0,0.0,0.0,0.0,0.04709324132275402,0.0,0.0,0.0,0.02124029889492365,0.025209986636489587,0.0,0.061918552198340915,0.0,0.0,0.0,0.04858602949991713,0.0,0.012343225467866018,0.0329786747535977,0.0,0.0,0.0,0.0,0.0,0.0,0.054682059616964734,0.0,0.0,0.0,0.0,0.0,0.0,0.009095802992373633,0.0,0.0,0.0963587180091478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007525529825366342,0.0,0.006547144719168893,0.0,0.0,0.00380444877541181,0.0,0.0,0.0442995631356422,0.0,0.012604993318244793,0.0,0.0,0.0,0.0,0.0,0.0864101284275495,0.15800822077129675,0.0,0.0,0.04511306018006061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400307996170324,0.0
Pigment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00939835167296246,0.027825365056467797,0.0,0.0,0.0,0.0,0.02131203811026505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168645370416245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010411778601446627,0.0,0.0,0.0,0.6037038735344835,0.0,0.008473977396530556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11597148815276381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023098438993571706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005522451816798277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042254318794927304,0.011994589887080432,0.0
Ohm's law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010403859683388738,0.0,0.0,0.004121724147374311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005250812091052684,0.06765333028025998,0.0050195079200512005,0.0,0.0,0.0,0.014491259156676446,0.0,0.0,0.0,0.0,0.0,0.0,0.011848140078259755,0.0,0.0,0.2862184595147296,0.0,0.014195620798872868,0.0,0.0,0.0,0.0,0.002794875639310094,0.0,0.0,0.0,0.0,0.37904168594833537,0.0,0.0,0.0,0.0,0.0,0.0,0.014195620798872868,0.009236816203111686,0.0,0.0,0.0,0.0,0.0,0.014704941289375367,0.0,0.0,0.0,0.0,0.0,0.0,0.008813691653317609,0.0,0.0,0.0035672799068045473,0.0,0.016135823771052153,0.0,0.0,0.0,0.018194209518519872,0.0,0.0,0.0,0.0,0.0,0.0,0.0071345598136090945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005109824598456324,0.0,0.0,0.0,0.0,0.0,0.0,0.002337409838737875,0.0,0.0,0.02476194962793217,0.00336492786729378,0.0,0.19285862089631065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003867772305595259,0.03765905176935326,0.023554495071056458,0.0,0.0,0.060614601303130955,0.006122192206032709,0.0,0.03415187251038462,0.0,0.009717570430228252,0.0,0.0,0.0,0.0,0.0,0.025711508226116626,0.06541826142914993,0.0,0.0,0.0521685329640352,0.0,0.0,0.0,0.0,0.0,0.0,0.012101867828289115,0.06642771977993221,0.010153559811389016,0.00686088306931638
Plane mirror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559603945200167,0.0,0.0,0.0,0.0,0.07173320400784006,0.0,0.0,0.0,0.0,0.0,0.0,0.0497689805464249,0.0,0.0,0.0,0.0,0.0,0.14195620798872868,0.0,0.0,0.0,0.0,0.15063620707741304,0.0,0.0,0.08615739958346463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07173320400784006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402445903242725,0.0,0.0,0.04126991604655361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131777364839824,0.0,0.0,0.0,0.0,0.0,0.065888682419912,0.0,0.0,0.0,0.2386744192296513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07173320400784006,0.0,0.0,0.0,0.10219649196912649,0.0,0.0
Electromotive force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053707314647604655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005489582110679499,0.0,0.0,0.04113869174617829,0.003270285463063661,0.0,0.0,0.0,0.06797717931677313,0.0,0.0,0.0,0.0,0.0,0.0,0.020584647408693715,0.0,0.0,0.012642417831672697,0.0,0.1294812684988101,0.0,0.0,0.0,0.0,0.0036418076512222436,0.0,0.0,0.008585494981988533,0.0,0.020159298077648016,0.0,0.0,0.0,0.0,0.0,0.0,0.018497324071258585,0.006017925708087917,0.0,0.0,0.0,0.0,0.0,0.08485578674778078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036794567841565894,0.0,0.0,0.0,0.018966085073851016,0.0,0.0,0.0,0.0,0.0,0.0,0.023241369089787203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03350287435524288,0.0,0.0,0.05108715365156713,0.013153808935784776,0.0,0.232334542154675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008585494981988533,0.0,0.005039824519412004,0.0,0.00876920595718985,0.0,0.0,0.06879135103903718,0.0,0.0,0.0,0.0,0.012662288742418632,0.0,0.0,0.0,0.0,0.0,0.08832575966382213,0.14990830440347522,0.0,0.0,0.0717536892788161,0.0,0.0,0.0,0.0,0.0,0.0,0.005256366834509413,0.0,0.0018900565882672194,0.0044699692724333995
Normal force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023229761573275932,0.0,0.0,0.06013065995915988,0.0,0.0,0.007240661867867119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8014914684025592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02984163315690214,0.0,0.0,0.0,0.048063912941065615,0.0,0.0,0.08608213134502074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09686524785326851,0.0,0.0,0.0,0.03290201011809566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03460196184781448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027946557322863077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01927205404129316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4590157588828552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravity of Earth,0.009600967663535244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15335092602952205,0.0,0.0,0.05040655983375119,0.0,0.0,0.004552297312965962,0.0,0.0,0.0,0.007162965262061016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006169545977594922,0.0,0.0,0.05040655983375119,0.0,0.0,0.00877396724441066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030539878934030915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007903221370828165,0.04690454716493282,0.0,0.0,0.0,0.030218400710471945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04207742590182499,0.0,0.0,0.0,0.0,0.0,0.017174267875129767,0.0,0.0,0.0,0.007746049596993609,0.47577609680671995,0.0,0.0,0.0,0.0,0.09135524808775615,0.0,0.0,0.09452955345935016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11965084332028918,0.0,0.0,0.0,0.0,0.0,0.0,0.02985404645516692,0.024700130070385563,0.0,0.03953331066835705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07961079054711179,0.014405865012564594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010877349392753562,0.006175432417110716,0.0
Ray (optics),0.0,0.0,0.03724998111117848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02583783898100581,0.14185110597635803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16524255923234582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06767656090940306,0.0,0.0,0.0,0.10900208827705951,0.0,0.0,0.0,0.0,0.0,0.0,0.03226084058383371,0.03307828734008017,0.0,0.0,0.0,0.04700969015346544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11016170615489722,0.0,0.0,0.03724998111117848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39485530490107673,0.0,0.0,0.015844699910730405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015013985345821606,0.04700969015346544,0.0,0.0,0.05059309542957528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039236153166718205,0.08910266773259748,0.0
